epoch,train_acc,test_acc,train_loss,epoch_time_s
0,0.059,0.053,0.230052,0.407
1,0.0659,0.059,0.229868,0.004
2,0.08,0.071,0.229669,0.003
3,0.1027,0.089,0.229463,0.003
4,0.1298,0.107,0.22925,0.003
5,0.1609,0.134,0.229013,0.003
6,0.1858,0.159,0.228765,0.004
7,0.2024,0.184,0.228507,0.003
8,0.2259,0.199,0.228208,0.003
9,0.2389,0.212,0.227885,0.003
10,0.2477,0.219,0.227551,0.003
11,0.256,0.229,0.227169,0.003
12,0.2627,0.238,0.22672,0.003
13,0.2657,0.238,0.226217,0.003
14,0.2699,0.239,0.225678,0.003
15,0.2737,0.242,0.225041,0.003
16,0.2776,0.238,0.224347,0.003
17,0.2901,0.251,0.22357,0.003
18,0.3125,0.271,0.222732,0.003
19,0.3487,0.309,0.221875,0.003
20,0.3544,0.321,0.220871,0.003
21,0.3568,0.332,0.219657,0.003
22,0.3704,0.343,0.218236,0.003
23,0.383,0.36,0.216684,0.003
24,0.3955,0.375,0.214881,0.003
25,0.4106,0.381,0.212898,0.003
26,0.4327,0.406,0.210716,0.003
27,0.4277,0.407,0.208092,0.003
28,0.4246,0.402,0.205198,0.003
29,0.444,0.419,0.201994,0.003
30,0.4599,0.426,0.198421,0.003
31,0.4908,0.462,0.194497,0.004
32,0.5078,0.486,0.190133,0.003
33,0.5291,0.509,0.185551,0.003
34,0.5486,0.526,0.180447,0.004
35,0.5426,0.522,0.175075,0.004
36,0.5477,0.52,0.169347,0.004
37,0.5724,0.549,0.163296,0.004
38,0.5648,0.542,0.157117,0.003
39,0.5776,0.554,0.150864,0.003
40,0.6142,0.594,0.144893,0.003
41,0.6228,0.603,0.138742,0.004
42,0.6238,0.603,0.132975,0.003
43,0.6356,0.626,0.127421,0.003
44,0.6615,0.645,0.122424,0.003
45,0.6787,0.658,0.117525,0.003
46,0.686,0.665,0.113164,0.003
47,0.7078,0.689,0.109188,0.003
48,0.7108,0.694,0.10551,0.003
49,0.7199,0.699,0.102045,0.003
50,0.7194,0.69,0.099287,0.003
51,0.7327,0.71,0.096431,0.003
