epoch,train_acc,test_acc,train_loss,epoch_time_s
0,0.0851,0.08,0.230093,0.415
1,0.1024,0.098,0.229887,0.004
2,0.1212,0.112,0.229687,0.003
3,0.1466,0.13,0.22946,0.003
4,0.1764,0.156,0.229213,0.003
5,0.2001,0.185,0.228973,0.003
6,0.2322,0.213,0.228699,0.003
7,0.2648,0.226,0.228373,0.004
8,0.2895,0.258,0.228061,0.003
9,0.3051,0.268,0.227692,0.003
10,0.3122,0.266,0.227287,0.003
11,0.3063,0.261,0.226848,0.004
12,0.3086,0.263,0.226369,0.003
13,0.2922,0.245,0.225809,0.003
14,0.2929,0.248,0.225216,0.003
15,0.297,0.26,0.224599,0.003
16,0.2594,0.232,0.223742,0.003
17,0.2573,0.238,0.222883,0.003
18,0.2676,0.247,0.222002,0.003
19,0.2779,0.252,0.22096,0.004
20,0.281,0.254,0.219793,0.003
21,0.2817,0.258,0.218493,0.003
22,0.2866,0.261,0.216925,0.004
23,0.2869,0.262,0.215269,0.003
24,0.2908,0.266,0.213333,0.003
25,0.3172,0.281,0.211066,0.003
26,0.3168,0.286,0.208577,0.003
27,0.3152,0.288,0.205769,0.003
28,0.3364,0.304,0.202633,0.003
29,0.3499,0.309,0.199178,0.003
30,0.3548,0.313,0.195439,0.004
31,0.3582,0.316,0.191432,0.003
32,0.3745,0.337,0.187151,0.004
33,0.3838,0.354,0.182531,0.004
34,0.3996,0.375,0.17778,0.003
35,0.4141,0.38,0.173039,0.003
36,0.4423,0.412,0.168185,0.004
37,0.46,0.433,0.163291,0.004
38,0.5045,0.479,0.158485,0.004
39,0.5446,0.527,0.15372,0.004
40,0.5689,0.538,0.148855,0.004
41,0.6028,0.58,0.144007,0.004
42,0.6277,0.598,0.139241,0.004
43,0.6528,0.621,0.134627,0.004
44,0.672,0.645,0.129529,0.004
45,0.6788,0.659,0.124886,0.003
46,0.6964,0.658,0.120117,0.003
47,0.7254,0.697,0.115317,0.004
48,0.721,0.683,0.110781,0.004
49,0.7375,0.718,0.106618,0.004
50,0.7493,0.723,0.102522,0.004
51,0.7592,0.732,0.098993,0.004
52,0.7606,0.736,0.095292,0.004
53,0.7762,0.769,0.091769,0.004
54,0.78,0.764,0.088726,0.004
55,0.7773,0.757,0.086003,0.004
56,0.7822,0.766,0.083709,0.003
57,0.7914,0.767,0.080951,0.003
58,0.7944,0.77,0.078955,0.004
59,0.792,0.77,0.077155,0.004
60,0.7953,0.768,0.075068,0.003
61,0.7947,0.773,0.073463,0.003
62,0.7959,0.774,0.072016,0.003
63,0.8036,0.791,0.070309,0.004
64,0.8036,0.782,0.069139,0.003
65,0.8101,0.784,0.067796,0.003
66,0.8063,0.793,0.066853,0.004
67,0.8081,0.804,0.065821,0.003
68,0.8175,0.786,0.064619,0.004
69,0.8195,0.803,0.063512,0.004
70,0.8177,0.802,0.062588,0.004
71,0.8211,0.799,0.061895,0.003
72,0.8235,0.802,0.061092,0.004
73,0.8229,0.801,0.060326,0.004
74,0.8267,0.805,0.059839,0.003
75,0.8297,0.811,0.058876,0.003
76,0.8211,0.81,0.058829,0.004
77,0.8308,0.813,0.057658,0.004
78,0.8336,0.806,0.05714,0.003
79,0.8354,0.821,0.056495,0.003
80,0.8314,0.82,0.056325,0.003
81,0.8347,0.82,0.055658,0.004
82,0.8379,0.825,0.055112,0.003
83,0.8352,0.817,0.055008,0.004
84,0.8397,0.826,0.054125,0.003
85,0.8401,0.819,0.05385,0.003
86,0.842,0.828,0.053419,0.003
87,0.8424,0.82,0.053427,0.003
88,0.8418,0.827,0.053007,0.003
89,0.8465,0.83,0.052514,0.004
90,0.8417,0.835,0.052529,0.003
91,0.8458,0.836,0.051704,0.004
92,0.8463,0.837,0.051293,0.004
93,0.8487,0.836,0.050998,0.003
94,0.8519,0.84,0.050704,0.003
95,0.8549,0.84,0.050159,0.003
96,0.8532,0.845,0.049866,0.004
97,0.8533,0.844,0.049842,0.004
98,0.8586,0.844,0.04919,0.004
99,0.8527,0.834,0.049601,0.004
100,0.858,0.847,0.048796,0.004
101,0.8543,0.85,0.049194,0.003
