B,candidate_idx,sample_idx,d,rank
100,8,6,2.7717325602877914,16
100,9,6,2.9936515941393687,17
100,10,6,0.418729034190427,7
100,11,6,1.1096625616619202,12
100,12,6,4.392968433949861,19
100,13,6,11.028763993170067,24
100,14,6,0.6504227777982401,10
100,15,6,22.63695668372469,28
100,16,6,0.08323853778832652,0
100,17,6,9.120675626484399,23
100,18,6,19.966011487633946,26
100,19,6,0.10373960295336593,2
100,20,6,0.44677159636171515,8
100,21,6,6.940945810166518,21
100,22,6,1.0841471153397126,11
100,23,6,35.28060790566428,29
100,24,6,1.8988325025006367,13
100,25,6,9.048076005951792,22
100,26,6,0.28365921982278614,5
100,27,6,0.0972268956331152,1
100,28,6,0.11025563412969804,3
100,29,6,0.5120245916013353,9
100,0,7,2.166999755681423,15
100,1,7,3.8728122237969007,18
100,2,7,0.3938601769604413,6
100,3,7,10.609941541545828,25
100,4,7,1.6992070507897692,13
100,5,7,21.716570072275694,27
100,6,7,6.106949695732064,20
100,7,7,0.10350727496061007,3
100,8,7,3.123781889350968,16
100,9,7,3.715235389688914,17
100,10,7,0.4882227834438646,7
100,11,7,1.1551448460453848,11
100,12,7,5.5117221270110806,19
100,13,7,9.9749501859458,24
100,14,7,0.750641742935475,10
100,15,7,25.73844511747389,28
100,16,7,0.09595654600811909,1
100,17,7,9.345778936683198,23
100,18,7,18.474391779981858,26
100,19,7,0.10228596964111536,2
100,20,7,0.5427965613598644,9
100,21,7,7.833278609119524,21
100,22,7,1.2389572225843137,12
100,23,7,26.3181767799542,29
100,24,7,2.120926063509813,14
100,25,7,8.844998286042152,22
100,26,7,0.3165508517870921,5
100,27,7,0.10809234146598481,4
100,28,7,0.08985818146078262,0
100,29,7,0.5337536286201522,8
100,0,8,2.247134867814057,14
100,1,8,4.4508425141252985,18
100,2,8,0.4227379051604234,6
100,3,8,12.09879820529744,25
100,4,8,2.0970318866377475,13
100,5,8,21.27966207953668,26
100,6,8,6.12673766284907,20
100,7,8,0.11174373054987535,3
100,8,8,3.1888635424749543,17
100,9,8,2.991262284162713,16
100,10,8,0.4862854122645696,7
100,11,8,1.561965337027962,12
100,12,8,4.690393913915795,19
100,13,8,10.787286771921103,23
100,14,8,0.8114713859204735,10
100,15,8,30.748846794356496,29
100,16,8,0.08321224756349035,0
100,17,8,11.259638426046982,24
100,18,8,22.642653814391444,27
100,19,8,0.10929264940897764,2
100,20,8,0.5257806034340383,8
100,21,8,7.717829546587309,21
100,22,8,1.060715542574529,11
100,23,8,25.957774033103256,28
100,24,8,2.8053011210196273,15
100,25,8,10.007689257528622,22
100,26,8,0.35437643049433754,5
100,27,8,0.11672045679448166,4
100,28,8,0.10773997420105158,1
100,29,8,0.6225916842515191,9
100,0,9,1.9966500183664837,15
100,1,9,3.4124538687302524,17
100,2,9,0.5103868666491482,7
100,3,9,11.052493082694586,24
100,4,9,1.620291244959692,13
100,5,9,19.525143966756048,27
100,6,9,5.806795263740263,20
100,7,9,0.09206203982300222,0
100,8,9,2.861666113559826,16
100,9,9,4.027223115741341,18
100,10,9,0.4839242187532862,6
100,11,9,0.8854998931695679,11
100,12,9,5.460216799089958,19
100,13,9,11.917002328057624,25
100,14,9,0.7348907644736117,10
100,15,9,28.98081728663159,28
100,16,9,0.09774703673238333,2
100,17,9,9.603525685465755,23
100,18,9,19.50615091522232,26
100,19,9,0.11008469259774764,4
100,20,9,0.5381639960977835,8
100,21,9,7.107765372637575,21
100,22,9,1.0916388246689068,12
100,23,9,31.516613319701055,29
100,24,9,1.8976466282247262,14
100,25,9,9.045375862587015,22
100,26,9,0.3371369802296459,5
