step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
0,81200,81200,0.0,0.961,0.000000e+00,1.312460e-02,52.5281,1.3708,0,33,0,39199,40000,2000
1,81199,81200,1.2e-05,0.961,0.000000e+00,2.183390e-02,51.5483,0.3393,0,33,1,39198,40000,2000
2,81198,81200,2.5e-05,0.961,0.000000e+00,2.328108e-03,51.549,0.3304,0,33,2,39197,40000,2000
3,81197,81200,3.7e-05,0.961,0.000000e+00,2.114290e-02,51.5885,0.3322,0,33,3,39196,40000,2000
4,81196,81200,4.9e-05,0.961,0.000000e+00,8.543744e-03,51.4812,0.334,0,33,4,39195,40000,2000
5,81195,81200,6.2e-05,0.961,0.000000e+00,2.996307e-03,51.5826,0.3309,0,33,5,39194,40000,2000
6,81194,81200,7.4e-05,0.961,0.000000e+00,9.752297e-03,51.5834,0.3381,0,33,7,39193,40000,2000
7,81193,81200,8.6e-05,0.961,0.000000e+00,1.233534e-02,51.7009,0.33,0,33,6,39192,40000,2000
8,81192,81200,9.9e-05,0.961,0.000000e+00,2.044649e-03,51.4729,0.3327,0,33,8,39191,40000,2000
9,81191,81200,0.000111,0.961,0.000000e+00,1.374555e-02,51.7528,0.3334,0,33,10,39190,40000,2000
10,81190,81200,0.000123,0.961,0.000000e+00,1.011884e-02,51.6149,0.3335,0,33,9,39189,40000,2000
11,81189,81200,0.000135,0.961,0.000000e+00,2.040616e-03,51.6322,0.3415,0,33,11,39188,40000,2000
12,81188,81200,0.000148,0.961,0.000000e+00,1.270106e-02,51.4894,0.3411,0,33,12,39187,40000,2000
13,81187,81200,0.00016,0.961,0.000000e+00,1.935490e-02,51.8399,0.3247,0,33,13,39186,40000,2000
14,81186,81200,0.000172,0.961,0.000000e+00,5.968538e-03,51.5569,0.323,0,33,14,39185,40000,2000
15,81185,81200,0.000185,0.961,0.000000e+00,3.922173e-03,51.7593,0.3232,0,33,15,39184,40000,2000
16,81184,81200,0.000197,0.961,0.000000e+00,9.476184e-03,51.5784,0.348,0,33,16,39183,40000,2000
17,81183,81200,0.000209,0.961,0.000000e+00,8.861953e-03,51.6567,0.3297,0,33,17,39182,40000,2000
18,81182,81200,0.000222,0.961,0.000000e+00,4.622802e-03,51.6899,0.3337,0,33,19,39181,40000,2000
