step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
0,12800,12800,0.0,0.946,0.000000e+00,7.353166e-03,4.7458,1.081,0,5,0,9799,2500,500
1,12799,12800,7.8e-05,0.946,0.000000e+00,8.093864e-03,4.0287,0.1129,0,5,2,9798,2500,500
2,12798,12800,0.000156,0.946,0.000000e+00,8.757700e-03,3.9698,0.1069,0,5,1,9797,2500,500
3,12797,12800,0.000234,0.946,0.000000e+00,3.293944e-03,3.9616,0.1058,0,5,3,9796,2500,500
4,12796,12800,0.000313,0.946,0.000000e+00,4.405891e-03,3.9709,0.1068,0,5,4,9795,2500,500
5,12795,12800,0.000391,0.946,0.000000e+00,5.281859e-03,3.9664,0.107,0,5,5,9794,2500,500
6,12794,12800,0.000469,0.946,0.000000e+00,2.041245e-03,3.9599,0.1066,0,5,6,9793,2500,500
7,12793,12800,0.000547,0.946,0.000000e+00,9.088280e-03,3.9647,0.1056,0,5,7,9792,2500,500
8,12792,12800,0.000625,0.946,0.000000e+00,2.727191e-03,3.9589,0.1073,0,5,9,9791,2500,500
9,12791,12800,0.000703,0.946,0.000000e+00,3.965374e-03,3.9693,0.1065,0,5,10,9790,2500,500
10,12790,12800,0.000781,0.946,0.000000e+00,2.283856e-03,3.95,0.1047,0,5,11,9789,2500,500
11,12789,12800,0.000859,0.946,0.000000e+00,2.907337e-03,3.9698,0.1064,0,5,12,9788,2500,500
12,12788,12800,0.000938,0.946,0.000000e+00,1.370731e-03,3.946,0.107,0,5,13,9787,2500,500
13,12787,12800,0.001016,0.946,0.000000e+00,1.127977e-02,3.9739,0.1051,0,5,14,9786,2500,500
14,12786,12800,0.001094,0.946,0.000000e+00,1.971492e-02,3.9535,0.1077,0,5,8,9785,2500,500
15,12785,12800,0.001172,0.946,0.000000e+00,1.412613e-02,3.9583,0.1068,0,5,15,9784,2500,500
16,12784,12800,0.00125,0.946,0.000000e+00,1.371019e-03,3.9673,0.1038,0,5,16,9783,2500,500
17,12783,12800,0.001328,0.946,0.000000e+00,8.026395e-03,3.9793,0.1052,0,5,17,9782,2500,500
18,12782,12800,0.001406,0.946,0.000000e+00,3.048642e-04,3.9484,0.105,0,5,19,9781,2500,500
19,12781,12800,0.001484,0.946,0.000000e+00,3.539528e-03,3.9554,0.1075,0,5,20,9780,2500,500
20,12780,12800,0.001563,0.946,0.000000e+00,1.003418e-02,3.9577,0.1082,0,5,21,9779,2500,500
21,12779,12800,0.001641,0.946,0.000000e+00,2.601933e-03,3.9843,0.1058,0,5,22,9778,2500,500
22,12778,12800,0.001719,0.946,0.000000e+00,1.256647e-02,3.9651,0.1075,0,5,23,9777,2500,500
23,12777,12800,0.001797,0.946,0.000000e+00,1.413197e-02,3.9778,0.1056,0,5,18,9776,2500,500
24,12776,12800,0.001875,0.946,0.000000e+00,3.752822e-03,3.9685,0.1076,0,5,24,9775,2500,500
25,12775,12800,0.001953,0.946,0.000000e+00,1.165445e-02,3.9761,0.1064,0,5,25,9774,2500,500
26,12774,12800,0.002031,0.946,0.000000e+00,8.279462e-03,3.9803,0.1046,0,5,26,9773,2500,500
27,12773,12800,0.002109,0.946,0.000000e+00,1.371302e-02,3.9754,0.1068,0,5,27,9772,2500,500
28,12772,12800,0.002188,0.946,0.000000e+00,1.819653e-02,3.983,0.1074,0,5,28,9771,2500,500
29,12771,12800,0.002266,0.946,0.000000e+00,3.831491e-03,3.9581,0.1044,0,5,29,9770,2500,500
30,12770,12800,0.002344,0.946,0.000000e+00,4.573931e-03,3.9754,0.1076,0,5,30,9769,2500,500
31,12769,12800,0.002422,0.946,0.000000e+00,1.051932e-02,3.9582,0.1053,0,5,31,9768,2500,500
32,12768,12800,0.0025,0.946,0.000000e+00,1.072058e-02,3.9654,0.1056,0,5,32,9767,2500,500
33,12767,12800,0.002578,0.946,0.000000e+00,3.695956e-02,3.9532,0.1051,0,5,33,9766,2500,500
34,12766,12800,0.002656,0.945,0.000000e+00,1.065503e-02,3.9585,0.108,0,5,34,9765,2500,500
35,12765,12800,0.002734,0.945,0.000000e+00,9.316558e-03,3.9538,0.1085,0,5,35,9764,2500,500
36,12764,12800,0.002812,0.945,0.000000e+00,1.856070e-02,3.957,0.1057,0,5,36,9763,2500,500
37,12763,12800,0.002891,0.945,0.000000e+00,2.657510e-02,3.9626,0.1066,0,5,37,9762,2500,500
38,12762,12800,0.002969,0.945,0.000000e+00,2.228469e-03,3.9787,0.1065,0,5,38,9761,2500,500
39,12761,12800,0.003047,0.945,0.000000e+00,1.627903e-02,3.9357,0.1086,0,5,39,9760,2500,500
40,12760,12800,0.003125,0.945,0.000000e+00,3.140197e-03,3.9602,0.107,0,5,40,9759,2500,500
41,12759,12800,0.003203,0.945,0.000000e+00,6.296750e-03,3.9617,0.105,0,5,41,9758,2500,500
42,12758,12800,0.003281,0.945,0.000000e+00,1.764493e-02,3.9796,0.1072,0,5,42,9757,2500,500
43,12757,12800,0.003359,0.945,0.000000e+00,7.198856e-03,3.9685,0.1063,0,5,43,9756,2500,500
44,12756,12800,0.003437,0.945,0.000000e+00,1.236283e-02,3.9683,0.1049,0,5,44,9755,2500,500
45,12755,12800,0.003516,0.945,0.000000e+00,6.296962e-03,3.9944,0.1052,0,5,45,9754,2500,500
46,12754,12800,0.003594,0.945,0.000000e+00,1.746352e-02,3.9789,0.1047,0,5,46,9753,2500,500
47,12753,12800,0.003672,0.945,0.000000e+00,5.549683e-02,3.9662,0.1079,0,5,47,9752,2500,500
48,12752,12800,0.00375,0.94,0.000000e+00,9.826580e-04,3.969,0.106,0,5,48,9751,2500,500
49,12751,12800,0.003828,0.941,0.000000e+00,4.495458e-02,3.9677,0.107,0,5,49,9750,2500,500
50,12750,12800,0.003906,0.945,0.000000e+00,3.397512e-02,3.978,0.1051,0,5,50,9749,2500,500
51,12749,12800,0.003984,0.945,0.000000e+00,2.570368e-02,3.961,0.1063,0,5,51,9748,2500,500
52,12748,12800,0.004062,0.945,0.000000e+00,1.497210e-02,3.9898,0.1046,0,5,52,9747,2500,500
53,12747,12800,0.004141,0.945,0.000000e+00,1.116339e-02,3.9527,0.1087,0,5,53,9746,2500,500
54,12746,12800,0.004219,0.945,0.000000e+00,4.886461e-03,3.9804,0.1064,0,5,54,9745,2500,500
55,12745,12800,0.004297,0.945,0.000000e+00,2.957106e-03,3.969,0.1061,0,5,55,9744,2500,500
56,12744,12800,0.004375,0.945,0.000000e+00,1.451641e-02,4.001,0.1063,0,5,56,9743,2500,500
57,12743,12800,0.004453,0.945,0.000000e+00,3.454697e-03,3.9972,0.1048,0,5,57,9742,2500,500
58,12742,12800,0.004531,0.945,0.000000e+00,1.662908e-02,3.9596,0.1051,0,5,58,9741,2500,500
59,12741,12800,0.004609,0.945,0.000000e+00,1.684454e-02,3.9691,0.1067,0,5,59,9740,2500,500
60,12740,12800,0.004687,0.945,0.000000e+00,2.200788e-02,3.9816,0.1059,0,5,60,9739,2500,500
61,12739,12800,0.004766,0.945,0.000000e+00,2.628546e-02,3.9776,0.1066,0,5,61,9738,2500,500
62,12738,12800,0.004844,0.945,0.000000e+00,8.919869e-03,3.9846,0.109,0,5,62,9737,2500,500
63,12737,12800,0.004922,0.945,0.000000e+00,3.032507e-02,3.9869,0.1058,0,5,63,9736,2500,500
64,12736,12800,0.005,0.945,0.000000e+00,1.740827e-02,3.9794,0.1081,0,5,64,9735,2500,500
65,12735,12800,0.005078,0.945,0.000000e+00,9.664634e-03,3.9539,0.1071,0,5,65,9734,2500,500
66,12734,12800,0.005156,0.945,0.000000e+00,1.205157e-02,4.0108,0.1097,0,5,66,9733,2500,500
67,12733,12800,0.005234,0.945,0.000000e+00,1.248281e-02,3.9636,0.1082,0,5,67,9732,2500,500
68,12732,12800,0.005313,0.945,0.000000e+00,2.558207e-02,3.9721,0.1065,0,5,68,9731,2500,500
69,12731,12800,0.005391,0.945,0.000000e+00,1.045960e-02,3.9886,0.107,0,5,69,9730,2500,500
70,12730,12800,0.005469,0.945,0.000000e+00,6.331951e-03,4.0044,0.1045,0,5,70,9729,2500,500
71,12729,12800,0.005547,0.945,0.000000e+00,1.191603e-02,3.9588,0.1061,0,5,71,9728,2500,500
72,12728,12800,0.005625,0.945,0.000000e+00,1.202939e-03,3.9685,0.1057,0,5,72,9727,2500,500
