step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
0,2160,2160,0.0,0.928,0.000000e+00,2.101817e-02,4.4935,0.8154,0,5,45,1959,100,100
1,2159,2160,0.000463,0.928,0.000000e+00,2.503350e-02,3.9676,0.0464,0,5,0,1958,100,100
2,2158,2160,0.000926,0.928,0.000000e+00,7.160799e-03,3.8136,0.0479,0,5,46,1957,100,100
3,2157,2160,0.001389,0.928,0.000000e+00,2.001286e-03,3.9551,0.0539,0,5,1,1956,100,100
4,2156,2160,0.001852,0.928,0.000000e+00,3.175268e-03,3.8408,0.0432,0,5,112,1955,100,100
5,2155,2160,0.002315,0.928,0.000000e+00,8.088317e-03,3.8528,0.0399,0,5,2,1954,100,100
6,2154,2160,0.002778,0.928,0.000000e+00,1.243218e-03,4.0052,0.0421,0,5,15,1953,100,100
7,2153,2160,0.003241,0.928,0.000000e+00,8.756123e-03,3.8836,0.0442,0,5,82,1952,100,100
8,2152,2160,0.003704,0.928,0.000000e+00,1.653544e-01,3.8064,0.0436,2,9,3,1952,100,99
9,2151,2160,0.004167,0.91,0.000000e+00,5.490307e-03,3.9205,0.0437,0,5,3,1951,100,99
10,2150,2160,0.00463,0.91,0.000000e+00,1.052141e-03,3.8886,0.0423,0,5,84,1950,100,99
11,2149,2160,0.005093,0.91,0.000000e+00,9.054609e-03,3.8359,0.0414,0,5,85,1949,100,99
12,2148,2160,0.005556,0.91,0.000000e+00,8.667609e-02,3.974,0.0434,0,5,51,1948,100,99
13,2147,2160,0.006019,0.91,0.000000e+00,4.785098e-03,3.8774,0.0433,2,6,4,1948,100,98
14,2146,2160,0.006481,0.91,0.000000e+00,7.706592e-03,3.9048,0.0461,0,5,87,1947,100,98
15,2145,2160,0.006944,0.91,0.000000e+00,2.388762e-02,3.9305,0.0409,0,5,54,1946,100,98
16,2144,2160,0.007407,0.91,0.000000e+00,9.700256e-03,3.8758,0.0431,0,5,55,1945,100,98
17,2143,2160,0.00787,0.91,0.000000e+00,4.878378e-03,3.9653,0.0484,0,5,56,1944,100,98
18,2142,2160,0.008333,0.91,0.000000e+00,6.660631e-03,4.0432,0.0464,0,5,156,1943,100,98
19,2141,2160,0.008796,0.91,0.000000e+00,1.292298e-02,3.7855,0.048,0,5,157,1942,100,98
20,2140,2160,0.009259,0.91,0.000000e+00,1.344426e-02,3.8759,0.0448,2,0,7,1942,100,97
21,2139,2160,0.009722,0.91,0.000000e+00,7.838123e-03,3.8861,0.0441,0,5,17,1941,100,97
22,2138,2160,0.010185,0.91,0.000000e+00,1.037597e-02,3.8482,0.0436,0,5,4,1940,100,97
23,2137,2160,0.010648,0.91,0.000000e+00,3.819849e-03,3.8051,0.042,0,5,19,1939,100,97
24,2136,2160,0.011111,0.91,0.000000e+00,1.774834e-02,3.8286,0.0442,0,5,94,1938,100,97
25,2135,2160,0.011574,0.91,0.000000e+00,7.210780e-02,3.8399,0.042,0,5,131,1937,100,97
26,2134,2160,0.012037,0.907,0.000000e+00,6.657875e-04,3.9156,0.0422,0,5,5,1936,100,97
27,2133,2160,0.0125,0.907,0.000000e+00,7.991822e-05,3.7937,0.0455,0,5,6,1935,100,97
28,2132,2160,0.012963,0.907,0.000000e+00,4.628593e-02,3.8683,0.0425,1,2,5,1935,99,97
29,2131,2160,0.013426,0.906,0.000000e+00,3.265229e-02,3.889,0.0426,0,5,130,1934,99,97
30,2130,2160,0.013889,0.906,0.000000e+00,3.047994e-03,3.8425,0.0459,0,5,97,1933,99,97
31,2129,2160,0.014352,0.906,0.000000e+00,6.919805e-02,3.7722,0.0429,2,5,3,1933,99,96
32,2128,2160,0.014815,0.906,0.000000e+00,4.508483e-02,3.877,0.0446,0,5,133,1932,99,96
33,2127,2160,0.015278,0.904,0.000000e+00,4.880197e-02,3.7937,0.0452,0,5,134,1931,99,96
34,2126,2160,0.015741,0.902,0.000000e+00,1.426946e-02,3.7751,0.0431,0,5,98,1930,99,96
35,2125,2160,0.016204,0.902,0.000000e+00,1.104568e-02,3.7658,0.0452,0,5,60,1929,99,96
36,2124,2160,0.016667,0.902,0.000000e+00,8.419576e-02,3.9132,0.0429,1,0,5,1929,98,96
37,2123,2160,0.01713,0.902,0.000000e+00,6.398485e-03,3.8095,0.0411,0,5,171,1928,98,96
38,2122,2160,0.017593,0.902,0.000000e+00,5.229440e-03,3.8438,0.0438,0,5,137,1927,98,96
39,2121,2160,0.018056,0.902,0.000000e+00,1.226282e-02,3.7938,0.0403,0,5,61,1926,98,96
40,2120,2160,0.018519,0.903,0.000000e+00,9.012627e-03,3.7829,0.0417,2,9,4,1926,98,95
41,2119,2160,0.018981,0.903,0.000000e+00,4.815007e-02,3.8285,0.0485,2,6,3,1926,98,94
42,2118,2160,0.019444,0.9,0.000000e+00,1.057928e-02,3.7786,0.0396,2,9,7,1926,98,93
43,2117,2160,0.019907,0.9,0.000000e+00,6.789241e-03,3.7157,0.0438,0,5,7,1925,98,93
44,2116,2160,0.02037,0.9,0.000000e+00,9.541075e-03,3.5824,0.044,0,5,63,1924,98,93
45,2115,2160,0.020833,0.901,0.000000e+00,2.503317e-02,3.566,0.0421,0,5,23,1923,98,93
46,2114,2160,0.021296,0.901,0.000000e+00,8.574791e-02,3.5798,0.04,0,5,65,1922,98,93
47,2113,2160,0.021759,0.904,0.000000e+00,4.393925e-02,3.5675,0.0393,0,5,105,1921,98,93
48,2112,2160,0.022222,0.901,0.000000e+00,2.408848e-02,3.5261,0.0431,0,5,24,1920,98,93
49,2111,2160,0.022685,0.901,0.000000e+00,7.017727e-03,3.551,0.0402,2,6,7,1920,98,92
50,2110,2160,0.023148,0.901,0.000000e+00,2.749530e-03,3.5179,0.0426,0,5,25,1919,98,92
51,2109,2160,0.023611,0.901,0.000000e+00,4.366376e-03,3.5416,0.0418,0,5,68,1918,98,92
52,2108,2160,0.024074,0.901,0.000000e+00,1.507053e-02,3.5456,0.0402,0,5,8,1917,98,92
53,2107,2160,0.024537,0.901,0.000000e+00,2.079096e-02,3.5067,0.0403,0,5,148,1916,98,92
54,2106,2160,0.025,0.899,0.000000e+00,2.994323e-03,3.49,0.0431,2,3,7,1916,98,91
55,2105,2160,0.025463,0.899,0.000000e+00,6.947528e-03,3.7941,0.0527,0,5,27,1915,98,91
56,2104,2160,0.025926,0.899,0.000000e+00,1.305080e-02,4.1226,0.0463,0,5,28,1914,98,91
57,2103,2160,0.026389,0.899,0.000000e+00,4.054663e-03,3.7859,0.0417,0,5,29,1913,98,91
58,2102,2160,0.026852,0.899,0.000000e+00,1.526687e-03,3.5179,0.0398,0,5,73,1912,98,91
59,2101,2160,0.027315,0.899,0.000000e+00,1.132063e-02,3.4638,0.0385,1,7,4,1912,97,91
60,2100,2160,0.027778,0.899,0.000000e+00,8.218404e-03,3.4383,0.0409,2,4,3,1912,97,90
61,2099,2160,0.028241,0.897,0.000000e+00,5.032594e-03,3.489,0.0407,0,5,9,1911,97,90
62,2098,2160,0.028704,0.897,0.000000e+00,1.088695e-02,3.4854,0.0409,0,5,10,1910,97,90
63,2097,2160,0.029167,0.897,0.000000e+00,2.083350e-03,3.5219,0.0387,1,7,7,1910,96,90
64,2096,2160,0.02963,0.897,0.000000e+00,5.688465e-03,3.4565,0.0394,2,4,7,1910,96,89
65,2095,2160,0.030093,0.897,0.000000e+00,7.189449e-03,3.5472,0.0462,0,5,190,1909,96,89
66,2094,2160,0.030556,0.897,0.000000e+00,6.441212e-04,3.4584,0.0401,1,7,9,1909,95,89
67,2093,2160,0.031019,0.897,0.000000e+00,1.272669e-02,3.4705,0.0392,0,5,32,1908,95,89
68,2092,2160,0.031481,0.896,0.000000e+00,1.306210e-01,3.4428,0.0402,1,8,5,1908,94,89
69,2091,2160,0.031944,0.891,0.000000e+00,1.143808e-03,3.4388,0.0389,2,5,4,1908,94,88
70,2090,2160,0.032407,0.891,0.000000e+00,2.268258e-02,3.4664,0.0391,0,5,118,1907,94,88
71,2089,2160,0.03287,0.89,0.000000e+00,4.141586e-02,3.446,0.0384,0,5,77,1906,94,88
72,2088,2160,0.033333,0.892,0.000000e+00,2.116300e-01,3.4476,0.0403,1,9,5,1906,93,88
73,2087,2160,0.033796,0.88,0.000000e+00,1.668526e-02,3.4425,0.0385,2,0,3,1906,93,87
74,2086,2160,0.034259,0.88,0.000000e+00,1.074828e-01,3.4522,0.0386,2,2,3,1906,93,86
75,2085,2160,0.034722,0.879,0.000000e+00,1.850376e-02,3.4414,0.0407,0,5,78,1905,93,86
76,2084,2160,0.035185,0.879,0.000000e+00,3.141005e-03,3.4763,0.0397,0,5,11,1904,93,86
77,2083,2160,0.035648,0.879,0.000000e+00,2.413159e-03,3.4611,0.0402,2,0,4,1904,93,85
78,2082,2160,0.036111,0.879,0.000000e+00,1.445487e-03,3.4511,0.0402,0,5,80,1903,93,85
79,2081,2160,0.036574,0.879,0.000000e+00,8.592672e-03,3.4473,0.0373,2,2,4,1903,93,84
80,2080,2160,0.037037,0.879,0.000000e+00,2.676964e-03,3.5512,0.0468,0,5,34,1902,93,84
81,2079,2160,0.0375,0.879,0.000000e+00,1.989465e-02,3.4868,0.0394,0,5,83,1901,93,84
82,2078,2160,0.037963,0.879,0.000000e+00,6.457428e-03,3.4349,0.0396,2,1,3,1901,93,83
83,2077,2160,0.038426,0.879,0.000000e+00,2.364654e-02,3.4486,0.0369,0,5,35,1900,93,83
84,2076,2160,0.038889,0.878,0.000000e+00,3.830896e-02,3.4739,0.0418,0,5,36,1899,93,83
85,2075,2160,0.039352,0.877,0.000000e+00,3.680718e-03,3.4702,0.0417,0,5,37,1898,93,83
86,2074,2160,0.039815,0.877,0.000000e+00,1.566050e-02,3.4416,0.0394,0,5,12,1897,93,83
87,2073,2160,0.040278,0.877,0.000000e+00,4.849459e-04,3.4514,0.0383,1,3,0,1897,92,83
88,2072,2160,0.040741,0.877,0.000000e+00,3.227145e-03,3.4364,0.0387,0,5,169,1896,92,83
89,2071,2160,0.041204,0.877,0.000000e+00,8.730426e-03,3.5031,0.0372,0,5,91,1895,92,83
90,2070,2160,0.041667,0.878,0.000000e+00,1.091756e-02,3.4618,0.0392,2,4,4,1895,92,82
91,2069,2160,0.04213,0.878,0.000000e+00,4.163032e-02,3.4593,0.0394,0,5,92,1894,92,82
92,2068,2160,0.042593,0.878,0.000000e+00,3.684920e-02,3.4408,0.0396,0,5,39,1893,92,82
93,2067,2160,0.043056,0.878,0.000000e+00,6.660265e-03,3.4609,0.0399,0,5,13,1892,92,82
94,2066,2160,0.043519,0.878,0.000000e+00,4.413676e-04,3.513,0.038,0,5,14,1891,92,82
95,2065,2160,0.043981,0.878,0.000000e+00,2.675038e-02,3.4703,0.0386,0,5,176,1890,92,82
96,2064,2160,0.044444,0.877,0.000000e+00,1.737168e-02,3.4407,0.0396,2,1,4,1890,92,81
97,2063,2160,0.044907,0.877,0.000000e+00,8.789851e-03,3.5397,0.044,0,5,42,1889,92,81
98,2062,2160,0.04537,0.877,0.000000e+00,6.753308e-03,3.495,0.0373,0,5,140,1888,92,81
99,2061,2160,0.045833,0.877,0.000000e+00,4.101619e-03,3.4708,0.0405,2,1,7,1888,92,80
100,2060,2160,0.046296,0.877,0.000000e+00,1.547790e-03,3.449,0.0385,0,5,179,1887,92,80
101,2059,2160,0.046759,0.877,0.000000e+00,9.167716e-03,3.4639,0.039,0,5,43,1886,92,80
102,2058,2160,0.047222,0.877,0.000000e+00,6.108391e-03,3.4525,0.0373,0,5,16,1885,92,80
103,2057,2160,0.047685,0.877,0.000000e+00,1.962604e-02,3.4391,0.0382,1,7,0,1885,91,80
104,2056,2160,0.048148,0.877,0.000000e+00,1.025783e-02,3.5484,0.0417,0,5,102,1884,91,80
105,2055,2160,0.048611,0.878,0.000000e+00,1.885153e-03,3.4586,0.0399,2,5,7,1884,91,79
106,2054,2160,0.049074,0.878,0.000000e+00,6.368324e-03,3.4662,0.0407,0,5,183,1883,91,79
107,2053,2160,0.049537,0.878,0.000000e+00,1.263454e-01,3.4963,0.0393,2,7,3,1883,91,78
108,2052,2160,0.05,0.876,0.000000e+00,3.517906e-03,3.4579,0.0413,2,2,7,1883,91,77
109,2051,2160,0.050463,0.876,0.000000e+00,2.634282e-02,3.473,0.0381,0,5,47,1882,91,77
110,2050,2160,0.050926,0.876,0.000000e+00,8.054081e-03,3.5281,0.0414,0,5,48,1881,91,77
111,2049,2160,0.051389,0.876,0.000000e+00,6.079470e-03,3.4565,0.0405,1,4,2,1881,90,77
112,2048,2160,0.051852,0.876,0.000000e+00,1.828935e-03,3.471,0.0393,2,7,4,1881,90,76
113,2047,2160,0.052315,0.876,0.000000e+00,5.221472e-02,3.5237,0.0403,0,5,146,1880,90,76
114,2046,2160,0.052778,0.875,0.000000e+00,8.858810e-03,3.4998,0.0495,0,5,49,1879,90,76
115,2045,2160,0.053241,0.875,0.000000e+00,1.445990e-04,3.5434,0.0418,1,4,5,1879,89,76
116,2044,2160,0.053704,0.875,0.000000e+00,7.430234e-03,3.4624,0.038,0,5,107,1878,89,76
