step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ
44,2016,2060,0.021359,0.912,2.110182e+00,2.100197e-04,0.2477,2.996,0,5,194,1915,100
45,2015,2060,0.021845,0.912,2.230837e+00,2.191218e-04,0.2466,2.9965,0,6,180,1914,100
46,2014,2060,0.02233,0.912,2.332216e+00,3.107534e-03,0.248,3.0082,0,9,186,1913,100
47,2013,2060,0.022816,0.912,2.659140e+00,3.230115e-03,0.2553,3.0031,0,9,43,1912,100
48,2012,2060,0.023301,0.912,2.984713e+00,3.654500e-03,0.2519,3.0051,0,9,193,1911,100
49,2011,2060,0.023786,0.913,3.079132e+00,3.782148e-03,0.2441,3.0042,0,9,98,1910,100
50,2010,2060,0.024272,0.912,3.344731e+00,3.695970e-03,0.2436,3.0069,0,9,4,1909,100
51,2009,2060,0.024757,0.913,3.520967e+00,3.928486e-03,0.2521,3.0042,0,9,9,1908,100
52,2008,2060,0.025243,0.912,3.751115e+00,3.380514e-03,0.2487,3.0017,0,9,127,1907,100
53,2007,2060,0.025728,0.913,3.947362e+00,1.947588e-04,0.2507,3.0023,0,1,98,1906,100
54,2006,2060,0.026214,0.913,4.010185e+00,2.247433e-04,0.2486,3.0059,0,6,121,1905,100
55,2005,2060,0.026699,0.913,4.094949e+00,3.480302e-04,0.2426,2.9958,0,8,48,1904,100
56,2004,2060,0.027184,0.912,4.238320e+00,1.323872e-02,0.2395,3.0101,1,0,9,1904,99
57,2003,2060,0.02767,0.912,5.148678e+00,2.501096e-04,0.2383,3.003,0,2,15,1903,99
58,2002,2060,0.028155,0.912,5.282276e+00,1.353615e-02,0.2442,2.995,1,4,9,1903,98
59,2001,2060,0.028641,0.911,6.246813e+00,4.381004e-04,0.2453,2.9969,0,7,21,1902,98
60,2000,2060,0.029126,0.911,6.471961e+00,4.595603e-03,0.2454,2.9967,0,9,69,1901,98
61,1999,2060,0.029612,0.911,6.755228e+00,4.903497e-03,0.2463,2.999,0,9,152,1900,98
62,1998,2060,0.030097,0.911,7.023846e+00,3.926057e-03,0.2445,2.9985,0,9,83,1899,98
63,1997,2060,0.030583,0.911,7.344814e+00,4.145768e-03,0.2475,3.0051,0,9,145,1898,98
64,1996,2060,0.031068,0.911,8.130414e+00,5.492029e-03,0.2395,2.9976,0,9,87,1897,98
65,1995,2060,0.031553,0.911,8.381421e+00,4.928400e-03,0.2332,2.9993,0,9,150,1896,98
66,1994,2060,0.032039,0.911,8.447246e+00,4.584891e-03,0.2379,3.0041,0,9,88,1895,98
67,1993,2060,0.032524,0.911,8.553016e+00,5.253720e-03,0.2434,2.9983,0,9,158,1894,98
68,1992,2060,0.03301,0.911,9.100138e+00,4.877819e-03,0.2404,3.0122,0,9,125,1893,98
69,1991,2060,0.033495,0.911,8.908610e+00,6.239458e-03,0.2387,2.995,0,9,6,1892,98
70,1990,2060,0.033981,0.911,9.241058e+00,4.989288e-03,0.2416,2.9976,0,9,33,1891,98
71,1989,2060,0.034466,0.911,9.296393e+00,2.956813e-04,0.2467,2.9945,0,6,83,1890,98
72,1988,2060,0.034951,0.911,9.467147e+00,4.384529e-04,0.2394,3.0012,0,8,125,1889,98
73,1987,2060,0.035437,0.911,9.688549e+00,3.226572e-04,0.246,3.0077,0,0,55,1888,98
74,1986,2060,0.035922,0.911,9.807712e+00,3.130649e-04,0.2386,3.0127,0,2,2,1887,98
75,1985,2060,0.036408,0.911,9.976773e+00,5.372859e-04,0.2414,3.0007,0,7,125,1886,98
76,1984,2060,0.036893,0.911,1.023277e+01,3.304152e-04,0.2408,2.9872,0,2,115,1885,98
77,1983,2060,0.037379,0.911,1.045369e+01,3.351334e-04,0.2403,2.9955,0,2,32,1884,98
78,1982,2060,0.037864,0.911,1.063630e+01,1.000384e-02,0.2639,3.0035,1,3,9,1884,97
79,1981,2060,0.03835,0.91,1.215644e+01,4.215320e-03,0.2452,3.0025,0,9,97,1883,97
80,1980,2060,0.038835,0.91,1.302980e+01,5.845342e-03,0.2487,3.0058,0,9,171,1882,97
81,1979,2060,0.03932,0.91,1.325505e+01,5.319410e-03,0.2425,3.0065,0,9,56,1881,97
82,1978,2060,0.039806,0.91,1.374703e+01,6.130118e-03,0.2466,3.0007,0,9,11,1880,97
83,1977,2060,0.040291,0.91,1.445813e+01,5.502216e-03,0.2455,3.0066,0,9,139,1879,97
84,1976,2060,0.040777,0.91,1.526042e+01,5.657987e-03,0.2466,3.0117,0,9,14,1878,97
85,1975,2060,0.041262,0.91,1.577975e+01,6.123074e-03,0.2452,3.0115,0,9,54,1877,97
86,1974,2060,0.041748,0.91,1.648272e+01,7.356956e-03,0.2363,3.0086,0,9,119,1876,97
87,1973,2060,0.042233,0.911,1.629871e+01,7.305281e-03,0.2379,3.0083,0,9,13,1875,97
88,1972,2060,0.042718,0.911,1.613955e+01,5.822858e-03,0.2388,2.9948,0,9,192,1874,97
89,1971,2060,0.043204,0.911,1.664671e+01,6.886426e-03,0.2439,2.9974,0,9,41,1873,97
90,1970,2060,0.043689,0.911,1.768793e+01,6.609992e-03,0.243,3.0164,0,9,107,1872,97
91,1969,2060,0.044175,0.911,1.827562e+01,3.002339e-04,0.2485,2.9994,1,6,6,1872,96
92,1968,2060,0.04466,0.911,1.818095e+01,6.029238e-04,0.245,3.0083,0,7,140,1871,96
93,1967,2060,0.045146,0.911,1.849563e+01,3.798799e-04,0.2457,2.9991,0,3,154,1870,96
94,1966,2060,0.045631,0.911,1.881406e+01,3.825711e-04,0.2394,3.0043,0,5,32,1869,96
95,1965,2060,0.046117,0.911,1.914177e+01,3.557881e-04,0.2392,2.9968,0,1,40,1868,96
96,1964,2060,0.046602,0.911,1.945410e+01,3.998520e-04,0.2368,3.0077,0,0,195,1867,96
97,1963,2060,0.047087,0.911,1.957168e+01,4.112704e-04,0.2372,3.0049,0,0,124,1866,96
98,1962,2060,0.047573,0.911,1.968363e+01,4.335250e-04,0.2443,2.9991,0,5,51,1865,96
99,1961,2060,0.048058,0.911,2.006418e+01,6.187525e-03,0.2341,3.0022,0,9,89,1864,96
100,1960,2060,0.048544,0.912,2.140707e+01,8.045177e-03,0.2315,2.9991,0,9,168,1863,96
101,1959,2060,0.049029,0.912,2.126129e+01,6.595834e-03,0.2325,2.9988,0,9,156,1862,96
102,1958,2060,0.049515,0.912,2.174960e+01,7.987272e-03,0.2445,3.0017,0,9,154,1861,96
103,1957,2060,0.05,0.912,2.225440e+01,8.865833e-03,0.2493,3.0034,0,9,153,1860,96
104,1956,2060,0.050485,0.912,2.179738e+01,7.703093e-03,0.2421,2.9931,0,9,180,1859,96
105,1955,2060,0.050971,0.912,2.175523e+01,7.525493e-03,0.2387,2.9979,0,9,29,1858,96
106,1954,2060,0.051456,0.912,2.233939e+01,7.948629e-03,0.2399,2.9942,0,9,144,1857,96
107,1953,2060,0.051942,0.913,2.206067e+01,7.532469e-03,0.2594,2.9883,0,9,17,1856,96
108,1952,2060,0.052427,0.913,2.278179e+01,1.003145e-02,0.2363,3.002,0,9,159,1855,96
109,1951,2060,0.052913,0.914,2.331733e+01,8.741181e-03,0.2375,2.992,0,9,195,1854,96
110,1950,2060,0.053398,0.914,2.219615e+01,8.945431e-03,0.2469,2.9903,0,9,188,1853,96
111,1949,2060,0.053883,0.915,2.297266e+01,9.254112e-03,0.2427,2.9953,0,9,146,1852,96
112,1948,2060,0.054369,0.912,2.309788e+01,8.643911e-03,0.2378,3.0005,0,9,3,1851,96
113,1947,2060,0.054854,0.912,2.431429e+01,8.555781e-03,0.2366,2.9967,0,9,113,1850,96
114,1946,2060,0.05534,0.912,2.483279e+01,7.785563e-03,0.2427,2.9936,0,9,169,1849,96
115,1945,2060,0.055825,0.912,2.681117e+01,9.536206e-03,0.2408,3.0085,0,9,149,1848,96
116,1944,2060,0.056311,0.911,2.771857e+01,7.976222e-03,0.2492,3.0065,0,9,53,1847,96
117,1943,2060,0.056796,0.911,2.939570e+01,7.176438e-03,0.2362,3.0112,0,9,55,1846,96
118,1942,2060,0.057282,0.911,3.102729e+01,1.136817e-02,0.2366,3.0056,0,9,126,1845,96
119,1941,2060,0.057767,0.912,3.190516e+01,8.902466e-03,0.2291,2.9985,0,9,194,1844,96
120,1940,2060,0.058252,0.911,3.220607e+01,7.666277e-04,0.2387,2.9959,0,7,168,1843,96
121,1939,2060,0.058738,0.911,3.257976e+01,4.763953e-04,0.2427,2.9844,0,3,151,1842,96
122,1938,2060,0.059223,0.911,3.300596e+01,4.880182e-04,0.2428,3.0024,0,2,21,1841,96
123,1937,2060,0.059709,0.911,3.339433e+01,4.385750e-04,0.2346,3.002,0,1,29,1840,96
124,1936,2060,0.060194,0.911,3.384073e+01,7.176650e-04,0.2376,3.0087,0,8,90,1839,96
125,1935,2060,0.06068,0.911,3.439998e+01,4.985980e-04,0.2382,3.0141,0,5,13,1838,96
126,1934,2060,0.061165,0.911,3.489187e+01,3.154393e-04,0.2333,3.0066,0,4,194,1837,96
127,1933,2060,0.06165,0.911,3.534758e+01,3.062356e-03,0.2389,3.0011,1,6,7,1837,95
128,1932,2060,0.062136,0.913,3.826706e+01,8.499711e-04,0.2394,3.0053,0,7,16,1836,95
129,1931,2060,0.062621,0.913,3.877725e+01,5.399560e-04,0.2365,3.0088,0,0,112,1835,95
130,1930,2060,0.063107,0.913,3.898089e+01,5.364724e-04,0.2361,3.0021,0,0,37,1834,95
131,1929,2060,0.063592,0.913,3.909042e+01,8.657542e-04,0.2463,3.0011,0,7,25,1833,95
132,1928,2060,0.064078,0.913,3.961578e+01,2.261191e-02,0.2395,3.0112,1,7,9,1833,94
133,1927,2060,0.064563,0.913,4.425654e+01,7.759151e-03,0.2438,3.0095,0,9,7,1832,94
134,1926,2060,0.065049,0.912,4.735009e+01,9.039001e-03,0.2514,2.9996,0,9,71,1831,94
135,1925,2060,0.065534,0.913,4.822846e+01,9.999479e-03,0.24,2.9986,0,9,102,1830,94
136,1924,2060,0.066019,0.912,5.010819e+01,1.340300e-02,0.2408,2.9955,0,9,65,1829,94
137,1923,2060,0.066505,0.912,4.766521e+01,1.078336e-02,0.2423,2.9923,0,9,31,1828,94
138,1922,2060,0.06699,0.912,4.698851e+01,1.003527e-02,0.2356,3.007,0,9,185,1827,94
139,1921,2060,0.067476,0.912,4.814991e+01,1.154443e-02,0.2332,2.9972,0,9,182,1826,94
140,1920,2060,0.067961,0.912,4.879256e+01,1.088467e-02,0.2351,2.9983,0,9,160,1825,94
141,1919,2060,0.068447,0.915,4.594564e+01,1.094398e-02,0.2342,3.0025,0,9,8,1824,94
142,1918,2060,0.068932,0.914,4.773515e+01,1.176149e-02,0.2455,3.0029,0,9,166,1823,94
143,1917,2060,0.069417,0.915,4.739507e+01,5.798527e-04,0.2456,2.9947,0,6,4,1822,94
144,1916,2060,0.069903,0.915,4.803930e+01,5.962066e-04,0.2439,2.9995,0,3,192,1821,94
145,1915,2060,0.070388,0.915,4.880396e+01,5.917889e-04,0.2335,3.0106,0,5,99,1820,94
146,1914,2060,0.070874,0.915,4.953879e+01,6.176733e-04,0.2386,2.9904,0,5,182,1819,94
147,1913,2060,0.071359,0.915,5.034687e+01,1.044472e-03,0.2421,3.0024,0,7,5,1818,94
148,1912,2060,0.071845,0.915,5.129742e+01,5.868773e-04,0.2458,3.0049,0,1,54,1817,94
149,1911,2060,0.07233,0.915,5.224646e+01,3.423810e-03,0.2379,3.0055,1,7,8,1817,93
150,1910,2060,0.072816,0.916,5.653914e+01,6.175446e-04,0.2402,3.0013,0,1,68,1816,93
151,1909,2060,0.073301,0.916,5.690578e+01,1.115257e-03,0.2367,3.0032,0,7,185,1815,93
152,1908,2060,0.073786,0.916,5.795082e+01,2.996475e-02,0.2407,2.9969,1,5,9,1815,92
153,1907,2060,0.074272,0.914,6.525845e+01,1.144740e-03,0.2355,3.0056,0,7,83,1814,92
154,1906,2060,0.074757,0.914,6.650775e+01,7.236868e-04,0.2323,3.0034,0,5,163,1813,92
155,1905,2060,0.075243,0.914,6.768645e+01,7.698777e-04,0.2379,3.007,0,6,112,1812,92
156,1904,2060,0.075728,0.914,6.888233e+01,7.815451e-04,0.2351,3.0052,0,2,143,1811,92
157,1903,2060,0.076214,0.914,6.980389e+01,7.842647e-04,0.2429,3.0045,0,6,56,1810,92
158,1902,2060,0.076699,0.914,7.073983e+01,7.787487e-04,0.2333,2.9968,0,2,89,1809,92
159,1901,2060,0.077184,0.914,7.144921e+01,7.957810e-04,0.2433,3.0043,0,2,169,1808,92
160,1900,2060,0.07767,0.914,7.225767e+01,1.289093e-03,0.2433,2.9918,0,7,84,1807,92
161,1899,2060,0.078155,0.914,7.364375e+01,1.226382e-02,0.2377,3.0066,0,9,16,1806,92
162,1898,2060,0.078641,0.914,7.790645e+01,1.454765e-02,0.2443,3.0024,0,9,101,1805,92
163,1897,2060,0.079126,0.914,7.807906e+01,1.352172e-02,0.2477,3.0055,0,9,25,1804,92
164,1896,2060,0.079612,0.914,7.776627e+01,1.115672e-02,0.2423,2.9954,0,9,111,1803,92
165,1895,2060,0.080097,0.914,7.959325e+01,1.194155e-02,0.2375,2.9951,0,9,157,1802,92
166,1894,2060,0.080583,0.914,8.242786e+01,1.562566e-02,0.2403,2.998,0,9,183,1801,92
167,1893,2060,0.081068,0.914,8.663901e+01,1.178276e-02,0.2396,2.9934,0,9,28,1800,92
168,1892,2060,0.081553,0.914,8.684501e+01,1.259523e-02,0.2312,3.0011,0,9,90,1799,92
169,1891,2060,0.082039,0.914,9.478608e+01,1.426637e-02,0.2401,2.9941,0,9,95,1798,92
170,1890,2060,0.082524,0.914,9.389624e+01,1.824511e-02,0.244,3.0059,0,9,181,1797,92
171,1889,2060,0.08301,0.914,9.900110e+01,1.223678e-02,0.2452,3.0043,0,9,36,1796,92
172,1888,2060,0.083495,0.914,9.359538e+01,8.278433e-04,0.2418,2.5043,0,0,94,1795,92
173,1887,2060,0.083981,0.914,9.470823e+01,4.447014e-03,0.2471,3.0026,1,0,8,1795,91
174,1886,2060,0.084466,0.913,1.014952e+02,1.763569e-02,0.2412,3.0079,0,9,104,1794,91
175,1885,2060,0.084951,0.913,1.088046e+02,1.584254e-02,0.2419,3.0075,0,9,59,1793,91
176,1884,2060,0.085437,0.913,1.032370e+02,1.995410e-02,0.2433,3.0,0,9,100,1792,91
177,1883,2060,0.085922,0.913,1.116068e+02,2.498866e-02,0.232,3.0027,0,9,64,1791,91
178,1882,2060,0.086408,0.916,1.026291e+02,1.664853e-02,0.2428,3.0083,0,9,19,1790,91
179,1881,2060,0.086893,0.916,1.027183e+02,1.693386e-02,0.2392,2.9972,0,9,187,1789,91
180,1880,2060,0.087379,0.916,1.000819e+02,1.583310e-02,0.2357,2.9878,0,9,10,1788,91
181,1879,2060,0.087864,0.916,1.054107e+02,1.242007e-02,0.2348,2.9876,0,9,62,1787,91
182,1878,2060,0.08835,0.917,1.036132e+02,2.006462e-02,0.2365,3.0115,0,9,147,1786,91
183,1877,2060,0.088835,0.914,1.108354e+02,1.563497e-02,0.2313,2.9903,0,9,165,1785,91
184,1876,2060,0.08932,0.914,1.048099e+02,1.161583e-02,0.2389,3.001,0,9,151,1784,91
185,1875,2060,0.089806,0.914,1.122107e+02,1.714941e-02,0.244,2.9964,0,9,105,1783,91
186,1874,2060,0.090291,0.911,1.154302e+02,1.236126e-02,0.2357,2.9968,0,9,81,1782,91
187,1873,2060,0.090777,0.91,1.164184e+02,2.185853e-02,0.2388,3.0035,0,9,116,1781,91
188,1872,2060,0.091262,0.91,1.215259e+02,1.810723e-02,0.2372,2.9974,0,9,50,1780,91
189,1871,2060,0.091748,0.91,1.128602e+02,1.395180e-02,0.2296,2.9952,0,9,48,1779,91
190,1870,2060,0.092233,0.909,1.180062e+02,1.956650e-02,0.2338,2.9863,0,9,45,1778,91
191,1869,2060,0.092718,0.909,1.209540e+02,1.530724e-02,0.2346,3.0013,0,9,175,1777,91
192,1868,2060,0.093204,0.91,1.214781e+02,2.243955e-02,0.2316,3.0124,0,9,18,1776,91
193,1867,2060,0.093689,0.91,1.276322e+02,1.989540e-02,0.2357,3.006,0,9,96,1775,91
194,1866,2060,0.094175,0.91,1.241679e+02,1.996872e-02,0.2403,3.0093,0,9,110,1774,91
195,1865,2060,0.09466,0.911,1.334939e+02,1.690442e-02,0.2374,2.9994,0,9,39,1773,91
196,1864,2060,0.095146,0.911,1.258708e+02,8.615110e-04,0.2378,2.9882,0,0,56,1772,91
197,1863,2060,0.095631,0.911,1.270806e+02,1.258700e-02,0.2389,2.9858,0,9,84,1771,91
198,1862,2060,0.096117,0.911,1.342231e+02,3.005268e-02,0.2427,3.0068,0,9,138,1770,91
199,1861,2060,0.096602,0.911,1.313741e+02,1.677638e-02,0.2423,3.0094,0,9,74,1769,91
200,1860,2060,0.097087,0.911,1.256514e+02,2.133276e-02,0.2342,3.0022,0,9,24,1768,91
201,1859,2060,0.097573,0.91,1.344115e+02,2.634572e-02,0.2344,2.9998,0,9,20,1767,91
202,1858,2060,0.098058,0.909,1.345243e+02,1.659668e-02,0.2358,2.9902,0,9,37,1766,91
203,1857,2060,0.098544,0.907,1.279889e+02,5.434754e-03,0.244,2.9996,1,8,7,1766,90
204,1856,2060,0.099029,0.906,1.377956e+02,1.410169e-03,0.2375,3.0057,0,7,24,1765,90
205,1855,2060,0.099515,0.906,1.398065e+02,7.900911e-04,0.2371,2.9977,0,1,113,1764,90
206,1854,2060,0.1,0.906,1.413730e+02,1.259522e-03,0.2385,2.99,0,8,17,1763,90
207,1853,2060,0.100485,0.906,1.430542e+02,9.037393e-04,0.2565,3.0031,0,0,50,1762,90
208,1852,2060,0.100971,0.906,1.435495e+02,1.598951e-03,0.2447,2.9981,0,7,169,1761,90
209,1851,2060,0.101456,0.906,1.459758e+02,9.973922e-04,0.2406,3.0028,0,0,192,1760,90
210,1850,2060,0.101942,0.906,1.471360e+02,9.552720e-04,0.2371,2.9958,0,5,2,1759,90
211,1849,2060,0.102427,0.906,1.492866e+02,9.944157e-04,0.2452,3.0082,0,6,177,1758,90
212,1848,2060,0.102913,0.906,1.511223e+02,1.019896e-03,0.2401,2.9958,0,2,123,1757,90
213,1847,2060,0.103398,0.905,1.526843e+02,1.015555e-03,0.238,2.9969,0,3,86,1756,90
214,1846,2060,0.103883,0.905,1.544221e+02,1.499446e-03,0.2478,2.9934,0,8,16,1755,90
215,1845,2060,0.104369,0.905,1.568566e+02,1.623502e-02,0.2367,2.9956,0,9,79,1754,90
216,1844,2060,0.104854,0.91,1.676616e+02,2.225719e-02,0.2371,3.0014,0,9,123,1753,90
217,1843,2060,0.10534,0.908,1.644111e+02,2.380742e-02,0.2362,2.9995,0,9,47,1752,90
218,1842,2060,0.105825,0.909,1.639126e+02,1.788080e-02,0.2439,3.0099,0,9,155,1751,90
219,1841,2060,0.106311,0.91,1.746954e+02,2.476114e-02,0.2364,2.9968,0,9,143,1750,90
220,1840,2060,0.106796,0.908,1.742004e+02,2.519743e-02,0.2328,2.9846,0,9,114,1749,90
221,1839,2060,0.107282,0.908,1.780702e+02,1.949842e-02,0.2347,2.9878,0,9,51,1748,90
222,1838,2060,0.107767,0.907,1.698250e+02,6.498149e-04,0.2315,2.9844,0,4,38,1747,90
223,1837,2060,0.108252,0.906,1.724144e+02,1.045654e-03,0.2317,3.0016,0,3,41,1746,90
224,1836,2060,0.108738,0.906,1.746089e+02,1.055618e-03,0.2285,2.9981,0,5,25,1745,90
225,1835,2060,0.109223,0.906,1.769103e+02,1.929092e-02,0.2309,2.9857,0,9,57,1744,90
226,1834,2060,0.109709,0.905,1.881916e+02,2.072129e-02,0.2387,0.7567,0,9,49,1743,90
227,1833,2060,0.110194,0.91,1.888213e+02,1.492474e-02,0.2409,3.0046,0,9,52,1742,90
228,1832,2060,0.11068,0.909,1.978464e+02,2.309460e-02,0.2357,2.9979,0,9,117,1741,90
229,1831,2060,0.111165,0.908,2.109785e+02,2.945928e-02,0.238,3.0048,0,9,93,1740,90
230,1830,2060,0.11165,0.908,2.136134e+02,2.953101e-02,0.2331,2.9999,0,9,120,1739,90
231,1829,2060,0.112136,0.913,2.120614e+02,3.195116e-02,0.2508,3.0038,0,9,73,1738,90
232,1828,2060,0.112621,0.909,2.084531e+02,2.290305e-02,0.2463,2.999,0,9,136,1737,90
233,1827,2060,0.113107,0.912,2.100992e+02,2.317024e-02,0.253,2.9957,0,9,85,1736,90
234,1826,2060,0.113592,0.912,2.076811e+02,6.297598e-02,0.2425,2.9963,1,9,9,1736,89
235,1825,2060,0.114078,0.905,2.240462e+02,6.522460e-04,0.2411,3.0038,0,4,28,1735,89
236,1824,2060,0.114563,0.904,2.265506e+02,1.125366e-03,0.2334,3.0058,0,0,154,1734,89
237,1823,2060,0.115049,0.904,2.276482e+02,1.627352e-03,0.2418,3.0123,0,8,99,1733,89
238,1822,2060,0.115534,0.904,2.306942e+02,1.848926e-03,0.2364,3.0143,0,7,99,1732,89
239,1821,2060,0.116019,0.904,2.338083e+02,1.145230e-03,0.233,2.9977,0,6,168,1731,89
240,1820,2060,0.116505,0.905,2.366878e+02,1.135296e-03,0.2368,2.9941,0,0,98,1730,89
241,1819,2060,0.11699,0.904,2.378760e+02,1.119454e-03,0.2331,2.9993,0,3,15,1729,89
242,1818,2060,0.117476,0.904,2.406576e+02,1.885194e-02,0.2387,2.9919,0,9,167,1728,89
243,1817,2060,0.117961,0.905,2.564733e+02,2.752008e-02,0.2362,2.9783,0,9,118,1727,89
244,1816,2060,0.118447,0.907,2.579923e+02,2.149576e-02,0.2345,3.004,0,9,75,1726,89
245,1815,2060,0.118932,0.906,2.573164e+02,2.486626e-02,0.2448,2.994,0,9,137,1725,89
246,1814,2060,0.119417,0.906,2.672741e+02,2.864877e-02,0.2361,3.0037,0,9,163,1724,89
247,1813,2060,0.119903,0.907,2.662740e+02,2.506449e-02,0.2378,2.9991,0,9,129,1723,89
248,1812,2060,0.120388,0.908,2.747263e+02,2.515905e-02,0.2401,3.0069,0,9,30,1722,89
249,1811,2060,0.120874,0.908,2.770933e+02,2.952658e-02,0.2522,3.007,0,9,124,1721,89
250,1810,2060,0.121359,0.908,2.934672e+02,1.897731e-02,0.2338,3.0147,0,9,174,1720,89
251,1809,2060,0.121845,0.907,2.851782e+02,1.138569e-03,0.2347,2.9907,0,6,71,1719,89
252,1808,2060,0.12233,0.907,2.885698e+02,1.645797e-03,0.2382,2.9931,0,8,191,1718,89
253,1807,2060,0.122816,0.907,2.919976e+02,1.125486e-03,0.2387,3.0052,0,3,194,1717,89
254,1806,2060,0.123301,0.907,2.953004e+02,7.648065e-02,0.2369,3.0056,1,1,9,1717,88
255,1805,2060,0.123786,0.902,3.162764e+02,1.978303e-03,0.2395,2.9949,0,7,57,1716,88
256,1804,2060,0.124272,0.902,3.204588e+02,2.243437e-02,0.2528,2.9958,0,9,178,1715,88
