step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ,layer_3_NZ
37,2223,2260,0.016372,0.126,0.000000e+00,4.455320e-03,0.2571,0.0934,3,1,4,1960,99,69,94
38,2222,2260,0.016814,0.126,0.000000e+00,5.750880e-03,0.23,0.0912,3,2,0,1960,99,69,93
39,2221,2260,0.017257,0.126,0.000000e+00,7.880432e-03,0.2386,0.091,3,2,1,1960,99,69,92
40,2220,2260,0.017699,0.126,0.000000e+00,8.083594e-03,0.2359,0.0916,3,2,4,1960,99,69,91
41,2219,2260,0.018142,0.126,0.000000e+00,7.703630e-03,0.2344,0.0916,3,3,0,1960,99,69,90
42,2218,2260,0.018584,0.126,0.000000e+00,3.970663e-03,0.2409,0.0901,3,3,1,1960,99,69,89
43,2217,2260,0.019027,0.126,0.000000e+00,5.482967e-03,0.2355,0.0908,3,3,4,1960,99,69,88
44,2216,2260,0.019469,0.126,0.000000e+00,1.338285e-02,0.2339,0.0917,3,4,0,1960,99,69,87
45,2215,2260,0.019912,0.126,0.000000e+00,9.564795e-03,0.2366,0.0929,3,4,1,1960,99,69,86
46,2214,2260,0.020354,0.126,0.000000e+00,1.401368e-02,0.2329,0.0919,3,4,4,1960,99,69,85
47,2213,2260,0.020796,0.126,0.000000e+00,9.666111e-03,0.2415,0.0878,3,5,0,1960,99,69,84
48,2212,2260,0.021239,0.126,0.000000e+00,1.443001e-02,0.246,0.087,3,5,1,1960,99,69,83
49,2211,2260,0.021681,0.126,0.000000e+00,2.180471e-03,0.2419,0.0911,3,5,4,1960,99,69,82
50,2210,2260,0.022124,0.126,0.000000e+00,5.921319e-03,0.2459,0.0891,3,6,0,1960,99,69,81
51,2209,2260,0.022566,0.126,0.000000e+00,8.326904e-03,0.2402,0.0914,3,6,1,1960,99,69,80
52,2208,2260,0.023009,0.126,0.000000e+00,7.580048e-03,0.2415,0.0915,3,6,4,1960,99,69,79
53,2207,2260,0.023451,0.126,0.000000e+00,2.674385e-02,0.2416,0.0916,3,7,0,1960,99,69,78
54,2206,2260,0.023894,0.126,0.000000e+00,2.003712e-02,0.2418,0.0907,3,7,1,1960,99,69,77
55,2205,2260,0.024336,0.126,0.000000e+00,1.372270e-02,0.2408,0.0914,3,7,4,1960,99,69,76
56,2204,2260,0.024779,0.126,0.000000e+00,3.537606e-03,0.2371,0.0891,3,8,0,1960,99,69,75
57,2203,2260,0.025221,0.126,0.000000e+00,1.193165e-03,0.2443,0.0911,3,8,1,1960,99,69,74
58,2202,2260,0.025664,0.126,0.000000e+00,8.159631e-03,0.2514,0.0906,3,8,4,1960,99,69,73
59,2201,2260,0.026106,0.126,0.000000e+00,1.276291e-03,0.2512,0.0898,3,9,0,1960,99,69,72
60,2200,2260,0.026549,0.126,0.000000e+00,9.010364e-03,0.2508,0.0898,3,9,1,1960,99,69,71
61,2199,2260,0.026991,0.126,0.000000e+00,2.474899e-04,0.2365,0.0878,3,9,4,1960,99,69,70
62,2198,2260,0.027434,0.126,0.000000e+00,2.176138e-05,0.2408,3.7069,0,2,155,1959,99,69,70
63,2197,2260,0.027876,0.126,1.478977e-13,1.590911e-02,0.2457,0.0217,1,0,3,1959,98,69,70
64,2196,2260,0.028319,0.126,1.125435e-12,6.076328e-05,0.2367,3.6433,0,7,139,1958,98,69,70
65,2195,2260,0.028761,0.126,2.708230e-12,6.248688e-05,0.2409,3.6452,0,7,101,1957,98,69,70
66,2194,2260,0.029204,0.126,2.032453e-12,1.289640e-04,0.2377,3.6431,0,2,178,1956,98,69,70
67,2193,2260,0.029646,0.126,5.661326e-12,5.157006e-06,0.2495,3.6306,0,8,50,1955,98,69,70
68,2192,2260,0.030088,0.126,7.564332e-12,6.640669e-05,0.2447,3.638,0,9,96,1954,98,69,70
69,2191,2260,0.030531,0.126,1.462114e-11,1.385109e-04,0.2466,3.6445,0,7,175,1953,98,69,70
70,2190,2260,0.030973,0.126,2.367489e-11,2.065368e-05,0.2411,3.6173,0,1,115,1952,98,69,70
71,2189,2260,0.031416,0.126,3.064929e-11,3.325281e-04,0.2434,3.63,0,2,106,1951,98,69,70
72,2188,2260,0.031858,0.126,4.542157e-11,1.805644e-04,0.2477,0.0196,0,2,152,1950,98,69,70
73,2187,2260,0.032301,0.126,3.905193e-11,8.512170e-03,0.2423,0.0216,1,0,9,1950,97,69,70
74,2186,2260,0.032743,0.126,5.727971e-11,8.174073e-05,0.241,0.0217,0,9,188,1949,97,69,70
75,2185,2260,0.033186,0.126,8.068347e-11,2.551652e-04,0.2365,3.6257,0,9,92,1948,97,69,70
76,2184,2260,0.033628,0.126,9.969098e-11,2.028888e-03,0.2471,0.0196,1,0,2,1948,96,69,70
77,2183,2260,0.034071,0.126,1.316545e-10,4.218385e-05,0.2404,3.6142,0,4,192,1947,96,69,70
78,2182,2260,0.034513,0.126,1.466134e-10,5.338990e-05,0.2398,3.6622,0,4,70,1946,96,69,70
79,2181,2260,0.034956,0.126,1.514943e-10,8.301506e-05,0.2411,3.6324,0,3,71,1945,96,69,70
80,2180,2260,0.035398,0.126,1.827927e-10,2.589392e-03,0.2501,0.024,1,3,7,1945,95,69,70
81,2179,2260,0.035841,0.126,2.310326e-10,1.348008e-03,0.2415,0.0205,1,6,2,1945,94,69,70
82,2178,2260,0.036283,0.126,2.800506e-10,4.323841e-03,0.2416,0.0205,1,3,2,1945,93,69,70
83,2177,2260,0.036726,0.126,3.192052e-10,6.150257e-04,0.2433,0.0205,0,2,131,1944,93,69,70
84,2176,2260,0.037168,0.126,4.102114e-10,5.062036e-04,0.2475,0.0555,0,2,38,1943,93,69,70
85,2175,2260,0.037611,0.126,3.500789e-10,5.412134e-04,0.2475,0.0242,0,2,148,1942,93,69,70
86,2174,2260,0.038053,0.126,4.401456e-10,7.482306e-04,0.2441,0.0204,0,2,175,1941,93,69,70
87,2173,2260,0.038496,0.126,4.287487e-10,5.692882e-04,0.238,0.0228,0,2,172,1940,93,69,70
88,2172,2260,0.038938,0.126,4.748356e-10,3.612892e-04,0.2447,0.0235,0,7,164,1939,93,69,70
89,2171,2260,0.039381,0.126,5.715552e-10,6.586256e-04,0.246,0.0212,0,7,14,1938,93,69,70
90,2170,2260,0.039823,0.126,5.657895e-10,9.236566e-04,0.2356,0.0225,0,2,180,1937,93,69,70
91,2169,2260,0.040265,0.126,6.730016e-10,9.100149e-04,0.2345,0.0217,0,2,121,1936,93,69,70
92,2168,2260,0.040708,0.126,7.288932e-10,1.078500e-03,0.2324,0.0227,0,2,134,1935,93,69,70
93,2167,2260,0.04115,0.126,8.420336e-10,1.062188e-03,0.2615,0.0227,0,2,176,1934,93,69,70
94,2166,2260,0.041593,0.126,8.890676e-10,1.078013e-03,0.2386,0.0229,2,9,3,1934,93,68,70
95,2165,2260,0.042035,0.126,1.011067e-09,7.324675e-05,0.2319,3.6554,0,4,185,1933,93,68,70
96,2164,2260,0.042478,0.126,1.063980e-09,1.251843e-04,0.2358,0.0211,0,3,149,1932,93,68,70
97,2163,2260,0.04292,0.126,1.235374e-09,3.709507e-04,0.2367,3.6348,0,3,185,1931,93,68,70
98,2162,2260,0.043363,0.126,1.298903e-09,2.672605e-04,0.2334,3.6329,0,3,32,1930,93,68,70
99,2161,2260,0.043805,0.126,1.375027e-09,3.972283e-04,0.2392,0.0225,0,9,183,1929,93,68,70
100,2160,2260,0.044248,0.126,1.550243e-09,3.343751e-04,0.2454,0.0205,0,9,163,1928,93,68,70
101,2159,2260,0.04469,0.126,1.464965e-09,3.265531e-04,0.2462,0.0197,0,9,146,1927,93,68,70
102,2158,2260,0.045133,0.126,1.642518e-09,4.817545e-04,0.2459,0.0244,0,9,13,1926,93,68,70
103,2157,2260,0.045575,0.126,1.642735e-09,4.316853e-04,0.2408,0.0205,0,9,130,1925,93,68,70
104,2156,2260,0.046018,0.126,1.825421e-09,8.280376e-05,0.2441,3.6556,0,4,116,1924,93,68,70
105,2155,2260,0.04646,0.126,1.914484e-09,2.460589e-03,0.2368,0.0215,2,6,0,1924,93,67,70
106,2154,2260,0.046903,0.126,2.173420e-09,8.706142e-04,0.2437,3.633,0,7,89,1923,93,67,70
107,2153,2260,0.047345,0.126,2.417961e-09,1.140914e-03,0.2489,0.0227,0,7,100,1922,93,67,70
108,2152,2260,0.047788,0.126,2.382157e-09,9.679889e-04,0.2434,0.0232,0,7,21,1921,93,67,70
109,2151,2260,0.04823,0.126,2.554303e-09,1.326279e-03,0.2457,3.6265,0,7,93,1920,93,67,70
110,2150,2260,0.048673,0.126,2.705889e-09,1.111568e-03,0.2478,0.0227,0,7,135,1919,93,67,70
111,2149,2260,0.049115,0.126,2.764913e-09,6.582417e-04,0.2422,0.0218,0,9,26,1918,93,67,70
112,2148,2260,0.049558,0.126,3.074732e-09,1.221155e-03,0.2326,0.0197,0,7,18,1917,93,67,70
113,2147,2260,0.05,0.126,3.388428e-09,1.327157e-03,0.2503,0.0205,0,7,54,1916,93,67,70
114,2146,2260,0.050442,0.126,3.368754e-09,1.441630e-03,0.2344,0.0213,0,7,150,1915,93,67,70
115,2145,2260,0.050885,0.126,3.666019e-09,1.202314e-03,0.243,0.021,0,7,88,1914,93,67,70
116,2144,2260,0.051327,0.126,3.772822e-09,8.603755e-05,0.2478,3.6579,0,0,151,1913,93,67,70
117,2143,2260,0.05177,0.126,3.900625e-09,1.528713e-03,0.2442,0.0231,0,7,91,1912,93,67,70
118,2142,2260,0.052212,0.126,4.254359e-09,1.897226e-03,0.2515,0.0208,0,7,173,1911,93,67,70
119,2141,2260,0.052655,0.126,4.257987e-09,1.643240e-03,0.2381,0.0199,0,7,159,1910,93,67,70
120,2140,2260,0.053097,0.126,4.191348e-09,1.466013e-03,0.2448,0.0205,0,7,11,1909,93,67,70
121,2139,2260,0.05354,0.126,4.495134e-09,1.240790e-03,0.2459,0.0204,0,2,157,1908,93,67,70
122,2138,2260,0.053982,0.126,4.850470e-09,1.426388e-03,0.2459,0.0215,0,2,82,1907,93,67,70
123,2137,2260,0.054425,0.126,4.740979e-09,1.285815e-03,0.2485,0.0212,0,2,174,1906,93,67,70
124,2136,2260,0.054867,0.126,5.094567e-09,1.318313e-03,0.2401,0.0367,0,2,194,1905,93,67,70
125,2135,2260,0.05531,0.126,4.998471e-09,8.392832e-03,0.2322,0.0239,1,5,3,1905,92,67,70
126,2134,2260,0.055752,0.126,5.354098e-09,1.665709e-03,0.24,0.0222,0,7,87,1904,92,67,70
127,2133,2260,0.056195,0.126,5.724439e-09,2.192742e-03,0.2323,0.0236,0,7,140,1903,92,67,70
128,2132,2260,0.056637,0.126,5.984951e-09,1.658102e-03,0.2329,0.0227,0,7,193,1902,92,67,70
129,2131,2260,0.05708,0.126,6.086350e-09,1.383067e-03,0.2418,0.0216,0,2,188,1901,92,67,70
130,2130,2260,0.057522,0.126,6.451547e-09,1.323679e-03,0.2317,0.0233,0,2,44,1900,92,67,70
131,2129,2260,0.057965,0.126,6.401597e-09,1.309706e-03,0.2343,0.0225,0,2,159,1899,92,67,70
132,2128,2260,0.058407,0.126,6.756147e-09,1.600126e-03,0.2361,0.0211,0,2,141,1898,92,67,70
133,2127,2260,0.05885,0.126,6.807996e-09,1.488018e-03,0.2348,0.0236,0,2,70,1897,92,67,70
134,2126,2260,0.059292,0.126,7.083433e-09,1.647419e-03,0.2373,0.0216,0,2,177,1896,92,67,70
135,2125,2260,0.059735,0.126,7.286781e-09,1.641178e-03,0.2341,0.0241,0,2,108,1895,92,67,70
136,2124,2260,0.060177,0.126,7.534167e-09,5.974509e-04,0.228,0.0223,1,7,7,1895,91,67,70
137,2123,2260,0.060619,0.126,7.918572e-09,8.010923e-05,0.2263,3.6392,0,5,170,1894,91,67,70
138,2122,2260,0.061062,0.126,8.024341e-09,3.975745e-03,0.2479,0.0206,2,2,0,1894,91,66,70
139,2121,2260,0.061504,0.126,8.471611e-09,3.737066e-04,0.2406,0.0214,1,5,5,1894,90,66,70
140,2120,2260,0.061947,0.126,8.927137e-09,1.235434e-04,0.2388,0.0213,0,1,158,1893,90,66,70
141,2119,2260,0.062389,0.126,9.382133e-09,1.715179e-03,0.2367,0.0227,0,2,173,1892,90,66,70
142,2118,2260,0.062832,0.126,9.878199e-09,1.551663e-03,0.2457,0.0214,0,2,2,1891,90,66,70
143,2117,2260,0.063274,0.126,9.981604e-09,1.147238e-02,0.2552,0.022,2,3,0,1891,90,65,70
144,2116,2260,0.063717,0.126,1.052034e-08,3.144864e-03,0.2463,0.0219,1,0,1,1891,89,65,70
145,2115,2260,0.064159,0.126,1.086431e-08,1.083307e-02,0.2379,0.021,2,3,3,1891,89,64,70
146,2114,2260,0.064602,0.126,1.140833e-08,1.827649e-03,0.2477,0.0214,3,4,3,1891,89,64,69
147,2113,2260,0.065044,0.126,1.198933e-08,2.242244e-03,0.2406,0.0224,3,9,3,1891,89,64,68
148,2112,2260,0.065487,0.126,1.262896e-08,9.557469e-04,0.2305,0.021,0,9,117,1890,89,64,68
149,2111,2260,0.065929,0.126,1.327750e-08,9.888785e-04,0.2356,0.0217,0,9,34,1889,89,64,68
150,2110,2260,0.066372,0.126,1.327683e-08,4.029372e-04,0.2385,3.6542,0,3,65,1888,89,64,68
151,2109,2260,0.066814,0.126,1.360436e-08,4.195140e-04,0.2373,0.0216,0,3,100,1887,89,64,68
152,2108,2260,0.067257,0.126,1.357433e-08,1.217737e-03,0.2397,0.0235,1,0,5,1887,88,64,68
153,2107,2260,0.067699,0.126,1.437916e-08,1.593099e-03,0.2432,0.0206,2,5,5,1887,88,63,68
154,2106,2260,0.068142,0.126,1.454033e-08,6.985868e-03,0.2388,0.0217,1,3,9,1887,87,63,68
155,2105,2260,0.068584,0.126,1.535186e-08,1.652059e-03,0.2354,0.0211,1,5,1,1887,86,63,68
156,2104,2260,0.069027,0.126,1.619799e-08,2.594402e-04,0.2446,3.638,0,4,15,1886,86,63,68
157,2103,2260,0.069469,0.126,1.648401e-08,2.609681e-04,0.2327,3.6384,0,4,62,1885,86,63,68
158,2102,2260,0.069912,0.126,1.656361e-08,7.452949e-03,0.2361,0.0205,2,9,0,1885,86,62,68
159,2101,2260,0.070354,0.126,1.745807e-08,1.962966e-03,0.2393,0.0216,0,2,23,1884,86,62,68
160,2100,2260,0.070796,0.126,1.844791e-08,2.125607e-03,0.2344,0.0239,0,2,65,1883,86,62,68
161,2099,2260,0.071239,0.126,1.803579e-08,2.254387e-03,0.2418,0.0241,0,2,153,1882,86,62,68
162,2098,2260,0.071681,0.126,1.901582e-08,2.171934e-03,0.2401,0.0246,0,2,146,1881,86,62,68
163,2097,2260,0.072124,0.126,1.845325e-08,1.973953e-03,0.2436,0.021,0,7,44,1880,86,62,68
164,2096,2260,0.072566,0.126,1.950444e-08,1.789550e-03,0.2411,0.0237,0,7,37,1879,86,62,68
165,2095,2260,0.073009,0.126,1.929927e-08,2.495987e-03,0.2428,0.0208,0,2,139,1878,86,62,68
166,2094,2260,0.073451,0.126,2.035041e-08,1.913491e-03,0.2318,0.0204,0,2,10,1877,86,62,68
167,2093,2260,0.073894,0.126,1.968837e-08,1.045594e-02,0.2293,0.0219,2,3,5,1877,86,61,68
168,2092,2260,0.074336,0.126,2.079442e-08,7.145037e-03,0.2367,0.0223,1,5,7,1877,85,61,68
169,2091,2260,0.074779,0.126,2.192870e-08,1.421357e-02,0.2366,0.0232,1,6,7,1877,84,61,68
170,2090,2260,0.075221,0.126,2.300427e-08,5.501536e-04,0.2359,0.021,0,3,61,1876,84,61,68
171,2089,2260,0.075664,0.126,2.413862e-08,5.542104e-04,0.232,0.0215,0,3,2,1875,84,61,68
172,2088,2260,0.076106,0.126,2.401851e-08,1.968061e-03,0.2418,0.0224,0,7,192,1874,84,61,68
173,2087,2260,0.076549,0.126,2.531709e-08,2.515093e-03,0.2327,0.0203,0,7,61,1873,84,61,68
174,2086,2260,0.076991,0.126,2.506238e-08,2.271754e-03,0.2264,0.0214,0,7,86,1872,84,61,68
175,2085,2260,0.077434,0.126,2.549279e-08,2.614742e-03,0.2316,0.0211,0,7,17,1871,84,61,68
176,2084,2260,0.077876,0.126,2.636145e-08,2.241824e-03,0.2401,0.0232,0,7,71,1870,84,61,68
177,2083,2260,0.078319,0.126,2.569932e-08,9.044545e-03,0.2409,0.0272,2,7,0,1870,84,60,68
178,2082,2260,0.078761,0.126,2.699928e-08,3.600903e-03,0.2417,0.0231,2,7,5,1870,84,59,68
179,2081,2260,0.079204,0.126,2.582652e-08,1.183324e-03,0.2333,0.0215,0,9,39,1869,84,59,68
180,2080,2260,0.079646,0.126,2.726055e-08,1.201557e-03,0.2358,0.0219,0,9,77,1868,84,59,68
181,2079,2260,0.080088,0.126,2.685603e-08,1.302584e-03,0.2361,0.0232,0,9,194,1867,84,59,68
182,2078,2260,0.080531,0.126,2.805838e-08,1.012370e-03,0.2574,0.0238,0,9,72,1866,84,59,68
183,2077,2260,0.080973,0.126,2.745027e-08,1.563235e-04,0.2276,3.6647,0,5,113,1865,84,59,68
184,2076,2260,0.081416,0.126,2.805410e-08,1.557307e-04,0.2395,3.6305,0,5,114,1864,84,59,68
185,2075,2260,0.081858,0.126,2.809153e-08,1.534888e-04,0.2405,3.6463,0,5,37,1863,84,59,68
186,2074,2260,0.082301,0.126,2.866079e-08,7.625212e-03,0.2458,0.0211,1,5,2,1863,83,59,68
187,2073,2260,0.082743,0.126,3.021811e-08,2.330942e-03,0.2423,0.0214,0,2,151,1862,83,59,68
188,2072,2260,0.083186,0.126,3.174776e-08,2.677463e-03,0.2416,0.0214,0,2,118,1861,83,59,68
189,2071,2260,0.083628,0.126,3.095757e-08,2.504752e-03,0.2423,0.0228,0,2,93,1860,83,59,68
190,2070,2260,0.084071,0.126,3.224700e-08,2.917884e-03,0.2426,0.0215,0,2,85,1859,83,59,68
191,2069,2260,0.084513,0.126,3.164058e-08,2.421822e-03,0.2456,0.0224,0,2,54,1858,83,59,68
192,2068,2260,0.084956,0.126,3.278016e-08,3.028437e-03,0.2415,0.0213,0,2,20,1857,83,59,68
193,2067,2260,0.085398,0.126,3.241969e-08,2.353604e-03,0.2373,0.023,0,2,154,1856,83,59,68
194,2066,2260,0.085841,0.126,3.335703e-08,2.216498e-03,0.2455,0.0221,0,2,166,1855,83,59,68
195,2065,2260,0.086283,0.126,3.404342e-08,3.235441e-03,0.2416,0.0228,0,2,192,1854,83,59,68
196,2064,2260,0.086726,0.126,3.486918e-08,3.435908e-03,0.2279,0.0204,0,2,191,1853,83,59,68
197,2063,2260,0.087168,0.126,3.397045e-08,3.793115e-03,0.2381,0.0206,0,2,48,1852,83,59,68
198,2062,2260,0.087611,0.126,3.530174e-08,3.080974e-03,0.2305,0.0204,0,2,46,1851,83,59,68
199,2061,2260,0.088053,0.126,3.449666e-08,2.096586e-03,0.2374,0.0218,0,7,70,1850,83,59,68
200,2060,2260,0.088496,0.126,3.610764e-08,1.776452e-03,0.2402,0.0217,0,7,148,1849,83,59,68
201,2059,2260,0.088938,0.126,3.588464e-08,4.014431e-03,0.237,0.0214,2,7,3,1849,83,58,68
202,2058,2260,0.089381,0.126,3.765514e-08,1.494550e-03,0.2296,0.0202,2,8,6,1849,83,57,68
203,2057,2260,0.089823,0.126,3.950026e-08,5.140152e-03,0.2278,0.0216,2,8,3,1849,83,56,68
204,2056,2260,0.090265,0.126,4.110894e-08,4.827384e-03,0.2284,0.0229,1,0,8,1849,82,56,68
205,2055,2260,0.090708,0.126,4.297390e-08,7.470672e-04,0.2249,0.0227,1,3,6,1849,81,56,68
206,2054,2260,0.09115,0.126,4.491037e-08,4.855983e-03,0.2293,0.0208,1,3,1,1849,80,56,68
207,2053,2260,0.091593,0.126,4.654996e-08,1.230314e-03,0.2273,0.0215,0,9,103,1848,80,56,68
208,2052,2260,0.092035,0.126,4.858998e-08,1.363715e-03,0.2319,0.0229,0,9,73,1847,80,56,68
209,2051,2260,0.092478,0.126,4.816667e-08,1.322438e-03,0.2306,0.0242,0,9,149,1846,80,56,68
210,2050,2260,0.09292,0.126,4.938359e-08,1.844076e-03,0.23,0.0216,0,9,107,1845,80,56,68
211,2049,2260,0.093363,0.126,5.031202e-08,1.383258e-03,0.2291,0.0237,0,9,46,1844,80,56,68
212,2048,2260,0.093805,0.126,5.049714e-08,1.400072e-03,0.2331,0.0214,0,9,93,1843,80,56,68
213,2047,2260,0.094248,0.126,5.230179e-08,1.419509e-03,0.2262,0.0212,0,9,40,1842,80,56,68
214,2046,2260,0.09469,0.126,5.245137e-08,7.597130e-04,0.2279,0.0205,0,3,1,1841,80,56,68
215,2045,2260,0.095133,0.126,5.451608e-08,6.699922e-04,0.2339,0.0229,0,3,83,1840,80,56,68
216,2044,2260,0.095575,0.126,5.342226e-08,7.092519e-03,0.225,0.0202,2,5,0,1840,80,55,68
217,2043,2260,0.096018,0.126,5.566341e-08,4.187985e-03,0.2296,0.0229,1,2,7,1840,79,55,68
218,2042,2260,0.09646,0.126,5.792886e-08,2.560190e-03,0.2342,0.0207,0,7,66,1839,79,55,68
219,2041,2260,0.096903,0.126,6.015687e-08,3.308662e-03,0.2271,0.0222,0,7,122,1838,79,55,68
220,2040,2260,0.097345,0.126,5.909550e-08,2.593044e-03,0.2236,0.0237,0,7,113,1837,79,55,68
221,2039,2260,0.097788,0.126,5.941627e-08,2.618928e-03,0.2311,0.0219,0,7,83,1836,79,55,68
222,2038,2260,0.09823,0.126,6.041097e-08,2.426856e-03,0.2288,0.0242,0,7,116,1835,79,55,68
223,2037,2260,0.098673,0.126,6.097084e-08,3.613928e-03,0.2284,0.0238,0,2,94,1834,79,55,68
224,2036,2260,0.099115,0.126,6.312271e-08,2.479992e-03,0.2281,0.0204,0,2,168,1833,79,55,68
225,2035,2260,0.099558,0.126,6.204262e-08,2.729985e-03,0.2261,0.0224,0,2,58,1832,79,55,68
226,2034,2260,0.1,0.126,6.469591e-08,4.633108e-03,0.2297,0.0217,0,2,105,1831,79,55,68
227,2033,2260,0.100442,0.126,6.348619e-08,3.007880e-03,0.2254,0.0243,0,2,170,1830,79,55,68
228,2032,2260,0.100885,0.126,6.412798e-08,3.989138e-03,0.2289,0.0236,0,2,29,1829,79,55,68
229,2031,2260,0.101327,0.126,6.553068e-08,3.541944e-03,0.2322,0.0228,0,2,130,1828,79,55,68
230,2030,2260,0.10177,0.126,6.565250e-08,4.337198e-03,0.2282,0.0228,0,2,99,1827,79,55,68
231,2029,2260,0.102212,0.126,6.808092e-08,3.979208e-03,0.2338,0.0234,0,2,104,1826,79,55,68
232,2028,2260,0.102655,0.126,6.637154e-08,3.204008e-03,0.2278,0.0231,0,7,47,1825,79,55,68
233,2027,2260,0.103097,0.126,6.890570e-08,3.367218e-03,0.2249,0.0213,0,7,134,1824,79,55,68
234,2026,2260,0.10354,0.126,6.870373e-08,4.197862e-03,0.2327,0.0223,0,7,186,1823,79,55,68
235,2025,2260,0.103982,0.126,6.993312e-08,3.625685e-03,0.2307,0.0228,0,7,94,1822,79,55,68
236,2024,2260,0.104425,0.126,6.831872e-08,3.111633e-03,0.2309,0.0238,0,7,123,1821,79,55,68
237,2023,2260,0.104867,0.126,7.049076e-08,2.600111e-03,0.2361,0.022,0,7,57,1820,79,55,68
