step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ
21,2039,2060,0.010194,0.924,1.001007e-01,1.815574e-03,0.257,2.9931,0,2,88,1939,99
22,2038,2060,0.01068,0.923,1.584133e-01,1.497708e-03,0.2619,2.9944,0,2,28,1938,99
23,2037,2060,0.011165,0.923,8.645186e-02,8.583033e-05,0.2648,3.0006,0,8,96,1937,99
24,2036,2060,0.01165,0.923,1.098884e-01,8.633709e-05,0.2727,2.9968,0,3,97,1936,99
25,2035,2060,0.012136,0.923,1.304170e-01,9.314118e-05,0.2636,2.9956,0,0,45,1935,99
26,2034,2060,0.012621,0.923,1.497266e-01,2.265255e-03,0.2588,3.002,0,2,195,1934,99
27,2033,2060,0.013107,0.923,2.609209e-01,2.576173e-03,0.2565,2.9943,0,2,170,1933,99
28,2032,2060,0.013592,0.923,1.555180e-01,3.249530e-03,0.2559,2.9941,0,2,7,1932,99
29,2031,2060,0.014078,0.923,2.009232e-01,2.024016e-03,0.2673,2.9862,0,2,133,1931,99
30,2030,2060,0.014563,0.924,1.484823e-01,1.897414e-03,0.2573,2.9959,0,2,83,1930,99
31,2029,2060,0.015049,0.924,2.584409e-01,2.562080e-03,0.2563,3.0011,0,2,110,1929,99
32,2028,2060,0.015534,0.924,1.535635e-01,3.941153e-03,0.2576,3.0056,0,2,9,1928,99
33,2027,2060,0.016019,0.924,2.505300e-01,4.768071e-03,0.2661,2.994,0,2,5,1927,99
34,2026,2060,0.016505,0.924,1.784856e-01,3.319295e-03,0.2554,2.9998,0,2,17,1926,99
35,2025,2060,0.01699,0.924,1.635537e-01,5.426237e-03,0.2596,2.9985,0,2,183,1925,99
36,2024,2060,0.017476,0.924,2.735401e-01,1.060885e-02,0.2572,2.9826,0,2,69,1924,99
37,2023,2060,0.017961,0.924,2.373966e-01,2.513711e-03,0.2558,3.0006,0,2,40,1923,99
38,2022,2060,0.018447,0.924,1.666647e-01,2.600972e-03,0.2595,3.0038,0,2,156,1922,99
39,2021,2060,0.018932,0.924,1.974580e-01,2.411004e-03,0.2666,2.9913,0,2,111,1921,99
40,2020,2060,0.019417,0.924,1.860061e-01,3.485140e-03,0.2694,2.9962,0,2,13,1920,99
41,2019,2060,0.019903,0.924,2.815630e-01,5.844716e-03,0.2661,3.0024,0,2,10,1919,99
42,2018,2060,0.020388,0.924,2.888700e-01,4.100334e-03,0.2618,2.9936,0,2,154,1918,99
43,2017,2060,0.020874,0.924,1.972957e-01,4.638357e-03,0.2522,3.0053,0,2,50,1917,99
44,2016,2060,0.021359,0.924,2.913974e-01,4.124249e-03,0.2573,3.0058,0,2,113,1916,99
45,2015,2060,0.021845,0.924,3.516386e-01,1.251990e-04,0.2625,2.99,0,8,71,1915,99
46,2014,2060,0.02233,0.924,3.751042e-01,1.190744e-04,0.2532,2.9985,0,9,120,1914,99
47,2013,2060,0.022816,0.924,4.034495e-01,1.700615e-02,0.2541,2.9932,0,2,171,1913,99
48,2012,2060,0.023301,0.924,6.820238e-01,3.546823e-03,0.2535,2.9946,0,2,60,1912,99
49,2011,2060,0.023786,0.923,5.011588e-01,2.906352e-03,0.2637,3.0047,0,2,72,1911,99
50,2010,2060,0.024272,0.923,6.353759e-01,6.761806e-03,0.2621,3.0005,0,2,44,1910,99
51,2009,2060,0.024757,0.925,2.899585e-01,5.476459e-03,0.2537,2.9962,0,2,16,1909,99
52,2008,2060,0.025243,0.925,4.321573e-01,7.453650e-03,0.2607,3.0017,0,2,56,1908,99
53,2007,2060,0.025728,0.925,3.475358e-01,5.521312e-03,0.2598,2.9896,0,2,87,1907,99
54,2006,2060,0.026214,0.925,3.459696e-01,3.334058e-03,0.259,2.9992,0,2,134,1906,99
55,2005,2060,0.026699,0.925,3.647132e-01,4.488258e-02,0.26,2.9981,1,2,2,1906,98
56,2004,2060,0.027184,0.915,6.597172e-01,5.001613e-02,0.2609,2.9995,1,0,2,1906,97
57,2003,2060,0.02767,0.916,1.080138e+00,1.659510e-04,0.2569,3.0047,0,8,185,1905,97
58,2002,2060,0.028155,0.916,1.167578e+00,1.546120e-04,0.2555,3.0083,0,9,46,1904,97
59,2001,2060,0.028641,0.916,1.242274e+00,1.661159e-04,0.2692,2.9905,0,9,102,1903,97
60,2000,2060,0.029126,0.916,1.319581e+00,3.250351e-02,0.2611,2.9954,1,3,2,1903,96
61,1999,2060,0.029612,0.905,1.937604e+00,1.786501e-04,0.2643,3.0041,0,6,5,1902,96
62,1998,2060,0.030097,0.905,2.044804e+00,2.018593e-04,0.2643,3.0075,0,5,163,1901,96
63,1997,2060,0.030583,0.905,2.171016e+00,2.123473e-04,0.2632,2.9907,0,5,140,1900,96
64,1996,2060,0.031068,0.905,2.313377e+00,6.192364e-02,0.2582,2.9919,1,1,2,1900,95
65,1995,2060,0.031553,0.879,3.134982e+00,5.752023e-03,0.2577,3.0039,0,2,159,1899,95
66,1994,2060,0.032039,0.88,3.414658e+00,8.546800e-03,0.256,3.0051,0,2,99,1898,95
67,1993,2060,0.032524,0.881,2.935695e+00,4.369621e-03,0.2636,2.9952,0,2,103,1897,95
68,1992,2060,0.03301,0.881,3.109763e+00,4.283732e-03,0.2582,3.0037,0,2,150,1896,95
69,1991,2060,0.033495,0.88,3.031077e+00,4.216809e-03,0.2533,3.0038,0,2,182,1895,95
70,1990,2060,0.033981,0.88,2.966467e+00,5.755044e-03,0.2618,2.9772,0,2,130,1894,95
71,1989,2060,0.034466,0.88,2.985333e+00,1.231863e-02,0.2635,2.995,0,2,84,1893,95
72,1988,2060,0.034951,0.88,2.963072e+00,6.544441e-03,0.2666,2.988,0,2,90,1892,95
73,1987,2060,0.035437,0.879,3.002057e+00,7.102665e-03,0.2564,3.0105,0,2,97,1891,95
74,1986,2060,0.035922,0.879,3.014239e+00,4.852808e-03,0.2583,3.0037,0,2,2,1890,95
75,1985,2060,0.036408,0.879,2.940830e+00,5.165204e-03,0.2564,3.0005,0,2,139,1889,95
76,1984,2060,0.036893,0.879,3.113795e+00,7.636327e-03,0.264,3.0025,0,2,34,1888,95
77,1983,2060,0.037379,0.877,2.972939e+00,5.990766e-03,0.2667,3.0033,0,2,179,1887,95
78,1982,2060,0.037864,0.877,2.879249e+00,1.531214e-02,0.2664,2.9827,0,2,148,1886,95
79,1981,2060,0.03835,0.874,3.198707e+00,7.158660e-03,0.2649,3.0074,0,2,168,1885,95
80,1980,2060,0.038835,0.874,2.880260e+00,6.199713e-02,0.2494,3.009,1,4,2,1885,94
81,1979,2060,0.03932,0.866,3.374448e+00,5.271490e-03,0.261,2.999,0,2,18,1884,94
82,1978,2060,0.039806,0.866,3.706163e+00,3.707430e-03,0.2659,2.9943,0,2,162,1883,94
83,1977,2060,0.040291,0.864,3.336701e+00,7.603013e-03,0.2628,3.0025,0,2,71,1882,94
84,1976,2060,0.040777,0.864,3.716462e+00,5.027182e-03,0.2619,3.0064,0,2,173,1881,94
85,1975,2060,0.041262,0.865,3.580029e+00,6.280416e-03,0.2531,3.0055,0,2,123,1880,94
86,1974,2060,0.041748,0.865,3.561106e+00,7.028067e-03,0.2597,3.0026,0,2,43,1879,94
87,1973,2060,0.042233,0.866,3.416646e+00,6.760936e-03,0.2664,3.0074,0,2,32,1878,94
88,1972,2060,0.042718,0.866,3.766876e+00,7.938432e-02,0.26,2.9987,1,7,2,1878,93
89,1971,2060,0.043204,0.843,4.284869e+00,7.979972e-02,0.2614,3.0067,1,9,2,1878,92
90,1970,2060,0.043689,0.828,4.771598e+00,5.111643e-03,0.261,2.9978,0,2,1,1877,92
91,1969,2060,0.044175,0.828,4.931258e+00,5.789370e-03,0.2564,2.9898,0,2,46,1876,92
92,1968,2060,0.04466,0.827,4.891706e+00,6.333486e-03,0.2614,2.9938,0,2,165,1875,92
93,1967,2060,0.045146,0.827,4.548880e+00,4.751492e-03,0.2567,2.991,0,2,181,1874,92
94,1966,2060,0.045631,0.827,4.586466e+00,2.062838e-04,0.2675,2.9962,0,5,119,1873,92
95,1965,2060,0.046117,0.827,4.694653e+00,1.936333e-04,0.2603,2.9996,0,6,162,1872,92
96,1964,2060,0.046602,0.827,4.784235e+00,7.004258e-03,0.2565,3.0072,0,2,191,1871,92
97,1963,2060,0.047087,0.827,5.557222e+00,1.209360e-02,0.2624,2.9941,0,2,12,1870,92
98,1962,2060,0.047573,0.827,5.514793e+00,1.257473e-02,0.2577,2.9925,0,2,14,1869,92
99,1961,2060,0.048058,0.827,4.555896e+00,9.294876e-03,0.2608,3.0018,0,2,63,1868,92
100,1960,2060,0.048544,0.827,4.103642e+00,1.026588e-02,0.2564,2.9953,0,2,24,1867,92
101,1959,2060,0.049029,0.827,4.655537e+00,9.189106e-03,0.2533,3.01,0,2,122,1866,92
102,1958,2060,0.049515,0.827,4.720872e+00,6.208212e-03,0.2562,3.012,0,2,153,1865,92
103,1957,2060,0.05,0.827,4.978717e+00,8.764206e-03,0.2671,3.0007,0,2,11,1864,92
104,1956,2060,0.050485,0.827,4.842289e+00,7.848711e-03,0.2604,3.0038,0,2,55,1863,92
105,1955,2060,0.050971,0.827,4.573021e+00,5.079670e-03,0.2659,2.9997,0,2,147,1862,92
106,1954,2060,0.051456,0.826,5.064376e+00,3.649270e-02,0.2615,2.9933,0,2,82,1861,92
107,1953,2060,0.051942,0.826,5.450762e+00,9.838071e-03,0.2641,2.9815,0,2,3,1860,92
108,1952,2060,0.052427,0.826,3.841615e+00,2.112988e-04,0.2624,3.0058,0,6,173,1859,92
109,1951,2060,0.052913,0.826,4.005813e+00,1.539180e-04,0.2715,2.9993,0,7,109,1858,92
110,1950,2060,0.053398,0.826,4.128756e+00,2.423130e-04,0.2631,3.0022,0,4,32,1857,92
111,1949,2060,0.053883,0.826,4.262685e+00,8.381530e-03,0.2566,3.0094,0,2,35,1856,92
112,1948,2060,0.054369,0.825,5.531633e+00,7.713330e-03,0.2597,2.9955,0,2,169,1855,92
113,1947,2060,0.054854,0.825,5.011294e+00,1.188102e-02,0.2591,3.0015,0,2,96,1854,92
114,1946,2060,0.05534,0.825,5.387097e+00,1.174154e-02,0.2648,3.0076,0,2,177,1853,92
115,1945,2060,0.055825,0.825,5.546382e+00,1.123148e-02,0.2547,2.9995,0,2,109,1852,92
116,1944,2060,0.056311,0.825,4.352930e+00,3.281559e-04,0.2599,3.0083,0,8,108,1851,92
117,1943,2060,0.056796,0.825,4.703041e+00,3.016308e-04,0.2641,3.0029,0,5,154,1850,92
118,1942,2060,0.057282,0.825,5.027126e+00,3.494194e-04,0.2646,3.0034,0,8,80,1849,92
119,1941,2060,0.057767,0.825,5.375350e+00,7.619749e-03,0.2577,3.0007,0,2,0,1848,92
120,1940,2060,0.058252,0.825,6.941831e+00,1.070320e-02,0.2575,2.9952,0,2,180,1847,92
121,1939,2060,0.058738,0.825,5.938765e+00,9.767569e-03,0.2604,2.9803,0,2,149,1846,92
122,1938,2060,0.059223,0.823,6.112573e+00,1.294058e-02,0.2577,3.0051,0,2,166,1845,92
123,1937,2060,0.059709,0.823,6.073858e+00,9.959386e-03,0.2517,2.9993,0,2,140,1844,92
124,1936,2060,0.060194,0.823,6.715501e+00,9.382593e-03,0.26,2.9896,0,2,188,1843,92
125,1935,2060,0.06068,0.823,8.242560e+00,1.202547e-02,0.2572,2.9993,0,2,26,1842,92
126,1934,2060,0.061165,0.823,8.456165e+00,2.341124e-02,0.262,2.9984,0,2,175,1841,92
127,1933,2060,0.06165,0.823,6.438622e+00,1.484205e-02,0.2562,3.0034,0,2,73,1840,92
128,1932,2060,0.062136,0.823,5.821713e+00,1.855487e-02,0.2567,2.9989,0,2,37,1839,92
129,1931,2060,0.062621,0.823,5.965568e+00,1.946992e-02,0.2645,2.9899,0,2,57,1838,92
130,1930,2060,0.063107,0.823,7.047133e+00,2.091343e-02,0.2666,3.0017,0,2,192,1837,92
131,1929,2060,0.063592,0.823,5.696707e+00,7.440778e-03,0.255,2.997,0,2,193,1836,92
132,1928,2060,0.064078,0.823,6.732968e+00,1.601455e-02,0.2577,2.9998,0,2,94,1835,92
133,1927,2060,0.064563,0.823,7.283656e+00,1.092508e-02,0.2621,2.9996,0,2,167,1834,92
134,1926,2060,0.065049,0.823,5.996978e+00,3.187175e-04,0.2585,2.9981,0,3,162,1833,92
135,1925,2060,0.065534,0.823,6.294340e+00,4.322851e-04,0.2559,3.0095,0,1,21,1832,92
136,1924,2060,0.066019,0.823,6.732344e+00,3.780795e-04,0.2582,3.0024,0,8,75,1831,92
137,1923,2060,0.066505,0.823,7.141457e+00,3.910972e-04,0.269,3.0068,0,8,56,1830,92
138,1922,2060,0.06699,0.823,7.575981e+00,7.862203e-02,0.2597,2.9995,1,6,2,1830,91
139,1921,2060,0.067476,0.809,9.896924e+00,3.677975e-04,0.2699,2.9959,0,0,85,1829,91
140,1920,2060,0.067961,0.809,1.020697e+01,3.303427e-04,0.2645,3.0059,0,6,13,1828,91
141,1919,2060,0.068447,0.809,1.050626e+01,3.677413e-04,0.2615,3.0018,0,9,83,1827,91
142,1918,2060,0.068932,0.809,1.083439e+01,3.806443e-04,0.2608,2.997,0,9,188,1826,91
143,1917,2060,0.069417,0.809,1.120625e+01,3.585169e-04,0.2551,2.9859,0,6,37,1825,91
144,1916,2060,0.069903,0.809,1.152813e+01,4.332199e-04,0.2554,3.0012,0,8,137,1824,91
145,1915,2060,0.070388,0.809,1.199508e+01,4.401635e-04,0.2539,3.0177,0,8,2,1823,91
146,1914,2060,0.070874,0.809,1.252162e+01,3.889850e-04,0.2543,3.0062,0,3,168,1822,91
147,1913,2060,0.071359,0.809,1.283199e+01,4.080385e-04,0.2539,2.9935,0,5,153,1821,91
148,1912,2060,0.071845,0.809,1.331404e+01,1.121089e-02,0.2588,2.9926,0,2,112,1820,91
149,1911,2060,0.07233,0.809,1.576830e+01,1.009367e-02,0.2616,3.0021,0,2,184,1819,91
150,1910,2060,0.072816,0.809,1.467611e+01,1.121472e-02,0.261,3.0009,0,2,61,1818,91
151,1909,2060,0.073301,0.811,1.523305e+01,1.259719e-02,0.2601,3.0054,0,2,164,1817,91
152,1908,2060,0.073786,0.81,1.616545e+01,1.309517e-02,0.2627,2.9994,0,2,176,1816,91
153,1907,2060,0.074272,0.81,1.395471e+01,1.155058e-02,0.2569,2.997,0,2,155,1815,91
154,1906,2060,0.074757,0.81,1.450021e+01,1.544708e-02,0.2565,2.9984,0,2,36,1814,91
155,1905,2060,0.075243,0.814,1.569236e+01,1.370637e-02,0.253,3.0032,0,2,76,1813,91
156,1904,2060,0.075728,0.809,1.250694e+01,3.750633e-04,0.2606,3.0134,0,6,114,1812,91
157,1903,2060,0.076214,0.809,1.297943e+01,4.254686e-04,0.2549,3.0108,0,9,18,1811,91
158,1902,2060,0.076699,0.809,1.349545e+01,4.036513e-04,0.2574,3.0086,0,4,66,1810,91
159,1901,2060,0.077184,0.809,1.385800e+01,4.399991e-04,0.2546,3.0032,0,3,188,1809,91
160,1900,2060,0.07767,0.809,1.424794e+01,4.454091e-04,0.2585,3.0011,0,3,160,1808,91
161,1899,2060,0.078155,0.81,1.465290e+01,2.896880e-04,0.2565,2.9999,0,7,42,1807,91
162,1898,2060,0.078641,0.81,1.502194e+01,4.609498e-04,0.2567,2.9933,0,9,55,1806,91
163,1897,2060,0.079126,0.81,1.554896e+01,2.078652e-02,0.2544,2.9898,0,2,39,1805,91
164,1896,2060,0.079612,0.81,1.898351e+01,1.834606e-02,0.2545,3.0017,0,2,19,1804,91
165,1895,2060,0.080097,0.81,1.641459e+01,1.068798e-02,0.2567,3.0029,0,2,135,1803,91
166,1894,2060,0.080583,0.808,1.746826e+01,1.336513e-02,0.2724,3.0013,0,2,161,1802,91
167,1893,2060,0.081068,0.812,1.653688e+01,1.531110e-02,0.2523,3.0029,0,2,8,1801,91
168,1892,2060,0.081553,0.811,1.777602e+01,1.275357e-02,0.2574,3.0017,0,2,33,1800,91
169,1891,2060,0.082039,0.812,1.602278e+01,4.858740e-04,0.2573,3.0055,0,0,53,1799,91
170,1890,2060,0.082524,0.812,1.661046e+01,5.244289e-04,0.2619,3.0048,0,8,192,1798,91
171,1889,2060,0.08301,0.812,1.742225e+01,6.072677e-04,0.2552,3.0008,0,1,114,1797,91
172,1888,2060,0.083495,0.812,1.836831e+01,6.067576e-04,0.2518,3.0017,0,1,1,1796,91
173,1887,2060,0.083981,0.812,1.924699e+01,5.169322e-04,0.2604,2.974,0,9,12,1795,91
174,1886,2060,0.084466,0.812,2.004364e+01,4.744706e-04,0.2583,2.9926,0,4,30,1794,91
175,1885,2060,0.084951,0.812,2.054523e+01,6.025409e-04,0.2568,3.0062,0,8,5,1793,91
176,1884,2060,0.085437,0.812,2.153780e+01,1.853389e-02,0.2579,2.9982,0,2,49,1792,91
177,1883,2060,0.085922,0.808,2.685093e+01,1.884304e-02,0.252,3.0041,0,2,4,1791,91
178,1882,2060,0.086408,0.808,2.109765e+01,1.712018e-02,0.2652,3.0054,0,2,31,1790,91
179,1881,2060,0.086893,0.808,2.277737e+01,3.079764e-02,0.2617,3.0026,0,2,95,1789,91
180,1880,2060,0.087379,0.808,2.117831e+01,5.587166e-04,0.2562,2.9986,0,3,94,1788,91
181,1879,2060,0.087864,0.808,2.203174e+01,5.906305e-04,0.2533,2.9977,0,9,185,1787,91
182,1878,2060,0.08835,0.808,2.311721e+01,6.070552e-04,0.2561,3.0105,0,0,24,1786,91
183,1877,2060,0.088835,0.808,2.396618e+01,6.196168e-04,0.2512,3.0052,0,0,182,1785,91
184,1876,2060,0.08932,0.808,2.474998e+01,7.755591e-04,0.2474,3.0028,0,1,141,1784,91
185,1875,2060,0.089806,0.808,2.607514e+01,5.778325e-04,0.2513,3.0084,0,6,8,1783,91
186,1874,2060,0.090291,0.808,2.706960e+01,8.183338e-04,0.2594,3.004,0,1,154,1782,91
187,1873,2060,0.090777,0.808,2.853741e+01,1.748680e-02,0.2438,3.0014,0,2,187,1781,91
188,1872,2060,0.091262,0.808,3.536737e+01,1.850083e-02,0.2505,3.0025,0,2,172,1780,91
189,1871,2060,0.091748,0.808,2.936411e+01,1.665208e-02,0.2566,3.0012,0,2,92,1779,91
190,1870,2060,0.092233,0.807,3.007400e+01,2.088329e-02,0.2465,3.0068,0,2,38,1778,91
191,1869,2060,0.092718,0.807,2.841781e+01,3.639375e-02,0.2512,3.0067,0,2,65,1777,91
192,1868,2060,0.093204,0.808,3.515345e+01,2.784616e-02,0.2591,3.0059,0,2,89,1776,91
193,1867,2060,0.093689,0.812,2.700097e+01,2.393175e-02,0.2624,3.0009,0,2,158,1775,91
194,1866,2060,0.094175,0.812,2.710012e+01,1.573936e-02,0.2633,3.0064,0,2,157,1774,91
195,1865,2060,0.09466,0.811,3.179399e+01,1.701223e-02,0.2569,3.0024,0,2,152,1773,91
196,1864,2060,0.095146,0.811,2.690163e+01,2.182590e-02,0.2588,3.0074,0,2,151,1772,91
197,1863,2060,0.095631,0.811,3.270837e+01,2.655658e-02,0.2599,3.0074,0,2,104,1771,91
198,1862,2060,0.096117,0.811,3.144272e+01,3.160214e-02,0.2528,2.9987,0,2,137,1770,91
199,1861,2060,0.096602,0.812,3.237785e+01,1.269192e-02,0.2574,3.0019,0,2,62,1769,91
200,1860,2060,0.097087,0.809,3.363025e+01,1.557104e-02,0.2564,2.9969,0,2,41,1768,91
201,1859,2060,0.097573,0.809,3.788123e+01,6.277879e-04,0.2573,3.0066,0,9,154,1767,91
202,1858,2060,0.098058,0.809,3.858330e+01,4.346603e-04,0.2504,3.0083,0,7,101,1766,91
203,1857,2060,0.098544,0.809,3.916393e+01,6.707184e-04,0.255,2.9953,0,9,150,1765,91
204,1856,2060,0.099029,0.809,3.993999e+01,6.242539e-04,0.2527,2.9931,0,6,41,1764,91
205,1855,2060,0.099515,0.809,4.079101e+01,7.162175e-04,0.2622,3.0054,0,9,115,1763,91
206,1854,2060,0.1,0.809,4.189274e+01,6.520599e-04,0.2627,3.0054,0,6,166,1762,91
207,1853,2060,0.100485,0.809,4.278022e+01,7.276969e-04,0.2551,3.0045,0,5,4,1761,91
208,1852,2060,0.100971,0.809,4.412080e+01,4.537249e-04,0.2526,3.0095,0,7,157,1760,91
209,1851,2060,0.101456,0.809,4.487076e+01,4.820612e-04,0.2672,2.9974,0,7,105,1759,91
210,1850,2060,0.101942,0.809,4.552650e+01,7.200224e-04,0.2545,2.988,0,4,1,1758,91
211,1849,2060,0.102427,0.809,4.633738e+01,1.010815e-03,0.2516,2.9974,0,1,51,1757,91
212,1848,2060,0.102913,0.808,4.841795e+01,8.359493e-04,0.2565,3.0036,0,0,107,1756,91
213,1847,2060,0.103398,0.808,4.983342e+01,8.484619e-04,0.2604,2.9932,0,0,31,1755,91
214,1846,2060,0.103883,0.807,5.105847e+01,9.198447e-04,0.2521,3.0036,0,8,97,1754,91
215,1845,2060,0.104369,0.807,5.322019e+01,8.067145e-04,0.2584,2.9762,0,3,6,1753,91
216,1844,2060,0.104854,0.808,5.455939e+01,7.552124e-04,0.2571,3.0002,0,4,19,1752,91
217,1843,2060,0.10534,0.808,5.558836e+01,7.824203e-04,0.2603,3.0016,0,6,16,1751,91
218,1842,2060,0.105825,0.808,5.708746e+01,8.704335e-04,0.2517,3.0023,0,3,23,1750,91
219,1841,2060,0.106311,0.807,5.844102e+01,2.136388e-02,0.2577,3.0048,0,2,30,1749,91
220,1840,2060,0.106796,0.808,7.115895e+01,3.672001e-02,0.2541,2.9978,0,2,121,1748,91
221,1839,2060,0.107282,0.816,5.326614e+01,1.788896e-02,0.2533,2.9875,0,2,126,1747,91
222,1838,2060,0.107767,0.816,5.542969e+01,1.900160e-02,0.2546,3.008,0,2,53,1746,91
223,1837,2060,0.108252,0.814,5.154947e+01,1.865826e-02,0.2575,2.9997,0,2,70,1745,91
224,1836,2060,0.108738,0.814,5.233154e+01,2.609143e-02,0.2594,2.995,0,2,15,1744,91
225,1835,2060,0.109223,0.814,5.040689e+01,3.917095e-02,0.2512,2.9912,0,2,186,1743,91
226,1834,2060,0.109709,0.814,5.745136e+01,1.735993e-02,0.2622,2.9957,0,2,48,1742,91
227,1833,2060,0.110194,0.815,4.749765e+01,2.438815e-02,0.2549,3.0018,0,2,100,1741,91
228,1832,2060,0.11068,0.815,5.205884e+01,2.139901e-02,0.2527,2.9868,0,2,86,1740,91
229,1831,2060,0.111165,0.815,5.466355e+01,1.612055e-02,0.2505,2.9935,0,2,85,1739,91
230,1830,2060,0.11165,0.815,4.822425e+01,2.575434e-02,0.2558,2.9914,0,2,74,1738,91
231,1829,2060,0.112136,0.815,6.163398e+01,3.076270e-02,0.2565,2.9913,0,2,107,1737,91
232,1828,2060,0.112621,0.815,4.938369e+01,9.388847e-04,0.2532,2.9833,0,0,165,1736,91
233,1827,2060,0.113107,0.815,5.168291e+01,8.828879e-04,0.2557,2.999,0,6,84,1735,91
234,1826,2060,0.113592,0.815,5.414324e+01,2.018329e-02,0.2619,3.0069,0,2,144,1734,91
235,1825,2060,0.114078,0.817,7.006481e+01,2.349379e-02,0.2616,3.007,0,2,136,1733,91
236,1824,2060,0.114563,0.818,6.029535e+01,2.480665e-02,0.2619,3.0022,0,2,125,1732,91
237,1823,2060,0.115049,0.818,7.182321e+01,3.403199e-02,0.2564,2.9955,0,2,20,1731,91
238,1822,2060,0.115534,0.818,5.335565e+01,9.664052e-04,0.2589,3.0031,0,9,70,1730,91
239,1821,2060,0.116019,0.818,5.643019e+01,8.843662e-04,0.2562,2.9969,0,4,28,1729,91
240,1820,2060,0.116505,0.818,5.847702e+01,9.982920e-04,0.2538,2.9976,0,9,182,1728,91
241,1819,2060,0.11699,0.818,6.133885e+01,1.068189e-03,0.2516,2.9919,0,0,126,1727,91
242,1818,2060,0.117476,0.818,6.376994e+01,1.062944e-03,0.2516,3.0027,0,9,168,1726,91
243,1817,2060,0.117961,0.818,6.686857e+01,1.049555e-03,0.2507,3.0036,0,3,66,1725,91
244,1816,2060,0.118447,0.818,6.942763e+01,1.098102e-03,0.2565,3.0091,0,5,98,1724,91
245,1815,2060,0.118932,0.818,7.306733e+01,2.053182e-02,0.2524,3.0134,0,2,59,1723,91
246,1814,2060,0.119417,0.816,9.334526e+01,2.306310e-02,0.2469,2.9976,0,2,98,1722,91
247,1813,2060,0.119903,0.816,8.376382e+01,1.213443e-03,0.2607,2.9931,0,8,55,1721,91
248,1812,2060,0.120388,0.816,8.821192e+01,1.005228e-03,0.2533,2.9913,0,6,192,1720,91
249,1811,2060,0.120874,0.815,9.129854e+01,1.123119e-03,0.2566,3.0044,0,9,29,1719,91
250,1810,2060,0.121359,0.815,9.464410e+01,1.115415e-03,0.2477,2.9988,0,9,6,1718,91
251,1809,2060,0.121845,0.815,9.796131e+01,1.121960e-03,0.2469,3.0036,0,9,111,1717,91
252,1808,2060,0.12233,0.815,1.010198e+02,1.035465e-03,0.2604,2.9826,0,6,112,1716,91
253,1807,2060,0.122816,0.815,1.036454e+02,7.204296e-04,0.2568,2.9929,0,7,69,1715,91
254,1806,2060,0.123301,0.815,1.055332e+02,1.549146e-03,0.2533,3.0058,0,1,28,1714,91
255,1805,2060,0.123786,0.815,1.103134e+02,7.671481e-04,0.2542,2.9962,0,7,25,1713,91
