epoch,train_acc,test_acc,train_loss,epoch_time_s
0,0.0998,0.08,0.230231,0.443
1,0.1003,0.08,0.230224,0.003
2,0.1025,0.082,0.230216,0.003
3,0.1048,0.084,0.230209,0.003
4,0.1069,0.09,0.2302,0.003
5,0.1099,0.093,0.230192,0.003
6,0.1131,0.097,0.230184,0.004
7,0.1147,0.095,0.230175,0.003
8,0.1186,0.1,0.230166,0.003
9,0.1209,0.107,0.230157,0.003
10,0.1232,0.106,0.230147,0.003
11,0.1259,0.114,0.230136,0.003
12,0.1283,0.112,0.230125,0.003
13,0.1302,0.116,0.230115,0.003
14,0.1304,0.118,0.230103,0.003
15,0.1337,0.118,0.230091,0.004
16,0.1346,0.115,0.230078,0.003
17,0.136,0.12,0.230065,0.004
18,0.1383,0.118,0.230051,0.003
19,0.138,0.117,0.230036,0.003
20,0.1385,0.117,0.23002,0.003
21,0.1376,0.12,0.230002,0.003
22,0.1351,0.118,0.229984,0.003
23,0.1353,0.115,0.229964,0.003
24,0.1353,0.116,0.229943,0.003
25,0.133,0.113,0.229918,0.004
26,0.1348,0.114,0.229894,0.003
27,0.1353,0.118,0.229867,0.003
28,0.1329,0.107,0.229837,0.003
29,0.1312,0.108,0.229806,0.003
30,0.1276,0.107,0.229771,0.003
31,0.1271,0.106,0.229733,0.003
32,0.1257,0.112,0.229693,0.003
33,0.1236,0.11,0.229651,0.003
34,0.1225,0.11,0.229604,0.004
35,0.1219,0.109,0.229554,0.003
36,0.1209,0.107,0.229499,0.003
37,0.1209,0.108,0.229445,0.003
38,0.118,0.104,0.229377,0.003
39,0.113,0.098,0.229295,0.003
40,0.1135,0.1,0.229215,0.003
41,0.1133,0.099,0.229134,0.003
42,0.1118,0.098,0.229039,0.003
43,0.11,0.096,0.228923,0.003
44,0.1087,0.093,0.228792,0.003
45,0.1077,0.091,0.228639,0.004
46,0.1077,0.092,0.228481,0.003
47,0.1073,0.092,0.228298,0.003
48,0.1066,0.092,0.228089,0.003
49,0.1072,0.095,0.227868,0.003
50,0.1074,0.096,0.227589,0.003
51,0.1073,0.095,0.227267,0.003
52,0.1073,0.096,0.226897,0.003
53,0.1075,0.096,0.226512,0.003
54,0.1085,0.097,0.226057,0.003
55,0.1105,0.096,0.225535,0.003
56,0.1131,0.097,0.224972,0.003
57,0.1149,0.107,0.224311,0.003
58,0.117,0.108,0.223534,0.003
59,0.1177,0.106,0.222603,0.003
60,0.1241,0.109,0.221703,0.003
61,0.1271,0.112,0.220729,0.003
62,0.1386,0.118,0.219705,0.003
63,0.1794,0.161,0.218574,0.003
64,0.1916,0.173,0.21756,0.003
65,0.2123,0.184,0.216496,0.003
66,0.2024,0.178,0.215425,0.003
67,0.1718,0.158,0.214321,0.003
68,0.198,0.175,0.213339,0.003
69,0.1678,0.15,0.212335,0.003
70,0.1771,0.159,0.211453,0.003
71,0.1696,0.146,0.210598,0.003
72,0.1684,0.159,0.209787,0.003
73,0.1685,0.16,0.208966,0.003
74,0.1791,0.164,0.208145,0.003
75,0.1792,0.167,0.207378,0.003
76,0.2048,0.189,0.20657,0.003
77,0.2139,0.198,0.205797,0.003
78,0.1928,0.179,0.204906,0.003
79,0.2003,0.19,0.204025,0.003
80,0.2217,0.203,0.203104,0.003
81,0.2442,0.225,0.202078,0.003
82,0.2603,0.249,0.200932,0.003
83,0.2577,0.24,0.199656,0.003
84,0.247,0.231,0.198369,0.003
85,0.2588,0.242,0.196931,0.003
86,0.2498,0.237,0.195364,0.003
87,0.2718,0.26,0.193784,0.003
88,0.2731,0.259,0.192321,0.003
89,0.2764,0.265,0.190594,0.003
90,0.2692,0.252,0.188748,0.003
91,0.2749,0.262,0.186914,0.003
92,0.2825,0.271,0.185168,0.003
93,0.2872,0.272,0.183361,0.003
94,0.3,0.284,0.181533,0.003
95,0.3112,0.285,0.179709,0.004
96,0.3231,0.299,0.177875,0.003
97,0.3258,0.301,0.175897,0.003
98,0.4068,0.356,0.173857,0.003
99,0.3996,0.349,0.171803,0.003
100,0.4149,0.364,0.169575,0.003
101,0.3947,0.353,0.16728,0.003
102,0.4424,0.391,0.164942,0.003
