step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
0,81200,81200,0.0,0.969,0.000000e+00,2.889773e-03,50.8469,1.4017,0,63,0,39199,40000,2000
1,81199,81200,1.2e-05,0.969,0.000000e+00,5.320846e-03,50.0716,0.3414,0,63,1,39198,40000,2000
2,81198,81200,2.5e-05,0.969,0.000000e+00,6.989259e-03,49.9587,0.3321,0,63,2,39197,40000,2000
3,81197,81200,3.7e-05,0.969,0.000000e+00,1.451678e-02,50.1698,0.3426,0,63,3,39196,40000,2000
4,81196,81200,4.9e-05,0.969,0.000000e+00,9.793663e-05,49.9272,0.3332,0,63,4,39195,40000,2000
5,81195,81200,6.2e-05,0.969,0.000000e+00,2.063140e-03,50.078,0.3399,0,63,6,39194,40000,2000
6,81194,81200,7.4e-05,0.969,0.000000e+00,2.360002e-03,50.0695,0.3394,0,63,9,39193,40000,2000
7,81193,81200,8.6e-05,0.969,0.000000e+00,3.094125e-03,50.0378,0.3439,0,63,7,39192,40000,2000
8,81192,81200,9.9e-05,0.969,0.000000e+00,3.972242e-03,50.1363,0.3322,0,63,14,39191,40000,2000
9,81191,81200,0.000111,0.969,0.000000e+00,2.038681e-02,50.2455,0.3414,0,63,15,39190,40000,2000
10,81190,81200,0.000123,0.969,0.000000e+00,1.641655e-02,49.9184,0.3373,0,63,5,39189,40000,2000
11,81189,81200,0.000135,0.969,0.000000e+00,1.660184e-02,50.1198,0.3299,0,63,16,39188,40000,2000
12,81188,81200,0.000148,0.969,0.000000e+00,8.832530e-03,49.9738,0.3439,0,63,8,39187,40000,2000
13,81187,81200,0.00016,0.969,0.000000e+00,1.126601e-02,50.1253,0.3414,0,63,10,39186,40000,2000
14,81186,81200,0.000172,0.969,0.000000e+00,1.085954e-02,50.1098,0.338,0,63,11,39185,40000,2000
15,81185,81200,0.000185,0.969,0.000000e+00,7.924619e-03,50.066,0.3442,0,63,12,39184,40000,2000
16,81184,81200,0.000197,0.969,0.000000e+00,4.710314e-03,49.9019,0.3426,0,63,17,39183,40000,2000
17,81183,81200,0.000209,0.969,0.000000e+00,9.692473e-03,50.0069,0.3466,0,63,13,39182,40000,2000
18,81182,81200,0.000222,0.969,0.000000e+00,1.132252e-03,50.0239,0.3252,0,63,19,39181,40000,2000
19,81181,81200,0.000234,0.969,0.000000e+00,2.560535e-03,50.009,0.3379,0,63,22,39180,40000,2000
20,81180,81200,0.000246,0.969,0.000000e+00,4.048965e-03,49.9386,0.3283,0,63,18,39179,40000,2000
21,81179,81200,0.000259,0.969,0.000000e+00,1.972470e-03,50.1134,0.3275,0,63,23,39178,40000,2000
22,81178,81200,0.000271,0.969,0.000000e+00,9.735411e-03,50.1022,0.325,0,63,25,39177,40000,2000
23,81177,81200,0.000283,0.969,0.000000e+00,1.915862e-03,50.1718,0.3418,0,63,20,39176,40000,2000
24,81176,81200,0.000296,0.969,0.000000e+00,9.022736e-03,49.9597,0.3313,0,63,24,39175,40000,2000
25,81175,81200,0.000308,0.969,0.000000e+00,1.694936e-04,50.0317,0.3359,0,63,26,39174,40000,2000
