step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ,layer_3_NZ
19,2241,2260,0.008407,0.126,0.000000e+00,3.657242e-03,0.2773,0.0906,0,1,21,1940,100,100,100
20,2240,2260,0.00885,0.126,0.000000e+00,7.214724e-03,0.2766,0.0917,0,1,20,1939,100,100,100
21,2239,2260,0.009292,0.126,0.000000e+00,6.378977e-03,0.2731,0.0926,0,1,22,1938,100,100,100
22,2238,2260,0.009735,0.126,0.000000e+00,3.801786e-03,0.2657,0.0921,0,1,23,1937,100,100,100
23,2237,2260,0.010177,0.126,0.000000e+00,3.668759e-03,0.2746,0.09,0,1,24,1936,100,100,100
24,2236,2260,0.010619,0.126,0.000000e+00,1.148748e-02,0.2717,0.0896,0,1,25,1935,100,100,100
25,2235,2260,0.011062,0.126,0.000000e+00,1.784435e-02,0.2717,0.092,0,1,18,1934,100,100,100
26,2234,2260,0.011504,0.126,0.000000e+00,6.648350e-03,0.275,0.0893,0,1,31,1933,100,100,100
27,2233,2260,0.011947,0.126,0.000000e+00,4.989468e-04,0.2703,0.0894,0,1,32,1932,100,100,100
28,2232,2260,0.012389,0.126,0.000000e+00,3.794728e-03,0.2701,0.0895,0,1,34,1931,100,100,100
29,2231,2260,0.012832,0.126,0.000000e+00,5.837143e-03,0.2724,0.0902,0,1,35,1930,100,100,100
30,2230,2260,0.013274,0.126,0.000000e+00,1.229071e-02,0.2749,0.091,0,1,26,1929,100,100,100
31,2229,2260,0.013717,0.126,0.000000e+00,8.986786e-04,0.2685,0.0904,0,1,36,1928,100,100,100
32,2228,2260,0.014159,0.126,0.000000e+00,2.664971e-03,0.2684,0.0894,0,1,40,1927,100,100,100
33,2227,2260,0.014602,0.126,0.000000e+00,6.184834e-04,0.2656,0.0898,0,1,42,1926,100,100,100
34,2226,2260,0.015044,0.126,0.000000e+00,4.980010e-03,0.273,0.0916,0,1,43,1925,100,100,100
35,2225,2260,0.015487,0.126,0.000000e+00,6.150010e-03,0.2759,0.0897,0,1,28,1924,100,100,100
36,2224,2260,0.015929,0.126,0.000000e+00,1.561161e-02,0.2691,0.0899,0,1,46,1923,100,100,100
37,2223,2260,0.016372,0.126,0.000000e+00,3.965457e-03,0.2706,0.0907,0,1,29,1922,100,100,100
38,2222,2260,0.016814,0.126,0.000000e+00,2.950995e-03,0.2783,0.0901,0,1,30,1921,100,100,100
39,2221,2260,0.017257,0.126,0.000000e+00,2.588998e-03,0.2681,0.0903,0,1,38,1920,100,100,100
40,2220,2260,0.017699,0.126,0.000000e+00,1.875969e-02,0.2721,0.0916,0,1,48,1919,100,100,100
41,2219,2260,0.018142,0.126,0.000000e+00,1.906633e-03,0.2684,0.0882,0,1,51,1918,100,100,100
42,2218,2260,0.018584,0.126,0.000000e+00,2.272604e-03,0.2734,0.0895,0,1,49,1917,100,100,100
43,2217,2260,0.019027,0.126,0.000000e+00,1.244987e-02,0.2655,0.0893,0,1,52,1916,100,100,100
44,2216,2260,0.019469,0.126,0.000000e+00,2.050414e-02,0.2766,0.0919,0,1,39,1915,100,100,100
45,2215,2260,0.019912,0.126,0.000000e+00,5.372531e-03,0.2819,0.0899,0,1,56,1914,100,100,100
46,2214,2260,0.020354,0.126,0.000000e+00,8.112008e-03,0.2832,0.0936,0,1,50,1913,100,100,100
47,2213,2260,0.020796,0.126,0.000000e+00,3.522663e-03,0.2777,0.0907,0,1,57,1912,100,100,100
48,2212,2260,0.021239,0.126,0.000000e+00,5.517073e-03,0.2758,0.0937,0,1,58,1911,100,100,100
49,2211,2260,0.021681,0.126,0.000000e+00,3.851517e-03,0.2804,0.0903,0,1,53,1910,100,100,100
50,2210,2260,0.022124,0.126,0.000000e+00,4.445673e-03,0.2776,0.0896,0,1,60,1909,100,100,100
51,2209,2260,0.022566,0.126,0.000000e+00,5.148390e-03,0.2743,0.0905,0,1,54,1908,100,100,100
52,2208,2260,0.023009,0.126,0.000000e+00,2.376590e-03,0.2811,0.0904,0,1,62,1907,100,100,100
53,2207,2260,0.023451,0.126,0.000000e+00,1.852737e-02,0.2904,0.0908,0,1,63,1906,100,100,100
54,2206,2260,0.023894,0.126,0.000000e+00,1.245252e-02,0.2798,0.0895,0,1,41,1905,100,100,100
55,2205,2260,0.024336,0.126,0.000000e+00,6.319941e-03,0.2798,0.0917,0,1,59,1904,100,100,100
56,2204,2260,0.024779,0.126,0.000000e+00,1.655476e-02,0.2659,0.0908,0,1,65,1903,100,100,100
57,2203,2260,0.025221,0.126,0.000000e+00,2.074766e-02,0.2726,0.0891,0,1,44,1902,100,100,100
58,2202,2260,0.025664,0.126,0.000000e+00,3.323776e-03,0.2711,0.089,0,1,67,1901,100,100,100
59,2201,2260,0.026106,0.126,0.000000e+00,9.155872e-03,0.28,0.0897,0,1,68,1900,100,100,100
60,2200,2260,0.026549,0.126,0.000000e+00,1.115454e-02,0.2792,0.0886,0,1,27,1899,100,100,100
61,2199,2260,0.026991,0.126,0.000000e+00,7.531154e-03,0.2734,0.0919,0,1,70,1898,100,100,100
62,2198,2260,0.027434,0.126,0.000000e+00,1.253539e-02,0.2822,0.0902,0,1,47,1897,100,100,100
63,2197,2260,0.027876,0.126,0.000000e+00,2.018452e-02,0.2729,0.0905,0,1,72,1896,100,100,100
64,2196,2260,0.028319,0.126,0.000000e+00,1.902513e-02,0.2752,0.0907,0,1,33,1895,100,100,100
65,2195,2260,0.028761,0.126,0.000000e+00,2.286985e-02,0.2656,0.0901,0,1,55,1894,100,100,100
66,2194,2260,0.029204,0.126,0.000000e+00,6.938444e-04,0.2706,0.0908,0,1,73,1893,100,100,100
67,2193,2260,0.029646,0.126,0.000000e+00,1.077762e-02,0.2726,0.0901,0,1,76,1892,100,100,100
68,2192,2260,0.030088,0.126,0.000000e+00,1.255177e-02,0.2738,0.0906,0,1,37,1891,100,100,100
69,2191,2260,0.030531,0.126,0.000000e+00,1.017789e-02,0.2832,0.0928,0,1,75,1890,100,100,100
70,2190,2260,0.030973,0.126,0.000000e+00,7.119852e-03,0.293,0.0922,0,1,77,1889,100,100,100
71,2189,2260,0.031416,0.126,0.000000e+00,7.777648e-05,0.2826,0.088,0,1,78,1888,100,100,100
72,2188,2260,0.031858,0.126,0.000000e+00,8.191137e-03,0.2826,0.0929,0,1,79,1887,100,100,100
73,2187,2260,0.032301,0.126,0.000000e+00,1.127461e-02,0.2916,0.0912,0,1,61,1886,100,100,100
74,2186,2260,0.032743,0.126,0.000000e+00,9.226721e-03,0.2878,0.0883,0,1,66,1885,100,100,100
75,2185,2260,0.033186,0.126,0.000000e+00,5.555620e-03,0.2816,0.0903,0,1,81,1884,100,100,100
76,2184,2260,0.033628,0.126,0.000000e+00,2.469891e-03,0.2888,0.0896,0,1,82,1883,100,100,100
77,2183,2260,0.034071,0.126,0.000000e+00,1.176036e-02,0.2836,0.089,0,1,74,1882,100,100,100
78,2182,2260,0.034513,0.126,0.000000e+00,3.020680e-03,0.2918,0.09,0,1,83,1881,100,100,100
79,2181,2260,0.034956,0.126,0.000000e+00,1.709835e-04,0.2856,0.0922,0,1,85,1880,100,100,100
80,2180,2260,0.035398,0.126,0.000000e+00,1.865982e-03,0.2866,0.0911,0,1,87,1879,100,100,100
81,2179,2260,0.035841,0.126,0.000000e+00,6.212653e-03,0.2904,0.0915,0,1,88,1878,100,100,100
82,2178,2260,0.036283,0.126,0.000000e+00,1.680201e-02,0.292,0.091,0,1,86,1877,100,100,100
83,2177,2260,0.036726,0.126,0.000000e+00,2.260577e-04,0.2984,0.0909,0,1,94,1876,100,100,100
84,2176,2260,0.037168,0.126,0.000000e+00,4.693603e-03,0.287,0.0916,0,1,95,1875,100,100,100
85,2175,2260,0.037611,0.126,0.000000e+00,4.820215e-03,0.2768,0.0911,0,1,90,1874,100,100,100
86,2174,2260,0.038053,0.126,0.000000e+00,3.718048e-03,0.2798,0.0906,0,1,99,1873,100,100,100
87,2173,2260,0.038496,0.126,0.000000e+00,2.628256e-02,0.2671,0.0897,0,1,100,1872,100,100,100
88,2172,2260,0.038938,0.126,0.000000e+00,1.676202e-02,0.2705,0.0904,0,1,45,1871,100,100,100
89,2171,2260,0.039381,0.126,0.000000e+00,1.596525e-02,0.2721,0.0898,0,1,64,1870,100,100,100
90,2170,2260,0.039823,0.126,0.000000e+00,8.116487e-03,0.2644,0.0897,0,1,101,1869,100,100,100
91,2169,2260,0.040265,0.126,0.000000e+00,5.865047e-03,0.2694,0.0947,0,1,71,1868,100,100,100
92,2168,2260,0.040708,0.126,0.000000e+00,8.113347e-03,0.2682,0.09,0,1,103,1867,100,100,100
93,2167,2260,0.04115,0.126,0.000000e+00,2.002137e-02,0.265,0.0902,0,1,84,1866,100,100,100
94,2166,2260,0.041593,0.126,0.000000e+00,4.790803e-03,0.2653,0.0898,0,1,104,1865,100,100,100
95,2165,2260,0.042035,0.126,0.000000e+00,1.105351e-02,0.2649,0.0918,0,1,108,1864,100,100,100
96,2164,2260,0.042478,0.126,0.000000e+00,5.990921e-03,0.2676,0.0932,0,1,93,1863,100,100,100
97,2163,2260,0.04292,0.126,0.000000e+00,4.843149e-03,0.2687,0.0908,0,1,109,1862,100,100,100
98,2162,2260,0.043363,0.126,0.000000e+00,1.521422e-02,0.2688,0.0912,0,1,110,1861,100,100,100
99,2161,2260,0.043805,0.126,0.000000e+00,1.748646e-02,0.2736,0.0935,0,1,69,1860,100,100,100
100,2160,2260,0.044248,0.126,0.000000e+00,1.346213e-02,0.2697,0.0901,0,1,96,1859,100,100,100
101,2159,2260,0.04469,0.126,0.000000e+00,1.644776e-03,0.2747,0.0926,0,1,111,1858,100,100,100
102,2158,2260,0.045133,0.126,0.000000e+00,7.075182e-03,0.2729,0.0894,0,1,112,1857,100,100,100
103,2157,2260,0.045575,0.126,0.000000e+00,1.346865e-02,0.2752,0.0904,0,1,97,1856,100,100,100
104,2156,2260,0.046018,0.126,0.000000e+00,9.429361e-03,0.2695,0.0918,0,1,105,1855,100,100,100
105,2155,2260,0.04646,0.126,0.000000e+00,2.493686e-03,0.2796,0.0888,0,1,113,1854,100,100,100
106,2154,2260,0.046903,0.126,0.000000e+00,8.272038e-03,0.2898,0.0926,0,1,115,1853,100,100,100
107,2153,2260,0.047345,0.126,0.000000e+00,2.098806e-02,0.285,0.0889,0,1,92,1852,100,100,100
108,2152,2260,0.047788,0.126,0.000000e+00,6.227146e-04,0.2794,0.0939,0,1,118,1851,100,100,100
109,2151,2260,0.04823,0.126,0.000000e+00,9.031931e-03,0.2723,0.0904,0,1,119,1850,100,100,100
110,2150,2260,0.048673,0.126,0.000000e+00,1.133920e-02,0.2856,0.0889,0,1,80,1849,100,100,100
111,2149,2260,0.049115,0.126,0.000000e+00,7.008111e-03,0.2785,0.0908,0,1,120,1848,100,100,100
112,2148,2260,0.049558,0.126,0.000000e+00,7.375114e-03,0.282,0.0907,0,1,98,1847,100,100,100
113,2147,2260,0.05,0.126,0.000000e+00,5.634593e-03,0.2806,0.0913,0,1,123,1846,100,100,100
114,2146,2260,0.050442,0.126,0.000000e+00,6.755071e-03,0.2913,0.0915,0,1,106,1845,100,100,100
115,2145,2260,0.050885,0.126,0.000000e+00,1.029989e-02,0.289,0.0915,0,1,126,1844,100,100,100
116,2144,2260,0.051327,0.126,0.000000e+00,7.173176e-03,0.2805,0.0898,0,1,102,1843,100,100,100
117,2143,2260,0.05177,0.126,0.000000e+00,3.451786e-03,0.29,0.0925,0,1,122,1842,100,100,100
118,2142,2260,0.052212,0.126,0.000000e+00,1.138674e-03,0.2789,0.0895,0,1,130,1841,100,100,100
119,2141,2260,0.052655,0.126,0.000000e+00,5.278512e-03,0.2744,0.0893,0,1,131,1840,100,100,100
120,2140,2260,0.053097,0.126,0.000000e+00,9.569540e-03,0.2857,0.0873,0,1,107,1839,100,100,100
121,2139,2260,0.05354,0.126,0.000000e+00,1.103763e-02,0.2819,0.0917,0,1,132,1838,100,100,100
122,2138,2260,0.053982,0.126,0.000000e+00,5.385322e-03,0.2802,0.0913,0,1,114,1837,100,100,100
123,2137,2260,0.054425,0.126,0.000000e+00,6.393448e-03,0.2813,0.0914,0,1,121,1836,100,100,100
124,2136,2260,0.054867,0.126,0.000000e+00,2.390613e-03,0.2784,0.0909,0,1,133,1835,100,100,100
125,2135,2260,0.05531,0.126,0.000000e+00,1.808140e-03,0.2778,0.0898,0,1,134,1834,100,100,100
126,2134,2260,0.055752,0.126,0.000000e+00,3.477207e-03,0.2813,0.0921,0,1,124,1833,100,100,100
127,2133,2260,0.056195,0.126,0.000000e+00,2.175527e-03,0.2805,0.0901,0,1,136,1832,100,100,100
128,2132,2260,0.056637,0.126,0.000000e+00,2.523752e-02,0.2724,0.0911,0,1,138,1831,100,100,100
129,2131,2260,0.05708,0.126,0.000000e+00,2.210713e-02,0.273,0.0896,0,1,91,1830,100,100,100
130,2130,2260,0.057522,0.126,0.000000e+00,2.825586e-03,0.2757,0.0908,0,1,141,1829,100,100,100
131,2129,2260,0.057965,0.126,0.000000e+00,5.121738e-03,0.2659,0.0907,0,1,142,1828,100,100,100
132,2128,2260,0.058407,0.126,0.000000e+00,1.058589e-03,0.2709,0.0892,0,1,144,1827,100,100,100
133,2127,2260,0.05885,0.126,0.000000e+00,6.452981e-03,0.2764,0.0894,0,1,145,1826,100,100,100
134,2126,2260,0.059292,0.126,0.000000e+00,9.047837e-03,0.2661,0.0914,0,1,129,1825,100,100,100
135,2125,2260,0.059735,0.126,0.000000e+00,6.556097e-03,0.2704,0.0905,0,1,146,1824,100,100,100
136,2124,2260,0.060177,0.126,0.000000e+00,4.754444e-03,0.2685,0.0893,0,1,137,1823,100,100,100
137,2123,2260,0.060619,0.126,0.000000e+00,1.998691e-03,0.2672,0.088,0,1,143,1822,100,100,100
138,2122,2260,0.061062,0.126,0.000000e+00,9.804042e-03,0.2659,0.0887,0,1,147,1821,100,100,100
139,2121,2260,0.061504,0.126,0.000000e+00,3.416498e-03,0.2718,0.0902,0,1,148,1820,100,100,100
140,2120,2260,0.061947,0.126,0.000000e+00,1.355330e-03,0.2703,0.0904,0,1,149,1819,100,100,100
141,2119,2260,0.062389,0.126,0.000000e+00,1.154151e-03,0.2758,0.09,0,1,150,1818,100,100,100
142,2118,2260,0.062832,0.126,0.000000e+00,7.035118e-03,0.2678,0.0921,0,1,139,1817,100,100,100
143,2117,2260,0.063274,0.126,0.000000e+00,2.247541e-03,0.2642,0.0938,0,1,152,1816,100,100,100
144,2116,2260,0.063717,0.126,0.000000e+00,1.173322e-03,0.2651,0.0911,0,1,154,1815,100,100,100
145,2115,2260,0.064159,0.126,0.000000e+00,2.474004e-03,0.2722,0.0909,0,1,155,1814,100,100,100
146,2114,2260,0.064602,0.126,0.000000e+00,7.405736e-03,0.2829,0.0919,0,1,151,1813,100,100,100
147,2113,2260,0.065044,0.126,0.000000e+00,1.856635e-03,0.2712,0.0898,0,1,158,1812,100,100,100
148,2112,2260,0.065487,0.126,0.000000e+00,6.586894e-03,0.2731,0.0897,0,1,159,1811,100,100,100
149,2111,2260,0.065929,0.126,0.000000e+00,1.345670e-02,0.2722,0.0911,0,1,116,1810,100,100,100
150,2110,2260,0.066372,0.126,0.000000e+00,6.749352e-03,0.2685,0.0916,0,1,140,1809,100,100,100
151,2109,2260,0.066814,0.126,0.000000e+00,1.796423e-02,0.2701,0.0906,0,1,161,1808,100,100,100
152,2108,2260,0.067257,0.126,0.000000e+00,1.063577e-02,0.2686,0.0899,0,1,127,1807,100,100,100
153,2107,2260,0.067699,0.126,0.000000e+00,6.921810e-03,0.2681,0.0917,0,1,153,1806,100,100,100
154,2106,2260,0.068142,0.126,0.000000e+00,1.192047e-02,0.2682,0.0898,0,1,162,1805,100,100,100
155,2105,2260,0.068584,0.126,0.000000e+00,1.844296e-02,0.272,0.0904,0,1,125,1804,100,100,100
156,2104,2260,0.069027,0.126,0.000000e+00,1.564811e-02,0.2644,0.0901,0,1,160,1803,100,100,100
157,2103,2260,0.069469,0.126,0.000000e+00,1.212981e-02,0.27,0.0896,0,1,164,1802,100,100,100
158,2102,2260,0.069912,0.126,0.000000e+00,7.849154e-03,0.2746,0.0933,0,1,135,1801,100,100,100
159,2101,2260,0.070354,0.126,0.000000e+00,5.739720e-04,0.2901,0.0897,0,1,165,1800,100,100,100
160,2100,2260,0.070796,0.126,0.000000e+00,1.413456e-02,0.2767,0.0899,0,1,169,1799,100,100,100
161,2099,2260,0.071239,0.126,0.000000e+00,2.064900e-02,0.2689,0.0916,0,1,117,1798,100,100,100
162,2098,2260,0.071681,0.126,0.000000e+00,8.489525e-03,0.2786,0.093,0,1,156,1797,100,100,100
163,2097,2260,0.072124,0.126,0.000000e+00,9.773830e-03,0.292,0.0938,0,1,171,1796,100,100,100
164,2096,2260,0.072566,0.126,0.000000e+00,9.925098e-03,0.2868,0.0921,0,1,163,1795,100,100,100
165,2095,2260,0.073009,0.126,0.000000e+00,8.482237e-03,0.2721,0.0892,0,1,172,1794,100,100,100
166,2094,2260,0.073451,0.126,0.000000e+00,6.710709e-03,0.2766,0.0945,0,1,167,1793,100,100,100
167,2093,2260,0.073894,0.126,0.000000e+00,2.612917e-02,0.2669,0.09,0,1,174,1792,100,100,100
168,2092,2260,0.074336,0.126,0.000000e+00,2.505355e-02,0.266,0.0918,0,1,89,1791,100,100,100
169,2091,2260,0.074779,0.126,0.000000e+00,2.362162e-02,0.2693,0.0903,0,1,157,1790,100,100,100
170,2090,2260,0.075221,0.126,0.000000e+00,3.414601e-03,0.2714,0.0908,0,1,173,1789,100,100,100
171,2089,2260,0.075664,0.126,0.000000e+00,5.801907e-03,0.2645,0.0908,0,1,179,1788,100,100,100
172,2088,2260,0.076106,0.126,0.000000e+00,1.849302e-02,0.2778,0.0899,0,1,166,1787,100,100,100
173,2087,2260,0.076549,0.126,0.000000e+00,2.766259e-03,0.277,0.0909,0,1,175,1786,100,100,100
174,2086,2260,0.076991,0.126,0.000000e+00,2.000800e-03,0.2713,0.0926,0,1,176,1785,100,100,100
175,2085,2260,0.077434,0.126,0.000000e+00,1.607305e-04,0.2771,0.0913,0,1,177,1784,100,100,100
176,2084,2260,0.077876,0.126,0.000000e+00,2.527266e-03,0.2707,0.0935,0,1,180,1783,100,100,100
177,2083,2260,0.078319,0.126,0.000000e+00,7.061835e-03,0.2859,0.0928,0,1,182,1782,100,100,100
178,2082,2260,0.078761,0.126,0.000000e+00,1.525170e-02,0.2831,0.0913,0,1,170,1781,100,100,100
179,2081,2260,0.079204,0.126,0.000000e+00,3.354638e-03,0.2786,0.0917,0,1,183,1780,100,100,100
180,2080,2260,0.079646,0.126,0.000000e+00,1.630635e-03,0.2848,0.0896,0,1,184,1779,100,100,100
181,2079,2260,0.080088,0.126,0.000000e+00,2.284991e-03,0.2744,0.0896,0,1,188,1778,100,100,100
182,2078,2260,0.080531,0.126,0.000000e+00,2.852304e-04,0.2762,0.0936,0,1,189,1777,100,100,100
183,2077,2260,0.080973,0.126,0.000000e+00,2.888944e-04,0.2839,0.0913,0,1,190,1776,100,100,100
184,2076,2260,0.081416,0.126,0.000000e+00,1.007545e-02,0.2868,0.0914,0,1,191,1775,100,100,100
185,2075,2260,0.081858,0.126,0.000000e+00,1.437372e-02,0.2872,0.0934,0,1,168,1774,100,100,100
186,2074,2260,0.082301,0.126,0.000000e+00,1.064864e-02,0.2752,0.0919,0,1,193,1773,100,100,100
187,2073,2260,0.082743,0.126,0.000000e+00,2.007719e-02,0.2792,0.0922,0,1,128,1772,100,100,100
188,2072,2260,0.083186,0.126,0.000000e+00,7.496012e-03,0.2743,0.0935,0,1,181,1771,100,100,100
189,2071,2260,0.083628,0.126,0.000000e+00,4.362988e-03,0.2716,0.0888,0,1,194,1770,100,100,100
190,2070,2260,0.084071,0.126,0.000000e+00,9.677007e-03,0.2759,0.0906,0,1,178,1769,100,100,100
191,2069,2260,0.084513,0.126,0.000000e+00,1.631856e-02,0.2682,0.0906,0,1,185,1768,100,100,100
192,2068,2260,0.084956,0.126,0.000000e+00,1.099003e-02,0.2719,0.091,0,1,186,1767,100,100,100
193,2067,2260,0.085398,0.126,0.000000e+00,4.931510e-05,0.2769,0.0899,0,1,195,1766,100,100,100
194,2066,2260,0.085841,0.126,0.000000e+00,1.607004e-02,0.2652,0.0906,1,0,1,1766,99,100,100
195,2065,2260,0.086283,0.126,0.000000e+00,2.067731e-03,0.2662,0.0907,1,1,0,1766,98,100,100
196,2064,2260,0.086726,0.126,0.000000e+00,7.003614e-04,0.2683,0.0902,1,1,1,1766,97,100,100
197,2063,2260,0.087168,0.126,0.000000e+00,1.479874e-02,0.2721,0.0913,1,2,1,1766,96,100,100
198,2062,2260,0.087611,0.126,0.000000e+00,2.130486e-02,0.2641,0.0912,1,3,1,1766,95,100,100
199,2061,2260,0.088053,0.126,0.000000e+00,7.756461e-03,0.274,0.0919,1,4,1,1766,94,100,100
200,2060,2260,0.088496,0.126,0.000000e+00,1.014523e-02,0.2698,0.0924,1,5,1,1766,93,100,100
201,2059,2260,0.088938,0.126,0.000000e+00,5.484994e-03,0.2687,0.0915,1,6,1,1766,92,100,100
202,2058,2260,0.089381,0.126,0.000000e+00,1.385258e-02,0.2769,0.0901,1,7,1,1766,91,100,100
203,2057,2260,0.089823,0.126,0.000000e+00,1.254981e-03,0.2683,0.0901,1,8,1,1766,90,100,100
204,2056,2260,0.090265,0.126,0.000000e+00,2.000282e-02,0.2763,0.0892,0,1,187,1765,90,100,100
205,2055,2260,0.090708,0.126,0.000000e+00,7.517881e-03,0.2785,0.0896,1,9,0,1765,89,100,100
206,2054,2260,0.09115,0.126,0.000000e+00,5.726177e-03,0.2762,0.0917,1,9,1,1765,88,100,100
207,2053,2260,0.091593,0.126,0.000000e+00,5.949819e-03,0.2801,0.0922,0,1,192,1764,88,100,100
208,2052,2260,0.092035,0.126,0.000000e+00,1.372596e-02,0.2767,0.0902,2,2,1,1764,88,99,100
209,2051,2260,0.092478,0.126,0.000000e+00,1.740867e-02,0.2858,0.0878,2,5,6,1764,88,98,100
210,2050,2260,0.09292,0.126,0.000000e+00,1.247364e-03,0.2815,0.0907,2,5,9,1764,88,97,100
211,2049,2260,0.093363,0.126,0.000000e+00,3.714305e-03,0.2733,0.0901,2,7,1,1764,88,96,100
212,2048,2260,0.093805,0.126,0.000000e+00,1.017802e-02,0.2928,0.0883,2,7,7,1764,88,95,100
213,2047,2260,0.094248,0.126,0.000000e+00,1.315005e-05,0.2916,3.7183,0,3,2,1763,88,95,100
214,2046,2260,0.09469,0.126,2.455797e-13,1.499975e-05,0.2776,3.6346,0,3,59,1762,88,95,100
215,2045,2260,0.095133,0.126,1.051856e-12,2.025567e-05,0.2667,0.0211,1,1,7,1762,87,95,100
216,2044,2260,0.095575,0.126,2.437970e-12,6.276485e-03,0.2824,0.0206,2,5,1,1762,87,94,100
217,2043,2260,0.096018,0.126,4.155447e-12,1.436610e-04,0.2706,0.0227,1,9,8,1762,86,94,100
218,2042,2260,0.09646,0.126,6.725505e-12,8.444270e-05,0.2737,3.6067,0,0,40,1761,86,94,100
219,2041,2260,0.096903,0.126,1.531210e-11,6.981244e-05,0.2721,3.6397,0,3,77,1760,86,94,100
220,2040,2260,0.097345,0.126,2.690995e-11,7.916844e-04,0.2676,0.0213,2,8,1,1760,86,93,100
221,2039,2260,0.097788,0.126,3.990747e-11,5.829789e-05,0.272,3.6436,0,5,41,1759,86,93,100
222,2038,2260,0.09823,0.126,5.336438e-11,1.778170e-04,0.2646,3.6404,0,8,172,1758,86,93,100
223,2037,2260,0.098673,0.126,7.900358e-11,1.947295e-04,0.2669,3.642,0,8,86,1757,86,93,100
224,2036,2260,0.099115,0.126,6.578390e-11,1.827219e-04,0.2765,3.6277,0,8,48,1756,86,93,100
225,2035,2260,0.099558,0.126,9.242364e-11,2.162007e-04,0.2752,3.6506,0,0,149,1755,86,93,100
226,2034,2260,0.1,0.126,1.213854e-10,1.216743e-04,0.2787,0.0207,0,0,192,1754,86,93,100
227,2033,2260,0.100442,0.126,1.052551e-10,9.588013e-04,0.2728,3.6361,3,7,2,1754,86,93,99
228,2032,2260,0.100885,0.126,1.404353e-10,3.409267e-05,0.2791,3.6393,0,4,78,1753,86,93,99
229,2031,2260,0.101327,0.126,1.555987e-10,4.413875e-04,0.269,0.0198,1,3,0,1753,85,93,99
230,2030,2260,0.10177,0.126,1.978486e-10,9.676397e-05,0.2751,3.6477,0,2,93,1752,85,93,99
231,2029,2260,0.102212,0.126,2.521578e-10,1.671832e-04,0.2688,3.6245,0,2,33,1751,85,93,99
232,2028,2260,0.102655,0.126,2.918130e-10,1.463436e-04,0.2697,3.6361,0,2,136,1750,85,93,99
233,2027,2260,0.103097,0.126,3.180847e-10,1.977179e-04,0.2768,0.0209,0,8,124,1749,85,93,99
234,2026,2260,0.10354,0.126,3.913651e-10,3.536746e-04,0.2735,3.6407,0,3,112,1748,85,93,99
235,2025,2260,0.103982,0.126,5.048217e-10,2.882666e-04,0.2758,3.6521,0,3,167,1747,85,93,99
236,2024,2260,0.104425,0.126,4.516228e-10,1.991529e-04,0.2744,0.0199,0,8,35,1746,85,93,99
237,2023,2260,0.104867,0.126,5.802218e-10,9.669776e-04,0.2684,3.6291,0,8,47,1745,85,93,99
