epoch,train_acc,test_acc,train_loss,epoch_time_s
0,0.1026,0.082,0.230231,0.439
1,0.1043,0.084,0.230224,0.004
2,0.1059,0.085,0.230217,0.003
3,0.1075,0.086,0.230209,0.003
4,0.111,0.088,0.230201,0.003
5,0.1133,0.09,0.230192,0.003
6,0.115,0.095,0.230184,0.003
7,0.1168,0.095,0.230175,0.003
8,0.1196,0.105,0.230166,0.003
9,0.1213,0.106,0.230157,0.003
10,0.1238,0.106,0.230147,0.003
11,0.1254,0.106,0.230137,0.004
12,0.126,0.104,0.230127,0.003
13,0.1291,0.108,0.230115,0.003
14,0.1319,0.111,0.230104,0.003
15,0.1351,0.113,0.230091,0.003
16,0.1328,0.109,0.230078,0.003
17,0.1341,0.108,0.230065,0.003
18,0.1339,0.113,0.230049,0.003
19,0.136,0.114,0.230033,0.003
20,0.134,0.117,0.230016,0.003
21,0.1352,0.117,0.229998,0.004
22,0.1373,0.119,0.229979,0.003
23,0.1352,0.118,0.229957,0.003
24,0.1351,0.116,0.229937,0.003
25,0.1348,0.113,0.229911,0.003
26,0.135,0.111,0.229886,0.003
27,0.1325,0.116,0.229856,0.003
28,0.1318,0.117,0.229827,0.003
29,0.1292,0.114,0.229794,0.003
30,0.1273,0.11,0.229758,0.003
31,0.1276,0.111,0.229723,0.003
32,0.1244,0.109,0.229674,0.003
33,0.1236,0.107,0.229627,0.003
34,0.1223,0.104,0.229576,0.003
35,0.12,0.105,0.229518,0.003
36,0.1184,0.105,0.229455,0.003
37,0.116,0.101,0.229386,0.003
38,0.1152,0.1,0.229309,0.003
39,0.1164,0.101,0.229237,0.003
40,0.115,0.1,0.229145,0.003
41,0.1152,0.097,0.229042,0.004
42,0.1128,0.095,0.228929,0.003
43,0.1127,0.092,0.228806,0.003
44,0.114,0.094,0.228668,0.003
45,0.1113,0.095,0.2285,0.003
46,0.1124,0.095,0.228327,0.003
47,0.1102,0.093,0.228119,0.004
48,0.1086,0.089,0.227864,0.003
49,0.1129,0.094,0.227639,0.003
50,0.1133,0.095,0.227331,0.003
51,0.1125,0.097,0.22697,0.003
52,0.1126,0.097,0.226569,0.003
53,0.1149,0.104,0.226127,0.004
54,0.1161,0.108,0.22563,0.004
55,0.1171,0.106,0.225032,0.003
56,0.1183,0.108,0.224377,0.004
57,0.1205,0.112,0.223663,0.003
58,0.1224,0.114,0.222835,0.004
59,0.1288,0.12,0.222065,0.004
60,0.1307,0.118,0.221088,0.003
61,0.1325,0.113,0.220052,0.003
62,0.1388,0.122,0.219079,0.003
63,0.1423,0.127,0.218058,0.004
64,0.1451,0.129,0.216987,0.004
65,0.1545,0.143,0.215887,0.003
66,0.1756,0.162,0.214845,0.003
67,0.2012,0.181,0.213732,0.004
68,0.2248,0.196,0.212791,0.003
69,0.2236,0.194,0.211871,0.003
70,0.2331,0.202,0.210993,0.003
71,0.2297,0.201,0.210169,0.003
72,0.1812,0.168,0.20933,0.003
73,0.1734,0.158,0.2085,0.003
74,0.1755,0.16,0.207684,0.003
75,0.1789,0.164,0.206892,0.003
76,0.2157,0.201,0.206082,0.003
77,0.1993,0.189,0.20522,0.003
78,0.2193,0.21,0.20437,0.003
79,0.2476,0.228,0.203438,0.003
80,0.2198,0.213,0.202415,0.003
81,0.2345,0.227,0.201322,0.004
82,0.249,0.234,0.200162,0.004
83,0.2596,0.253,0.199,0.003
84,0.259,0.253,0.197467,0.004
85,0.2652,0.258,0.195922,0.003
86,0.2638,0.26,0.194263,0.004
87,0.2679,0.261,0.192589,0.004
88,0.2714,0.262,0.190865,0.003
89,0.2722,0.257,0.18908,0.003
90,0.2843,0.27,0.1873,0.003
91,0.2905,0.274,0.185566,0.003
92,0.2944,0.28,0.183738,0.003
93,0.3016,0.289,0.181935,0.003
94,0.3056,0.287,0.180245,0.003
95,0.327,0.303,0.178402,0.003
96,0.3409,0.313,0.176516,0.003
97,0.4073,0.352,0.174705,0.003
98,0.3999,0.348,0.172683,0.004
99,0.4094,0.362,0.170656,0.003
100,0.42,0.367,0.168552,0.003
101,0.4336,0.378,0.166426,0.003
102,0.4422,0.387,0.164082,0.003
103,0.4366,0.4,0.161513,0.003
