step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
0,2160,2160,0.0,0.916,0.000000e+00,2.611007e-02,4.1432,1.1479,0,6,40,1959,100,100
1,2159,2160,0.000463,0.917,3.044137e+01,3.092720e-02,3.4861,1.8547,0,9,30,1958,100,100
2,2158,2160,0.000926,0.917,3.856547e+01,3.899132e-02,3.5138,1.1841,0,9,73,1957,100,100
3,2157,2160,0.001389,0.912,2.347317e+04,2.965916e-02,3.4807,1.1585,1,3,3,1957,99,100
4,2156,2160,0.001852,0.914,9.255761e+01,2.843091e-02,3.4866,1.3217,0,1,4,1956,99,100
5,2155,2160,0.002315,0.913,7.438521e+01,3.145378e-02,3.497,1.5125,0,6,42,1955,99,100
6,2154,2160,0.002778,0.915,5.468890e+01,2.871475e-02,3.5582,1.9218,0,3,158,1954,99,100
7,2153,2160,0.003241,0.914,5.885775e+01,3.401026e-02,3.4859,1.1184,0,6,0,1953,99,100
8,2152,2160,0.003704,0.915,8.944871e+01,3.126379e-02,3.4833,1.1501,0,8,96,1952,99,100
9,2151,2160,0.004167,0.914,7.531612e+01,3.180985e-02,3.4743,1.3096,0,6,109,1951,99,100
10,2150,2160,0.00463,0.914,6.162588e+01,3.390880e-02,3.4824,1.3133,0,6,174,1950,99,100
11,2149,2160,0.005093,0.913,1.087692e+02,2.797369e-02,3.5014,1.1358,0,8,11,1949,99,100
12,2148,2160,0.005556,0.912,9.743494e+01,2.761832e-02,3.4893,1.2656,0,4,93,1948,99,100
13,2147,2160,0.006019,0.912,6.822801e+01,3.194394e-02,3.5,1.3328,0,6,78,1947,99,100
14,2146,2160,0.006481,0.912,8.487405e+01,3.418442e-02,3.4912,1.1676,0,6,1,1946,99,100
15,2145,2160,0.006944,0.913,8.798200e+01,2.519207e-02,3.4973,1.118,0,3,10,1945,99,100
16,2144,2160,0.007407,0.909,6.306467e+01,2.897519e-02,3.4965,1.3318,0,6,2,1944,99,100
17,2143,2160,0.00787,0.911,7.538190e+01,3.098658e-02,3.4975,1.3101,0,6,82,1943,99,100
18,2142,2160,0.008333,0.912,6.724232e+01,2.608941e-02,3.4806,1.1161,0,0,94,1942,99,100
19,2141,2160,0.008796,0.912,5.952499e+01,3.035100e-02,3.6892,1.292,0,6,117,1941,99,100
20,2140,2160,0.009259,0.91,8.134834e+01,2.905128e-02,3.4821,1.3117,0,7,155,1940,99,100
21,2139,2160,0.009722,0.909,8.218187e+01,2.486798e-02,3.4898,1.2065,0,1,193,1939,99,100
22,2138,2160,0.010185,0.91,7.378141e+01,2.965968e-02,3.4693,1.7006,0,6,3,1938,99,100
23,2137,2160,0.010648,0.909,8.588195e+01,2.609787e-02,3.4584,1.3546,0,6,120,1937,99,100
24,2136,2160,0.011111,0.909,6.231342e+01,2.808747e-02,3.4897,1.1518,0,6,186,1936,99,100
25,2135,2160,0.011574,0.909,6.369166e+01,3.072195e-02,3.5048,1.351,0,7,56,1935,99,100
26,2134,2160,0.012037,0.908,9.952621e+01,2.340933e-02,3.454,1.3368,0,0,171,1934,99,100
27,2133,2160,0.0125,0.91,8.652429e+01,3.215377e-02,3.4905,1.1412,0,6,188,1933,99,100
28,2132,2160,0.012963,0.91,8.465897e+01,2.898303e-02,3.4607,1.1167,0,4,108,1932,99,100
29,2131,2160,0.013426,0.911,6.034171e+01,3.061307e-02,3.4622,1.3656,0,6,190,1931,99,100
30,2130,2160,0.013889,0.91,5.593092e+01,3.457773e-02,3.4687,1.3098,0,6,191,1930,99,100
31,2129,2160,0.014352,0.909,7.946754e+01,3.068486e-02,3.4578,1.1335,0,6,123,1929,99,100
32,2128,2160,0.014815,0.911,6.129059e+01,3.083801e-02,3.4509,1.2435,0,6,88,1928,99,100
33,2127,2160,0.015278,0.91,7.463470e+01,2.614168e-02,3.4485,1.3391,0,4,176,1927,99,100
34,2126,2160,0.015741,0.908,6.888367e+01,3.351693e-02,3.44,1.2735,0,6,90,1926,99,100
35,2125,2160,0.016204,0.906,5.164469e+01,2.873049e-02,3.4406,1.1158,0,9,179,1925,99,100
36,2124,2160,0.016667,0.907,5.465117e+01,3.149602e-02,3.4607,1.1794,0,6,127,1924,99,100
37,2123,2160,0.01713,0.904,7.295004e+01,3.030258e-02,3.4421,1.3118,0,6,21,1923,99,100
38,2122,2160,0.017593,0.906,7.330614e+01,2.815444e-02,3.4332,1.3675,0,6,129,1922,99,100
39,2121,2160,0.018056,0.904,7.149786e+01,2.688110e-02,3.4603,1.1261,0,6,56,1921,99,100
40,2120,2160,0.018519,0.905,6.494916e+01,2.412707e-02,3.4369,1.1802,0,4,28,1920,99,100
41,2119,2160,0.018981,0.903,5.773903e+01,2.672339e-02,3.4299,1.3063,0,6,94,1919,99,100
42,2118,2160,0.019444,0.906,6.897976e+01,2.615683e-02,3.4226,1.3819,0,3,92,1918,99,100
43,2117,2160,0.019907,0.9,6.030479e+01,3.295985e-02,3.4363,1.1167,2,4,0,1918,99,99
44,2116,2160,0.02037,0.903,6.308562e+01,2.550057e-02,3.4681,1.1877,0,1,46,1917,99,99
45,2115,2160,0.020833,0.9,6.173158e+01,2.416017e-02,3.4415,1.3262,0,6,4,1916,99,99
46,2114,2160,0.021296,0.904,6.404305e+01,2.278179e-02,3.4556,1.1887,0,5,31,1915,99,99
47,2113,2160,0.021759,0.902,7.597653e+01,2.607444e-02,3.4352,1.1361,0,7,186,1914,99,99
48,2112,2160,0.022222,0.9,6.084291e+01,1.903527e-02,3.4396,1.2118,0,5,47,1913,99,99
49,2111,2160,0.022685,0.9,7.196362e+01,3.585901e-02,3.4315,1.3698,0,6,5,1912,99,99
50,2110,2160,0.023148,0.901,5.526696e+01,2.848421e-02,3.4171,1.1883,0,6,171,1911,99,99
51,2109,2160,0.023611,0.9,5.997703e+01,2.898592e-02,3.4272,1.1304,0,5,29,1910,99,99
52,2108,2160,0.024074,0.901,5.253543e+01,2.665607e-02,3.4281,1.1725,0,8,4,1909,99,99
53,2107,2160,0.024537,0.9,5.252960e+01,2.573370e-02,3.455,1.3642,0,4,3,1908,99,99
54,2106,2160,0.025,0.899,4.671711e+01,3.252685e-02,3.4373,1.2282,0,6,103,1907,99,99
55,2105,2160,0.025463,0.899,6.333934e+01,2.972600e-02,3.5255,1.4191,0,4,15,1906,99,99
56,2104,2160,0.025926,0.9,5.127838e+01,2.691581e-02,3.4332,1.3264,0,1,10,1905,99,99
57,2103,2160,0.026389,0.897,9.112691e+02,2.225285e-02,3.429,1.3129,0,5,104,1904,99,99
58,2102,2160,0.026852,0.896,7.329018e+01,3.539888e-02,3.4372,1.1409,0,6,34,1903,99,99
59,2101,2160,0.027315,0.897,6.814229e+01,3.013578e-02,3.4425,1.1936,0,0,153,1902,99,99
60,2100,2160,0.027778,0.896,6.480509e+01,3.268565e-02,3.4784,1.3959,0,6,6,1901,99,99
61,2099,2160,0.028241,0.897,7.607271e+01,3.201959e-02,3.4287,1.2597,0,6,182,1900,99,99
62,2098,2160,0.028704,0.896,8.564527e+02,2.576089e-02,3.4464,1.1218,0,7,167,1899,99,99
63,2097,2160,0.029167,0.896,8.932633e+01,3.237116e-02,3.4333,1.3224,0,6,111,1898,99,99
64,2096,2160,0.02963,0.898,7.526134e+01,3.452609e-02,3.4107,1.3477,0,6,112,1897,99,99
65,2095,2160,0.030093,0.896,8.650786e+01,7.152491e-02,3.4241,1.1438,0,6,192,1896,99,99
66,2094,2160,0.030556,0.894,6.862900e+01,2.048195e-02,3.4336,1.1496,0,1,3,1895,99,99
67,2093,2160,0.031019,0.894,7.521763e+01,3.082028e-02,3.474,1.366,0,6,187,1894,99,99
68,2092,2160,0.031481,0.896,7.384330e+01,1.940637e-02,3.5852,1.3233,0,1,195,1893,99,99
69,2091,2160,0.031944,0.892,7.316241e+01,3.093436e-02,3.4331,1.2608,1,0,0,1893,98,99
70,2090,2160,0.032407,0.896,1.611507e+02,2.135885e-02,3.427,1.3232,1,3,1,1893,97,99
71,2089,2160,0.03287,0.891,8.500116e+01,3.343087e-02,3.436,1.3202,0,6,193,1892,97,99
72,2088,2160,0.033333,0.892,8.030945e+01,2.686417e-02,3.433,1.1208,0,8,111,1891,97,99
73,2087,2160,0.033796,0.89,7.350519e+01,2.766505e-02,3.4765,1.1752,0,6,7,1890,97,99
