step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
0,2160,2160,0.0,0.916,0.000000e+00,1.851973e-02,0.5873,0.6456,2,9,0,1960,100,99
1,2159,2160,0.000463,0.916,0.000000e+00,5.689989e-05,0.0429,0.0222,0,6,0,1959,100,99
2,2158,2160,0.000926,0.916,0.000000e+00,7.483451e-03,0.0431,0.0225,0,6,41,1958,100,99
3,2157,2160,0.001389,0.916,0.000000e+00,4.650098e-03,0.0437,0.0217,0,6,106,1957,100,99
4,2156,2160,0.001852,0.916,0.000000e+00,1.139444e-02,0.0443,0.0222,1,9,6,1957,99,99
5,2155,2160,0.002315,0.916,0.000000e+00,1.958451e-03,0.0462,0.0237,0,6,42,1956,99,99
6,2154,2160,0.002778,0.916,0.000000e+00,2.756635e-03,0.0423,0.0235,0,6,108,1955,99,99
7,2153,2160,0.003241,0.916,0.000000e+00,1.402194e-03,0.043,0.0212,0,6,75,1954,99,99
8,2152,2160,0.003704,0.916,0.000000e+00,3.629779e-03,0.0429,0.0226,0,6,9,1953,99,99
9,2151,2160,0.004167,0.916,0.000000e+00,1.602132e-02,0.0445,0.0201,1,6,6,1953,98,99
10,2150,2160,0.00463,0.916,0.000000e+00,1.313325e-02,0.0455,0.0234,0,6,175,1952,98,99
11,2149,2160,0.005093,0.916,0.000000e+00,7.892732e-03,0.0432,0.0228,0,6,77,1951,98,99
12,2148,2160,0.005556,0.916,0.000000e+00,8.479943e-03,0.0443,0.0214,0,6,144,1950,98,99
13,2147,2160,0.006019,0.916,0.000000e+00,1.256201e-02,0.0439,0.0223,0,6,178,1949,98,99
14,2146,2160,0.006481,0.916,0.000000e+00,1.158156e-02,0.0442,0.0211,2,7,0,1949,98,98
15,2145,2160,0.006944,0.916,0.000000e+00,6.806955e-03,0.0444,0.0229,0,6,112,1948,98,98
16,2144,2160,0.007407,0.916,0.000000e+00,2.824835e-03,0.0433,0.0206,0,6,113,1947,98,98
17,2143,2160,0.00787,0.916,0.000000e+00,1.132100e-02,0.0451,0.0219,0,6,44,1946,98,98
18,2142,2160,0.008333,0.916,0.000000e+00,2.318903e-03,0.0437,0.0229,0,6,148,1945,98,98
19,2141,2160,0.008796,0.916,0.000000e+00,1.110329e-02,0.0433,0.0218,0,6,1,1944,98,98
20,2140,2160,0.009259,0.916,0.000000e+00,1.626341e-02,0.0444,0.0211,0,6,11,1943,98,98
21,2139,2160,0.009722,0.916,0.000000e+00,2.360821e-03,0.0422,0.0217,2,8,0,1943,98,97
22,2138,2160,0.010185,0.916,0.000000e+00,4.068487e-03,0.0431,0.0215,1,4,6,1943,97,97
23,2137,2160,0.010648,0.916,0.000000e+00,8.868244e-03,0.0436,0.0204,0,6,117,1942,97,97
24,2136,2160,0.011111,0.916,0.000000e+00,3.849657e-04,0.0417,0.022,0,6,118,1941,97,97
25,2135,2160,0.011574,0.916,0.000000e+00,1.916444e-02,0.0425,0.021,0,6,47,1940,97,97
26,2134,2160,0.012037,0.916,0.000000e+00,1.198843e-02,0.0432,0.0201,0,6,12,1939,97,97
27,2133,2160,0.0125,0.916,0.000000e+00,1.361226e-02,0.045,0.0184,2,2,0,1939,97,96
28,2132,2160,0.012963,0.916,0.000000e+00,3.423259e-03,0.042,0.0227,0,6,2,1938,97,96
29,2131,2160,0.013426,0.916,0.000000e+00,3.883712e-03,0.041,0.0225,0,6,84,1937,97,96
30,2130,2160,0.013889,0.916,0.000000e+00,6.003548e-03,0.0416,0.0237,0,6,123,1936,97,96
31,2129,2160,0.014352,0.916,0.000000e+00,2.213658e-02,0.0446,0.0222,0,6,192,1935,97,96
32,2128,2160,0.014815,0.916,0.000000e+00,8.840178e-03,0.0447,0.0237,0,6,85,1934,97,96
33,2127,2160,0.015278,0.916,0.000000e+00,1.002831e-02,0.0461,0.0194,0,6,86,1933,97,96
34,2126,2160,0.015741,0.916,0.000000e+00,1.159771e-02,0.0437,0.0216,1,2,6,1933,96,96
35,2125,2160,0.016204,0.916,0.000000e+00,6.584030e-03,0.044,0.022,0,6,50,1932,96,96
36,2124,2160,0.016667,0.916,0.000000e+00,1.723419e-02,0.0419,0.0202,0,6,161,1931,96,96
37,2123,2160,0.01713,0.916,0.000000e+00,2.691417e-02,0.043,0.0218,1,3,6,1931,95,96
38,2122,2160,0.017593,0.916,0.000000e+00,4.968135e-03,0.042,0.02,0,6,3,1930,95,96
39,2121,2160,0.018056,0.916,0.000000e+00,1.860519e-03,0.0424,0.0226,1,0,0,1930,94,96
40,2120,2160,0.018519,0.916,0.000000e+00,5.362186e-03,0.0407,0.0224,0,6,89,1929,94,96
41,2119,2160,0.018981,0.916,0.000000e+00,2.489164e-03,0.0405,0.0211,0,6,4,1928,94,96
42,2118,2160,0.019444,0.916,0.000000e+00,6.850047e-03,0.0427,0.0205,0,6,130,1927,94,96
43,2117,2160,0.019907,0.916,0.000000e+00,1.433981e-02,0.0406,0.0203,0,6,5,1926,94,96
44,2116,2160,0.02037,0.916,0.000000e+00,1.457755e-02,0.0402,0.0203,0,6,92,1925,94,96
45,2115,2160,0.020833,0.916,0.000000e+00,7.798229e-03,0.0408,0.0194,0,6,17,1924,94,96
46,2114,2160,0.021296,0.916,0.000000e+00,2.362279e-03,0.0415,0.0211,0,6,18,1923,94,96
47,2113,2160,0.021759,0.916,0.000000e+00,8.272935e-03,0.0826,0.0226,0,6,135,1922,94,96
48,2112,2160,0.022222,0.916,0.000000e+00,1.623716e-02,0.0415,0.0232,0,6,19,1921,94,96
49,2111,2160,0.022685,0.916,0.000000e+00,8.302317e-04,0.0452,0.0216,0,6,137,1920,94,96
