epoch,train_acc,test_acc,train_loss,epoch_time_s
0,0.2197,0.194,0.225876,0.434
1,0.2619,0.232,0.222911,0.004
2,0.3382,0.315,0.219583,0.003
3,0.4426,0.419,0.215917,0.003
4,0.5097,0.496,0.211853,0.003
5,0.5573,0.539,0.206967,0.003
6,0.5953,0.572,0.201498,0.003
7,0.6209,0.604,0.195362,0.004
8,0.6338,0.623,0.188258,0.003
9,0.6625,0.648,0.180422,0.004
10,0.6894,0.684,0.172151,0.003
11,0.7088,0.696,0.163182,0.004
12,0.7139,0.703,0.154181,0.004
13,0.7134,0.71,0.144913,0.003
14,0.7362,0.728,0.136004,0.003
15,0.726,0.712,0.12765,0.003
16,0.7426,0.73,0.119904,0.004
17,0.7699,0.762,0.112955,0.003
18,0.7702,0.772,0.106635,0.003
19,0.7738,0.765,0.100718,0.003
20,0.7877,0.776,0.095465,0.003
21,0.792,0.77,0.09095,0.004
22,0.805,0.78,0.086788,0.003
23,0.8065,0.779,0.082892,0.003
24,0.8065,0.781,0.079802,0.003
25,0.821,0.79,0.076688,0.004
26,0.8194,0.785,0.073771,0.003
27,0.8261,0.797,0.071396,0.003
28,0.8367,0.819,0.068852,0.003
29,0.8358,0.811,0.066827,0.003
30,0.8395,0.814,0.064719,0.003
31,0.8418,0.82,0.063419,0.004
32,0.8417,0.823,0.061581,0.003
33,0.8498,0.835,0.059777,0.003
34,0.8551,0.842,0.058295,0.003
35,0.8575,0.839,0.056962,0.003
36,0.858,0.843,0.055973,0.003
37,0.8615,0.85,0.054809,0.003
38,0.8579,0.843,0.053957,0.004
39,0.8629,0.847,0.05299,0.003
40,0.8681,0.851,0.051982,0.003
41,0.8696,0.847,0.050901,0.003
42,0.8668,0.859,0.050691,0.003
43,0.8701,0.848,0.049411,0.003
44,0.8671,0.849,0.048968,0.003
45,0.8676,0.854,0.048475,0.004
46,0.8755,0.863,0.047346,0.004
47,0.8762,0.866,0.046952,0.004
48,0.8784,0.869,0.046111,0.003
49,0.8784,0.864,0.0456,0.004
50,0.877,0.861,0.045347,0.004
51,0.881,0.87,0.044651,0.004
