step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
0,81200,81200,0.0,0.962,0.000000e+00,5.320780e-03,54.9169,1.4056,0,13,0,39199,40000,2000
1,81199,81200,1.2e-05,0.962,0.000000e+00,1.198913e-02,53.9208,0.328,0,13,1,39198,40000,2000
2,81198,81200,2.5e-05,0.962,0.000000e+00,5.977465e-03,53.7885,0.3259,0,13,2,39197,40000,2000
3,81197,81200,3.7e-05,0.962,0.000000e+00,1.726500e-03,53.9847,0.3246,0,13,3,39196,40000,2000
4,81196,81200,4.9e-05,0.962,0.000000e+00,8.175931e-03,53.8414,0.3456,0,13,4,39195,40000,2000
5,81195,81200,6.2e-05,0.962,0.000000e+00,3.491637e-03,53.9336,0.3237,0,13,5,39194,40000,2000
6,81194,81200,7.4e-05,0.962,0.000000e+00,7.272072e-04,53.762,0.3284,0,13,6,39193,40000,2000
7,81193,81200,8.6e-05,0.962,0.000000e+00,8.559420e-03,54.0931,0.3384,0,13,7,39192,40000,2000
8,81192,81200,9.9e-05,0.962,0.000000e+00,4.531151e-03,53.8235,0.3372,0,13,9,39191,40000,2000
9,81191,81200,0.000111,0.962,0.000000e+00,7.142984e-03,54.0521,0.3308,0,13,11,39190,40000,2000
10,81190,81200,0.000123,0.962,0.000000e+00,6.580857e-03,53.8338,0.3352,0,13,21,39189,40000,2000
11,81189,81200,0.000135,0.962,0.000000e+00,6.190767e-04,53.7726,0.3398,0,13,13,39188,40000,2000
12,81188,81200,0.000148,0.962,0.000000e+00,1.088910e-02,54.7455,0.3288,0,13,14,39187,40000,2000
13,81187,81200,0.00016,0.962,0.000000e+00,4.139126e-03,55.7681,0.3405,0,13,22,39186,40000,2000
14,81186,81200,0.000172,0.962,0.000000e+00,3.743015e-04,54.0079,0.3336,0,13,23,39185,40000,2000
15,81185,81200,0.000185,0.962,0.000000e+00,7.318532e-04,54.0618,0.3228,0,13,24,39184,40000,2000
16,81184,81200,0.000197,0.962,0.000000e+00,7.919001e-03,53.8535,0.3504,0,13,26,39183,40000,2000
17,81183,81200,0.000209,0.962,0.000000e+00,8.093318e-03,53.9909,0.3427,0,13,19,39182,40000,2000
18,81182,81200,0.000222,0.962,0.000000e+00,1.817681e-02,53.9282,0.3479,0,13,29,39181,40000,2000
19,81181,81200,0.000234,0.962,0.000000e+00,5.575574e-03,54.0144,0.3397,0,13,20,39180,40000,2000
20,81180,81200,0.000246,0.962,0.000000e+00,3.744941e-03,53.9076,0.33,0,13,25,39179,40000,2000
21,81179,81200,0.000259,0.962,0.000000e+00,7.248456e-03,54.1142,0.3368,0,13,30,39178,40000,2000
22,81178,81200,0.000271,0.962,0.000000e+00,5.393122e-03,53.9341,0.3356,0,13,27,39177,40000,2000
23,81177,81200,0.000283,0.962,0.000000e+00,1.863158e-03,54.0534,0.3313,0,13,34,39176,40000,2000
24,81176,81200,0.000296,0.962,0.000000e+00,2.153740e-02,54.0798,0.337,0,13,37,39175,40000,2000
25,81175,81200,0.000308,0.962,0.000000e+00,1.496934e-02,53.9633,0.3392,0,13,8,39174,40000,2000
26,81174,81200,0.00032,0.962,0.000000e+00,3.479828e-03,53.8171,0.3372,0,13,31,39173,40000,2000
27,81173,81200,0.000333,0.962,0.000000e+00,5.242664e-03,53.842,0.3321,0,13,33,39172,40000,2000
28,81172,81200,0.000345,0.962,0.000000e+00,9.230917e-03,53.9578,0.3354,0,13,41,39171,40000,2000
29,81171,81200,0.000357,0.962,0.000000e+00,1.459369e-02,53.8197,0.3315,0,13,10,39170,40000,2000
30,81170,81200,0.000369,0.962,0.000000e+00,9.805675e-03,54.0448,0.3489,0,13,17,39169,40000,2000
31,81169,81200,0.000382,0.962,0.000000e+00,5.262941e-04,54.2231,0.3467,0,13,40,39168,40000,2000
32,81168,81200,0.000394,0.962,0.000000e+00,2.972541e-03,54.11,0.3369,0,13,44,39167,40000,2000
33,81167,81200,0.000406,0.962,0.000000e+00,2.492516e-03,53.8671,0.3361,0,13,38,39166,40000,2000
34,81166,81200,0.000419,0.962,0.000000e+00,1.510543e-02,54.1398,0.348,0,13,47,39165,40000,2000
35,81165,81200,0.000431,0.962,0.000000e+00,1.204694e-02,53.8963,0.3224,0,13,18,39164,40000,2000
36,81164,81200,0.000443,0.962,0.000000e+00,4.265807e-03,54.112,0.3364,0,13,50,39163,40000,2000
