step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ,layer_3_NZ
94,2166,2260,0.041593,0.126,9.006070e-10,1.208790e-03,0.3495,0.0236,1,2,8,1916,93,78,78
95,2165,2260,0.042035,0.126,9.908055e-10,2.160124e-04,0.358,0.0214,1,0,1,1916,92,78,78
96,2164,2260,0.042478,0.126,1.091823e-09,8.670653e-03,0.3487,0.0206,2,3,5,1916,92,77,78
97,2163,2260,0.04292,0.126,1.207332e-09,6.125297e-04,0.3623,0.0216,0,5,120,1915,92,77,78
98,2162,2260,0.043363,0.126,1.329838e-09,4.060493e-04,0.3765,0.0218,0,5,176,1914,92,77,78
99,2161,2260,0.043805,0.126,1.277077e-09,6.988499e-05,0.3406,3.6699,0,3,119,1913,92,77,78
100,2160,2260,0.044248,0.126,1.351667e-09,1.724595e-03,0.3571,0.0214,0,8,29,1912,92,77,78
101,2159,2260,0.04469,0.126,1.496812e-09,1.347628e-03,0.3487,0.0205,0,8,137,1911,92,77,78
102,2158,2260,0.045133,0.126,1.398348e-09,1.564427e-03,0.3443,0.0217,0,8,140,1910,92,77,78
103,2157,2260,0.045575,0.126,1.521607e-09,1.401969e-03,0.3944,0.0201,0,8,39,1909,92,77,78
104,2156,2260,0.046018,0.126,1.419190e-09,4.973903e-04,0.3604,0.0228,0,6,118,1908,92,77,78
105,2155,2260,0.04646,0.126,1.585351e-09,1.175851e-03,0.3426,0.0215,0,6,91,1907,92,77,78
106,2154,2260,0.046903,0.126,1.590103e-09,6.156297e-04,0.3383,0.0228,0,6,122,1906,92,77,78
107,2153,2260,0.047345,0.126,1.509617e-09,2.903830e-04,0.3342,0.0219,0,1,59,1905,92,77,78
108,2152,2260,0.047788,0.126,1.684970e-09,9.867790e-04,0.3412,3.6516,0,1,70,1904,92,77,78
109,2151,2260,0.04823,0.126,1.800728e-09,5.800184e-04,0.3488,3.6436,0,1,1,1903,92,77,78
110,2150,2260,0.048673,0.126,1.762066e-09,9.562055e-05,0.3413,3.6524,0,7,82,1902,92,77,78
111,2149,2260,0.049115,0.126,1.860704e-09,1.235703e-04,0.3414,3.6421,0,7,166,1901,92,77,78
112,2148,2260,0.049558,0.126,1.841416e-09,7.420307e-04,0.3397,0.0213,0,6,78,1900,92,77,78
113,2147,2260,0.05,0.126,2.036046e-09,1.258521e-03,0.3471,0.0223,0,6,41,1899,92,77,78
114,2146,2260,0.050442,0.126,1.967037e-09,8.237118e-04,0.3582,0.0215,0,6,135,1898,92,77,78
115,2145,2260,0.050885,0.126,2.033452e-09,7.158437e-04,0.3516,0.0233,0,5,82,1897,92,77,78
116,2144,2260,0.051327,0.126,2.238063e-09,6.429792e-04,0.3715,0.0224,0,5,86,1896,92,77,78
117,2143,2260,0.05177,0.126,2.140651e-09,6.266893e-05,0.3519,3.6539,0,9,120,1895,92,77,78
118,2142,2260,0.052212,0.126,2.197933e-09,6.131032e-05,0.3516,3.649,0,2,175,1894,92,77,78
119,2141,2260,0.052655,0.126,2.260165e-09,6.589470e-05,0.3572,3.6273,0,2,27,1893,92,77,78
120,2140,2260,0.053097,0.126,2.315879e-09,7.396530e-04,0.3807,0.0234,0,5,52,1892,92,77,78
121,2139,2260,0.05354,0.126,2.577273e-09,1.175818e-03,0.3488,0.0215,0,5,23,1891,92,77,78
122,2138,2260,0.053982,0.126,2.656903e-09,7.690182e-04,0.3485,0.0201,0,5,134,1890,92,77,78
123,2137,2260,0.054425,0.126,2.586398e-09,2.155371e-03,0.3531,0.0213,0,8,82,1889,92,77,78
124,2136,2260,0.054867,0.126,2.847807e-09,1.377500e-03,0.3594,0.0214,0,8,132,1888,92,77,78
125,2135,2260,0.05531,0.126,2.670066e-09,1.456125e-03,0.3411,0.023,3,2,6,1888,92,77,77
126,2134,2260,0.055752,0.126,2.949212e-09,1.400423e-03,0.3351,0.0228,0,6,28,1887,92,77,77
127,2133,2260,0.056195,0.126,3.260646e-09,8.297213e-04,0.3479,0.0217,0,6,8,1886,92,77,77
128,2132,2260,0.056637,0.126,3.173952e-09,1.599979e-03,0.3475,0.0223,0,8,159,1885,92,77,77
129,2131,2260,0.05708,0.126,3.492206e-09,1.870830e-03,0.335,0.0222,0,8,187,1884,92,77,77
130,2130,2260,0.057522,0.126,3.328731e-09,1.298423e-03,0.3436,0.0225,0,8,185,1883,92,77,77
131,2129,2260,0.057965,0.126,3.420646e-09,1.623053e-03,0.3413,0.022,0,8,31,1882,92,77,77
132,2128,2260,0.058407,0.126,3.494035e-09,1.660051e-03,0.3407,0.0218,0,8,158,1881,92,77,77
133,2127,2260,0.05885,0.126,3.504293e-09,2.104747e-03,0.3415,0.0222,0,8,3,1880,92,77,77
134,2126,2260,0.059292,0.126,3.687927e-09,1.940066e-03,0.3416,0.0227,0,8,134,1879,92,77,77
135,2125,2260,0.059735,0.126,3.650719e-09,1.903463e-03,0.3334,0.0215,0,8,144,1878,92,77,77
136,2124,2260,0.060177,0.126,3.649141e-09,1.820966e-03,0.3389,0.0227,0,8,14,1877,92,77,77
137,2123,2260,0.060619,0.126,3.622835e-09,1.856213e-03,0.351,0.0227,0,8,10,1876,92,77,77
138,2122,2260,0.061062,0.126,3.611083e-09,1.957535e-03,0.3379,0.022,0,8,0,1875,92,77,77
139,2121,2260,0.061504,0.126,3.548078e-09,1.929834e-03,0.3397,0.0212,0,8,20,1874,92,77,77
140,2120,2260,0.061947,0.126,3.718918e-09,1.655291e-03,0.3437,0.0211,0,8,102,1873,92,77,77
141,2119,2260,0.062389,0.126,3.767938e-09,2.023686e-03,0.3345,0.0208,0,8,41,1872,92,77,77
142,2118,2260,0.062832,0.126,4.105537e-09,2.126387e-03,0.3338,0.0216,0,8,124,1871,92,77,77
143,2117,2260,0.063274,0.126,4.065358e-09,2.515768e-03,0.3415,0.0241,0,8,59,1870,92,77,77
144,2116,2260,0.063717,0.126,4.328815e-09,2.582448e-03,0.3347,0.021,0,8,65,1869,92,77,77
145,2115,2260,0.064159,0.126,4.159369e-09,2.874194e-03,0.3379,0.0227,0,8,167,1868,92,77,77
146,2114,2260,0.064602,0.126,4.284469e-09,1.673126e-03,0.3371,0.0212,0,8,5,1867,92,77,77
147,2113,2260,0.065044,0.126,4.413805e-09,1.015405e-04,0.3421,3.6423,0,0,77,1866,92,77,77
148,2112,2260,0.065487,0.126,4.502030e-09,8.531152e-04,0.3539,0.0222,2,7,2,1866,92,76,77
149,2111,2260,0.065929,0.126,4.869190e-09,1.388504e-04,0.3416,3.6335,0,7,92,1865,92,76,77
150,2110,2260,0.066372,0.126,5.010736e-09,8.890341e-04,0.3426,0.0213,0,6,121,1864,92,76,77
151,2109,2260,0.066814,0.126,5.425887e-09,2.049709e-03,0.3521,0.0208,0,6,164,1863,92,76,77
152,2108,2260,0.067257,0.126,5.680352e-09,1.687930e-03,0.3469,0.0236,0,6,7,1862,92,76,77
153,2107,2260,0.067699,0.126,5.509818e-09,2.058365e-04,0.3495,3.6317,0,7,79,1861,92,76,77
154,2106,2260,0.068142,0.126,5.622677e-09,7.137714e-04,0.3464,0.021,0,1,160,1860,92,76,77
155,2105,2260,0.068584,0.126,6.105440e-09,1.025215e-03,0.3455,0.0235,0,1,106,1859,92,76,77
156,2104,2260,0.069027,0.126,5.970090e-09,7.284313e-04,0.3468,0.0218,0,1,64,1858,92,76,77
157,2103,2260,0.069469,0.126,6.211963e-09,1.012671e-03,0.3459,0.0209,0,1,19,1857,92,76,77
158,2102,2260,0.069912,0.126,6.498891e-09,7.939765e-04,0.3663,0.0228,0,1,45,1856,92,76,77
159,2101,2260,0.070354,0.126,6.442866e-09,9.937456e-04,0.3564,0.0232,0,5,88,1855,92,76,77
160,2100,2260,0.070796,0.126,6.932908e-09,1.347082e-03,0.3478,0.0229,0,5,172,1854,92,76,77
161,2099,2260,0.071239,0.126,6.823463e-09,1.190618e-03,0.3377,0.0212,0,5,81,1853,92,76,77
162,2098,2260,0.071681,0.126,7.266753e-09,1.216828e-03,0.3462,0.0218,0,5,119,1852,92,76,77
163,2097,2260,0.072124,0.126,7.148450e-09,1.169802e-03,0.342,0.0224,0,5,6,1851,92,76,77
164,2096,2260,0.072566,0.126,7.565802e-09,1.630097e-03,0.353,0.0235,0,5,161,1850,92,76,77
165,2095,2260,0.073009,0.126,7.717217e-09,1.336705e-03,0.3478,0.0229,0,5,48,1849,92,76,77
166,2094,2260,0.073451,0.126,7.971385e-09,1.480748e-03,0.3583,0.0208,0,5,98,1848,92,76,77
167,2093,2260,0.073894,0.126,8.473488e-09,1.243249e-03,0.35,0.0209,0,5,91,1847,92,76,77
168,2092,2260,0.074336,0.126,8.458572e-09,1.331423e-02,0.3376,0.0211,1,0,6,1847,91,76,77
169,2091,2260,0.074779,0.126,9.075650e-09,1.424433e-04,0.344,3.6703,0,0,128,1846,91,76,77
170,2090,2260,0.075221,0.126,9.203002e-09,2.705876e-03,0.3565,0.0205,0,8,141,1845,91,76,77
171,2089,2260,0.075664,0.126,9.868356e-09,2.949524e-03,0.3577,0.0652,0,8,48,1844,91,76,77
172,2088,2260,0.076106,0.126,9.648760e-09,9.193789e-04,0.3479,0.0231,0,6,112,1843,91,76,77
173,2087,2260,0.076549,0.126,1.031680e-08,2.681737e-03,0.3595,0.0216,0,6,168,1842,91,76,77
174,2086,2260,0.076991,0.126,1.004260e-08,1.277206e-03,0.3564,0.024,0,6,156,1841,91,76,77
175,2085,2260,0.077434,0.126,1.005790e-08,1.074611e-03,0.3578,0.02,0,6,18,1840,91,76,77
176,2084,2260,0.077876,0.126,1.074807e-08,2.832911e-03,0.343,0.0215,0,6,22,1839,91,76,77
177,2083,2260,0.078319,0.126,1.050256e-08,1.128716e-03,0.3424,0.0232,0,6,113,1838,91,76,77
178,2082,2260,0.078761,0.126,1.018178e-08,1.137213e-03,0.3486,0.0225,0,6,4,1837,91,76,77
179,2081,2260,0.079204,0.126,1.066299e-08,2.937806e-03,0.3367,0.0226,0,6,16,1836,91,76,77
180,2080,2260,0.079646,0.126,1.108576e-08,1.557750e-03,0.3514,0.0228,0,6,93,1835,91,76,77
181,2079,2260,0.080088,0.126,1.085488e-08,8.669190e-04,0.3422,0.022,2,6,4,1835,91,75,77
182,2078,2260,0.080531,0.126,1.161877e-08,1.313686e-03,0.3612,3.6511,0,1,71,1834,91,75,77
183,2077,2260,0.080973,0.126,1.215100e-08,9.129522e-04,0.3627,0.0235,0,1,154,1833,91,75,77
184,2076,2260,0.081416,0.126,1.198812e-08,1.665415e-04,0.3595,3.6392,0,4,83,1832,91,75,77
185,2075,2260,0.081858,0.126,1.220879e-08,1.573033e-04,0.3494,3.6358,0,0,20,1831,91,75,77
186,2074,2260,0.082301,0.126,1.249584e-08,1.516155e-04,0.3374,3.6502,0,0,96,1830,91,75,77
187,2073,2260,0.082743,0.126,1.258632e-08,3.249567e-03,0.3429,0.0212,0,8,120,1829,91,75,77
188,2072,2260,0.083186,0.126,1.342929e-08,2.477190e-03,0.3484,0.0215,0,8,142,1828,91,75,77
189,2071,2260,0.083628,0.126,1.273842e-08,2.736703e-03,0.3556,0.0214,0,8,162,1827,91,75,77
190,2070,2260,0.084071,0.126,1.345546e-08,3.442225e-03,0.3514,0.0203,0,8,38,1826,91,75,77
191,2069,2260,0.084513,0.126,1.308381e-08,2.463713e-03,0.3618,0.0221,0,8,171,1825,91,75,77
192,2068,2260,0.084956,0.126,1.334811e-08,3.543781e-03,0.3402,0.0213,0,8,60,1824,91,75,77
193,2067,2260,0.085398,0.126,1.369982e-08,2.537876e-03,0.3436,0.0228,0,8,136,1823,91,75,77
194,2066,2260,0.085841,0.126,1.363095e-08,2.837096e-03,0.3402,0.0213,0,8,122,1822,91,75,77
195,2065,2260,0.086283,0.126,1.435865e-08,3.771087e-03,0.3398,0.023,0,8,174,1821,91,75,77
196,2064,2260,0.086726,0.126,1.419211e-08,3.554710e-03,0.3387,0.0215,0,8,188,1820,91,75,77
197,2063,2260,0.087168,0.126,1.417937e-08,2.256655e-03,0.3585,0.024,0,8,150,1819,91,75,77
198,2062,2260,0.087611,0.126,1.472355e-08,4.514413e-03,0.3567,0.0207,0,8,11,1818,91,75,77
199,2061,2260,0.088053,0.126,1.495251e-08,3.254901e-03,0.3405,0.0212,0,8,115,1817,91,75,77
200,2060,2260,0.088496,0.126,1.447924e-08,3.192042e-03,0.3536,0.0219,0,8,111,1816,91,75,77
201,2059,2260,0.088938,0.126,1.528423e-08,2.809852e-03,0.3406,0.0228,0,8,152,1815,91,75,77
202,2058,2260,0.089381,0.126,1.530291e-08,2.552739e-04,0.3439,3.6579,0,7,150,1814,91,75,77
203,2057,2260,0.089823,0.126,1.576611e-08,1.349790e-04,0.3983,3.6514,0,2,111,1813,91,75,77
204,2056,2260,0.090265,0.126,1.614845e-08,1.338649e-04,0.3459,3.6398,0,9,75,1812,91,75,77
205,2055,2260,0.090708,0.126,1.647920e-08,2.171944e-04,0.3466,3.6419,0,3,163,1811,91,75,77
206,2054,2260,0.09115,0.126,1.694859e-08,2.220968e-04,0.3446,3.6441,0,3,91,1810,91,75,77
207,2053,2260,0.091593,0.126,1.683293e-08,1.366343e-03,0.3595,0.0199,0,5,13,1809,91,75,77
208,2052,2260,0.092035,0.126,1.796201e-08,2.103200e-03,0.351,0.0222,0,5,95,1808,91,75,77
209,2051,2260,0.092478,0.126,1.742208e-08,1.682070e-03,0.3394,0.0228,0,5,149,1807,91,75,77
210,2050,2260,0.09292,0.126,1.791265e-08,2.082353e-03,0.3667,0.0224,0,5,75,1806,91,75,77
211,2049,2260,0.093363,0.126,1.865559e-08,1.319786e-03,0.3504,0.0202,0,5,16,1805,91,75,77
212,2048,2260,0.093805,0.126,1.851687e-08,1.163677e-03,0.3706,0.0222,0,1,9,1804,91,75,77
213,2047,2260,0.094248,0.126,1.965582e-08,1.554320e-03,0.3445,0.0205,0,1,25,1803,91,75,77
214,2046,2260,0.09469,0.126,1.928760e-08,1.352341e-03,0.3429,0.0222,0,1,139,1802,91,75,77
215,2045,2260,0.095133,0.126,2.009840e-08,1.611103e-03,0.3358,0.0206,0,1,77,1801,91,75,77
216,2044,2260,0.095575,0.126,2.032452e-08,1.301348e-03,0.3575,0.0209,0,1,186,1800,91,75,77
217,2043,2260,0.096018,0.126,2.076878e-08,1.586680e-03,0.3408,0.0203,0,1,157,1799,91,75,77
218,2042,2260,0.09646,0.126,2.164280e-08,1.346202e-03,0.3301,0.0216,0,1,148,1798,91,75,77
219,2041,2260,0.096903,0.126,2.179460e-08,1.940584e-04,0.3389,3.6571,0,0,17,1797,91,75,77
220,2040,2260,0.097345,0.126,2.212057e-08,1.885356e-04,0.3552,0.0222,1,2,2,1797,90,75,77
221,2039,2260,0.097788,0.126,2.341107e-08,2.510301e-04,0.3561,3.6299,0,0,104,1796,90,75,77
222,2038,2260,0.09823,0.126,2.364978e-08,3.168342e-03,0.3444,0.0234,0,6,3,1795,90,75,77
223,2037,2260,0.098673,0.126,2.492445e-08,2.519886e-03,0.3437,0.0215,0,6,14,1794,90,75,77
224,2036,2260,0.099115,0.126,2.381411e-08,1.553866e-03,0.3409,0.0256,0,6,21,1793,90,75,77
225,2035,2260,0.099558,0.126,2.458472e-08,4.470565e-03,0.3384,0.0212,0,6,44,1792,90,75,77
226,2034,2260,0.1,0.126,2.499180e-08,2.168224e-03,0.3651,0.0239,0,6,165,1791,90,75,77
227,2033,2260,0.100442,0.126,2.465547e-08,2.373970e-03,0.339,0.0219,1,9,8,1791,89,75,77
228,2032,2260,0.100885,0.126,2.595300e-08,3.656060e-04,0.3324,3.669,0,7,151,1790,89,75,77
229,2031,2260,0.101327,0.126,2.622326e-08,2.944490e-04,0.3483,3.6441,0,7,171,1789,89,75,77
230,2030,2260,0.10177,0.126,2.654669e-08,1.696164e-03,0.3449,0.0227,0,6,58,1788,89,75,77
231,2029,2260,0.102212,0.126,2.799792e-08,3.713335e-03,0.3402,0.0206,0,6,176,1787,89,75,77
232,2028,2260,0.102655,0.126,2.737248e-08,2.402286e-03,0.3384,0.0208,0,6,187,1786,89,75,77
233,2027,2260,0.103097,0.126,2.697442e-08,1.489844e-03,0.3508,0.0229,0,5,32,1785,89,75,77
234,2026,2260,0.10354,0.126,2.848754e-08,2.876594e-03,0.3595,0.0215,0,5,155,1784,89,75,77
235,2025,2260,0.103982,0.126,2.831168e-08,1.864917e-03,0.3497,0.0211,0,5,140,1783,89,75,77
236,2024,2260,0.104425,0.126,2.818608e-08,2.156020e-04,0.3371,3.6614,0,4,97,1782,89,75,77
237,2023,2260,0.104867,0.126,2.871726e-08,2.909182e-03,0.3406,0.0211,0,8,35,1781,89,75,77
