step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ
137,1923,2060,0.066505,0.922,2.933086e-01,1.118178e-02,0.2452,2.9942,0,2,150,1828,94
138,1922,2060,0.06699,0.922,2.800269e-01,9.988139e-03,0.2487,2.9885,0,2,89,1827,94
139,1921,2060,0.067476,0.922,2.857337e-01,5.658633e-03,0.2369,3.0084,0,2,116,1826,94
140,1920,2060,0.067961,0.922,2.973638e-01,1.065709e-02,0.2449,3.0007,0,2,95,1825,94
141,1919,2060,0.068447,0.922,3.213538e-01,1.182545e-02,0.2366,2.998,0,2,179,1824,94
142,1918,2060,0.068932,0.922,3.153317e-01,9.059106e-03,0.243,2.9901,0,2,164,1823,94
143,1917,2060,0.069417,0.922,3.096943e-01,8.632033e-03,0.2411,3.0063,0,2,115,1822,94
144,1916,2060,0.069903,0.922,3.229612e-01,7.764193e-03,0.2443,3.0095,0,2,47,1821,94
145,1915,2060,0.070388,0.922,3.420862e-01,9.555802e-03,0.2458,2.9845,0,2,40,1820,94
146,1914,2060,0.070874,0.922,3.564578e-01,1.221761e-02,0.237,2.9894,0,2,102,1819,94
147,1913,2060,0.071359,0.922,3.520908e-01,8.447873e-03,0.2358,3.0036,0,2,189,1818,94
148,1912,2060,0.071845,0.922,3.667715e-01,1.248292e-02,0.2381,2.9882,0,2,163,1817,94
149,1911,2060,0.07233,0.922,3.819379e-01,1.100214e-02,0.2334,3.0047,0,2,128,1816,94
150,1910,2060,0.072816,0.922,3.639876e-01,2.718769e-03,0.2445,3.0017,1,3,2,1816,93
151,1909,2060,0.073301,0.922,3.886641e-01,8.021390e-03,0.2361,2.998,1,1,2,1816,92
152,1908,2060,0.073786,0.922,4.041790e-01,1.055511e-02,0.2372,2.9995,0,2,51,1815,92
153,1907,2060,0.074272,0.922,4.390042e-01,1.405566e-02,0.2407,3.006,0,2,14,1814,92
154,1906,2060,0.074757,0.922,4.437558e-01,1.580208e-02,0.2333,2.9972,0,2,52,1813,92
155,1905,2060,0.075243,0.922,4.165081e-01,1.047847e-02,0.2311,3.007,0,2,69,1812,92
156,1904,2060,0.075728,0.922,4.283275e-01,1.315365e-02,0.2544,3.0072,0,2,110,1811,92
157,1903,2060,0.076214,0.922,4.064770e-01,8.915994e-03,0.2424,3.0033,0,2,100,1810,92
158,1902,2060,0.076699,0.922,4.356242e-01,1.214878e-02,0.2388,3.0069,0,2,15,1809,92
159,1901,2060,0.077184,0.922,4.312902e-01,8.656377e-03,0.2377,3.0063,0,2,127,1808,92
160,1900,2060,0.07767,0.922,4.399344e-01,1.288373e-02,0.2466,2.9988,0,2,60,1807,92
161,1899,2060,0.078155,0.922,4.571660e-01,1.063192e-02,0.2325,3.0055,0,2,25,1806,92
162,1898,2060,0.078641,0.922,4.292565e-01,1.962204e-04,0.2416,2.9995,0,4,147,1805,92
163,1897,2060,0.079126,0.922,4.399484e-01,1.984388e-04,0.2387,3.0071,0,4,186,1804,92
164,1896,2060,0.079612,0.922,4.519522e-01,9.670665e-03,0.2348,2.9913,0,2,8,1803,92
165,1895,2060,0.080097,0.922,4.998190e-01,1.209507e-02,0.235,3.0063,0,2,18,1802,92
166,1894,2060,0.080583,0.922,4.753914e-01,1.125555e-02,0.2337,3.0002,0,2,147,1801,92
167,1893,2060,0.081068,0.922,4.921756e-01,9.304576e-03,0.2379,3.0027,0,2,13,1800,92
168,1892,2060,0.081553,0.922,5.004829e-01,1.139008e-02,0.2378,2.9996,0,2,45,1799,92
169,1891,2060,0.082039,0.922,5.065304e-01,1.052584e-02,0.2463,2.9937,0,2,64,1798,92
170,1890,2060,0.082524,0.922,5.177415e-01,1.212981e-02,0.2411,2.9967,0,2,137,1797,92
171,1889,2060,0.08301,0.922,5.494957e-01,1.737582e-02,0.2387,2.9923,0,2,28,1796,92
172,1888,2060,0.083495,0.922,5.217982e-01,1.740711e-02,0.2399,2.9954,0,2,107,1795,92
173,1887,2060,0.083981,0.922,4.967588e-01,1.228360e-02,0.2431,2.9994,0,2,156,1794,92
174,1886,2060,0.084466,0.922,5.205930e-01,1.238388e-02,0.2361,2.9984,0,2,81,1793,92
175,1885,2060,0.084951,0.922,4.990678e-01,7.592019e-03,0.2411,3.007,1,5,2,1793,91
176,1884,2060,0.085437,0.922,5.385776e-01,2.523780e-02,0.2463,3.002,0,2,195,1792,91
177,1883,2060,0.085922,0.922,5.711286e-01,1.632386e-02,0.2421,3.0012,0,2,35,1791,91
178,1882,2060,0.086408,0.922,5.313292e-01,1.120975e-02,0.235,3.0067,0,2,171,1790,91
179,1881,2060,0.086893,0.922,5.207288e-01,9.964002e-03,0.2447,2.9935,0,2,62,1789,91
180,1880,2060,0.087379,0.922,5.470489e-01,1.497288e-02,0.2487,2.9911,0,2,72,1788,91
181,1879,2060,0.087864,0.922,5.219791e-01,1.755157e-02,0.247,3.0028,0,2,111,1787,91
182,1878,2060,0.08835,0.922,5.482344e-01,1.541486e-02,0.2424,2.9957,0,2,133,1786,91
183,1877,2060,0.088835,0.922,5.200555e-01,1.305207e-02,0.2382,3.0072,0,2,79,1785,91
184,1876,2060,0.08932,0.922,5.350660e-01,1.309493e-02,0.2395,3.0035,0,2,26,1784,91
185,1875,2060,0.089806,0.922,5.475516e-01,1.358753e-02,0.2421,3.0033,0,2,129,1783,91
186,1874,2060,0.090291,0.923,5.448001e-01,1.335216e-02,0.2412,2.9988,0,2,36,1782,91
187,1873,2060,0.090777,0.923,5.863338e-01,1.839164e-02,0.235,2.9994,0,2,97,1781,91
188,1872,2060,0.091262,0.923,5.446653e-01,1.626537e-02,0.2408,3.0021,0,2,120,1780,91
189,1871,2060,0.091748,0.923,5.749197e-01,1.853042e-02,0.2459,3.0068,0,2,109,1779,91
190,1870,2060,0.092233,0.923,5.347252e-01,1.492912e-02,0.2353,3.0044,0,2,67,1778,91
191,1869,2060,0.092718,0.923,5.548456e-01,1.730449e-02,0.2403,3.0071,0,2,96,1777,91
192,1868,2060,0.093204,0.923,5.382844e-01,7.182631e-05,0.2431,2.9997,0,8,84,1776,91
193,1867,2060,0.093689,0.923,5.490779e-01,1.579622e-02,0.2455,3.0003,0,2,181,1775,91
194,1866,2060,0.094175,0.923,6.058557e-01,2.785870e-02,0.2378,2.9979,0,2,112,1774,91
195,1865,2060,0.09466,0.923,5.768513e-01,1.707717e-02,0.2344,3.0059,0,2,41,1773,91
196,1864,2060,0.095146,0.923,6.018202e-01,2.508017e-02,0.2433,3.0003,0,2,92,1772,91
197,1863,2060,0.095631,0.923,5.782811e-01,1.471632e-02,0.2375,3.0061,0,2,185,1771,91
198,1862,2060,0.096117,0.923,6.000796e-01,1.965231e-02,0.2437,2.994,0,2,87,1770,91
199,1861,2060,0.096602,0.922,6.321476e-01,1.430461e-02,0.248,3.0036,0,2,117,1769,91
200,1860,2060,0.097087,0.922,6.154520e-01,1.454986e-02,0.2364,2.9955,0,2,39,1768,91
201,1859,2060,0.097573,0.922,6.290968e-01,2.207838e-02,0.2366,2.9989,0,2,160,1767,91
202,1858,2060,0.098058,0.922,7.123596e-01,1.824231e-02,0.2382,2.9856,0,2,90,1766,91
203,1857,2060,0.098544,0.922,6.883925e-01,1.658604e-02,0.2453,3.0079,0,2,63,1765,91
204,1856,2060,0.099029,0.922,6.771741e-01,1.467374e-02,0.2338,2.9952,0,2,184,1764,91
205,1855,2060,0.099515,0.922,7.245369e-01,2.123584e-02,0.2453,3.012,0,2,33,1763,91
206,1854,2060,0.1,0.922,7.465984e-01,1.627958e-02,0.2454,2.9981,0,2,3,1762,91
207,1853,2060,0.100485,0.922,7.455280e-01,1.799648e-02,0.2449,3.0,0,2,24,1761,91
208,1852,2060,0.100971,0.922,7.450692e-01,1.781071e-02,0.2434,3.0025,0,2,37,1760,91
209,1851,2060,0.101456,0.922,7.447773e-01,1.465424e-02,0.2396,3.0073,0,2,149,1759,91
210,1850,2060,0.101942,0.922,7.445557e-01,1.477115e-02,0.2381,2.9955,1,2,2,1759,90
211,1849,2060,0.102427,0.922,7.443767e-01,6.765065e-05,0.2357,3.0009,0,0,128,1758,90
212,1848,2060,0.102913,0.922,7.589362e-01,2.906724e-04,0.2422,2.9926,0,4,52,1757,90
213,1847,2060,0.103398,0.922,7.823006e-01,3.292347e-04,0.2355,2.9982,0,4,25,1756,90
214,1846,2060,0.103883,0.922,8.109953e-01,9.215432e-05,0.2364,3.0012,0,7,193,1755,90
215,1845,2060,0.104369,0.922,8.458675e-01,4.146434e-04,0.2376,3.0055,0,4,76,1754,90
216,1844,2060,0.104854,0.922,8.830596e-01,1.781828e-04,0.2416,2.9909,0,8,140,1753,90
217,1843,2060,0.10534,0.922,9.475622e-01,1.637487e-04,0.235,2.9954,0,1,8,1752,90
218,1842,2060,0.105825,0.922,9.977488e-01,1.541434e-04,0.2333,3.0053,0,5,178,1751,90
219,1841,2060,0.106311,0.922,1.046174e+00,1.681050e-04,0.238,2.9984,0,6,9,1750,90
220,1840,2060,0.106796,0.922,1.102229e+00,7.062044e-04,0.2361,3.0007,0,4,73,1749,90
221,1839,2060,0.107282,0.922,1.209909e+00,7.122906e-04,0.2279,2.9983,0,4,193,1748,90
222,1838,2060,0.107767,0.922,1.380498e+00,1.661275e-04,0.2336,2.9861,0,9,160,1747,90
223,1837,2060,0.108252,0.922,1.453376e+00,8.090058e-04,0.2413,2.9865,0,4,139,1746,90
224,1836,2060,0.108738,0.922,1.614688e+00,1.835863e-04,0.2369,2.9904,0,9,161,1745,90
225,1835,2060,0.109223,0.922,1.689212e+00,8.566799e-04,0.2297,2.9921,0,4,70,1744,90
226,1834,2060,0.109709,0.922,1.867046e+00,2.080861e-04,0.2368,2.9924,0,7,135,1743,90
227,1833,2060,0.110194,0.922,2.008080e+00,2.963134e-04,0.2331,3.0054,0,8,147,1742,90
228,1832,2060,0.11068,0.922,2.150786e+00,9.376197e-04,0.2426,3.0013,0,4,191,1741,90
229,1831,2060,0.111165,0.922,2.390652e+00,3.318093e-04,0.2339,2.9826,0,8,133,1740,90
230,1830,2060,0.11165,0.922,2.583453e+00,4.076652e-04,0.2281,3.0042,0,8,162,1739,90
231,1829,2060,0.112136,0.922,2.896545e+00,1.167145e-03,0.2364,2.9973,0,4,185,1738,90
232,1828,2060,0.112621,0.922,3.240186e+00,3.295266e-04,0.2399,3.0024,0,5,126,1737,90
233,1827,2060,0.113107,0.922,3.517127e+00,5.692702e-03,0.2386,2.9986,1,9,4,1737,89
234,1826,2060,0.113592,0.923,5.388062e+00,1.422337e-03,0.2292,3.003,0,4,161,1736,89
235,1825,2060,0.114078,0.923,5.852494e+00,3.951227e-04,0.2424,3.0039,0,5,185,1735,89
236,1824,2060,0.114563,0.923,6.253615e+00,4.282310e-04,0.238,2.9949,0,6,148,1734,89
237,1823,2060,0.115049,0.923,6.600040e+00,3.506982e-04,0.2383,2.9998,0,9,183,1733,89
238,1822,2060,0.115534,0.923,6.852514e+00,1.589603e-03,0.2389,3.0052,0,4,12,1732,89
239,1821,2060,0.116019,0.923,7.368040e+00,5.449881e-04,0.2403,2.9974,0,8,10,1731,89
240,1820,2060,0.116505,0.923,7.850699e+00,4.887174e-04,0.2328,2.9994,0,1,38,1730,89
241,1819,2060,0.11699,0.923,8.195317e+00,3.857833e-04,0.2387,3.0025,0,9,41,1729,89
242,1818,2060,0.117476,0.923,8.440696e+00,3.760587e-04,0.2435,2.9995,0,9,38,1728,89
243,1817,2060,0.117961,0.923,8.374234e+00,5.953598e-04,0.2431,3.0067,0,8,94,1727,89
244,1816,2060,0.118447,0.923,8.904920e+00,4.638477e-04,0.2355,3.0058,0,5,79,1726,89
245,1815,2060,0.118932,0.923,9.286129e+00,1.832072e-03,0.2382,3.0142,0,4,105,1725,89
246,1814,2060,0.119417,0.922,9.916797e+00,1.802255e-03,0.2378,2.9989,0,4,22,1724,89
247,1813,2060,0.119903,0.922,1.054433e+01,4.959774e-04,0.2383,3.002,0,5,152,1723,89
248,1812,2060,0.120388,0.922,1.113436e+01,2.041593e-03,0.2362,3.01,0,4,41,1722,89
249,1811,2060,0.120874,0.922,1.196501e+01,4.617140e-04,0.2353,2.9996,0,3,145,1721,89
250,1810,2060,0.121359,0.922,1.278087e+01,2.094621e-03,0.2344,3.0023,0,4,15,1720,89
251,1809,2060,0.121845,0.922,1.428328e+01,7.865248e-04,0.2342,3.0049,0,8,95,1719,89
252,1808,2060,0.12233,0.922,1.533421e+01,7.072546e-04,0.2327,2.9967,0,1,90,1718,89
253,1807,2060,0.122816,0.922,1.606634e+01,5.493129e-04,0.2346,2.9981,0,9,13,1717,89
254,1806,2060,0.123301,0.922,1.656110e+01,8.465794e-04,0.227,2.9886,0,8,181,1716,89
255,1805,2060,0.123786,0.922,1.745851e+01,6.886556e-04,0.2335,3.0039,0,6,129,1715,89
256,1804,2060,0.124272,0.922,1.823145e+01,6.148977e-04,0.2385,2.9971,0,0,108,1714,89
