epoch,train_acc,test_acc,train_loss,epoch_time_s
0,0.2862,0.268,0.214112,0.316
1,0.4697,0.449,0.192298,0.003
2,0.5581,0.518,0.164076,0.003
3,0.6428,0.62,0.136984,0.003
4,0.6797,0.656,0.115959,0.003
5,0.7127,0.699,0.099861,0.003
6,0.7519,0.738,0.089191,0.003
7,0.771,0.75,0.080921,0.003
8,0.7892,0.779,0.074718,0.003
9,0.7921,0.773,0.070957,0.003
10,0.8082,0.793,0.066433,0.003
11,0.8225,0.815,0.062332,0.003
12,0.8285,0.818,0.060185,0.003
13,0.8324,0.81,0.057496,0.003
14,0.8412,0.809,0.056122,0.003
15,0.8449,0.816,0.053861,0.004
16,0.8469,0.824,0.052958,0.003
17,0.8509,0.831,0.051289,0.003
18,0.8487,0.82,0.051236,0.003
19,0.8586,0.841,0.048874,0.003
20,0.8511,0.838,0.049047,0.003
21,0.8583,0.83,0.047954,0.003
22,0.8528,0.824,0.048295,0.003
23,0.8654,0.838,0.045741,0.003
24,0.8699,0.847,0.045352,0.003
25,0.8722,0.844,0.044289,0.003
26,0.8605,0.848,0.045453,0.003
27,0.8643,0.836,0.044905,0.003
28,0.8676,0.842,0.044289,0.003
29,0.8748,0.852,0.042934,0.003
30,0.8765,0.86,0.042633,0.003
31,0.8772,0.868,0.042082,0.003
32,0.8789,0.86,0.041528,0.003
33,0.8824,0.863,0.041089,0.003
34,0.879,0.858,0.041278,0.003
35,0.8832,0.869,0.039698,0.003
36,0.8833,0.862,0.039923,0.003
37,0.8846,0.872,0.039417,0.003
38,0.8838,0.869,0.039661,0.003
39,0.8878,0.875,0.038709,0.003
40,0.8859,0.869,0.039143,0.003
41,0.8862,0.864,0.039313,0.003
42,0.8891,0.881,0.038804,0.003
43,0.8923,0.875,0.03717,0.003
44,0.8929,0.878,0.037301,0.003
45,0.8904,0.872,0.036929,0.003
46,0.8933,0.88,0.036729,0.003
47,0.8955,0.873,0.03641,0.003
48,0.8945,0.882,0.035812,0.003
49,0.888,0.869,0.03724,0.003
50,0.8967,0.887,0.036046,0.003
51,0.8958,0.882,0.036256,0.003
52,0.8964,0.883,0.035569,0.003
53,0.9011,0.892,0.034974,0.003
54,0.8957,0.878,0.035548,0.003
55,0.8973,0.886,0.035897,0.003
56,0.8949,0.887,0.036132,0.003
57,0.8986,0.888,0.034279,0.003
58,0.9011,0.886,0.03423,0.003
59,0.902,0.883,0.034219,0.003
60,0.8996,0.886,0.034064,0.003
61,0.8993,0.886,0.034417,0.003
62,0.9034,0.886,0.033417,0.003
63,0.9052,0.893,0.033408,0.003
64,0.9005,0.888,0.034346,0.003
65,0.9064,0.891,0.033164,0.003
66,0.9013,0.882,0.0332,0.003
67,0.9039,0.896,0.033078,0.003
68,0.8991,0.887,0.033228,0.003
69,0.9054,0.893,0.032967,0.003
70,0.9056,0.891,0.032313,0.003
71,0.9053,0.889,0.032479,0.003
72,0.9098,0.9,0.031904,0.003
73,0.9099,0.895,0.031678,0.003
74,0.9054,0.891,0.032315,0.003
75,0.9052,0.895,0.032409,0.004
76,0.9065,0.887,0.032302,0.003
77,0.9082,0.896,0.031651,0.003
78,0.9083,0.901,0.031581,0.004
79,0.9115,0.893,0.031174,0.004
80,0.9091,0.895,0.031376,0.003
81,0.9118,0.895,0.031026,0.004
82,0.9045,0.882,0.032371,0.003
83,0.9118,0.889,0.030777,0.003
84,0.8996,0.88,0.034509,0.004
85,0.9122,0.894,0.030269,0.003
86,0.9153,0.895,0.030309,0.003
87,0.9146,0.894,0.030746,0.004
88,0.9062,0.888,0.032007,0.003
89,0.911,0.895,0.030309,0.003
90,0.9137,0.89,0.02988,0.003
91,0.9105,0.896,0.030101,0.003
