step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
268,1892,2160,0.124074,0.917,2.316767e-01,2.157006e-02,2.6017,0,2,185,1733,80,78
269,1891,2160,0.124537,0.916,2.733665e-01,9.317043e-03,2.5754,0,2,32,1732,80,78
270,1890,2160,0.125,0.916,3.040498e-01,1.324131e-02,2.6085,0,4,31,1731,80,78
271,1889,2160,0.125463,0.916,3.162924e-01,1.120455e-02,2.5962,0,2,182,1730,80,78
272,1888,2160,0.125926,0.916,3.132276e-01,4.314107e-02,2.5971,1,2,4,1730,79,78
273,1887,2160,0.126389,0.917,1.130997e+00,1.183242e-02,2.5931,0,4,28,1729,79,78
274,1886,2160,0.126852,0.917,1.166603e+00,4.819728e-03,2.6284,1,5,0,1729,78,78
275,1885,2160,0.127315,0.917,1.170635e+00,4.121953e-03,2.5947,0,3,27,1728,78,78
276,1884,2160,0.127778,0.917,1.177235e+00,1.569281e-02,2.5765,0,3,63,1727,78,78
277,1883,2160,0.128241,0.917,1.168805e+00,2.240353e-03,2.5921,0,3,151,1726,78,78
278,1882,2160,0.128704,0.917,1.178148e+00,3.209802e-03,2.6059,0,9,78,1725,78,78
279,1881,2160,0.129167,0.917,1.179544e+00,1.514980e-03,2.6127,0,8,183,1724,78,78
280,1880,2160,0.12963,0.917,1.185776e+00,2.583287e-03,2.5991,0,4,180,1723,78,78
281,1879,2160,0.130093,0.917,1.185499e+00,5.627634e-03,2.6285,0,1,193,1722,78,78
282,1878,2160,0.130556,0.917,1.190832e+00,3.047023e-03,2.5804,0,9,28,1721,78,78
283,1877,2160,0.131019,0.917,1.209592e+00,4.184974e-03,2.5877,0,6,116,1720,78,78
284,1876,2160,0.131481,0.917,1.207325e+00,3.813010e-03,2.5879,0,6,82,1719,78,78
285,1875,2160,0.131944,0.917,1.207532e+00,5.740130e-04,2.6321,0,7,155,1718,78,78
286,1874,2160,0.132407,0.917,1.213644e+00,4.745341e-03,2.5754,0,6,139,1717,78,78
287,1873,2160,0.13287,0.917,1.214661e+00,5.147060e-03,2.5708,0,6,184,1716,78,78
288,1872,2160,0.133333,0.917,1.212218e+00,7.355377e-03,2.5799,1,6,6,1716,77,78
289,1871,2160,0.133796,0.917,1.212451e+00,3.039055e-03,2.5888,0,9,164,1715,77,78
290,1870,2160,0.134259,0.917,1.213300e+00,4.293100e-03,2.6077,0,9,152,1714,77,78
291,1869,2160,0.134722,0.917,1.238729e+00,4.958760e-03,2.5995,0,6,145,1713,77,78
292,1868,2160,0.135185,0.917,1.230578e+00,2.333430e-02,2.5828,0,4,168,1712,77,78
293,1867,2160,0.135648,0.917,1.352129e+00,1.797686e-03,2.603,0,9,175,1711,77,78
294,1866,2160,0.136111,0.917,1.353994e+00,2.801733e-03,2.6372,0,8,112,1710,77,78
295,1865,2160,0.136574,0.917,1.378677e+00,4.052623e-03,2.6274,0,2,167,1709,77,78
296,1864,2160,0.137037,0.917,1.409388e+00,6.880347e-03,2.5891,0,5,180,1708,77,78
297,1863,2160,0.1375,0.917,1.415304e+00,3.429888e-03,2.6261,0,3,180,1707,77,78
298,1862,2160,0.137963,0.917,1.427706e+00,1.782599e-02,2.6101,0,1,115,1706,77,78
299,1861,2160,0.138426,0.917,1.487820e+00,3.910762e-03,2.6035,0,8,146,1705,77,78
300,1860,2160,0.138889,0.918,1.474874e+00,2.424883e-02,2.5787,0,3,132,1704,77,78
301,1859,2160,0.139352,0.918,1.592577e+00,1.718320e-02,2.5785,0,1,113,1703,77,78
302,1858,2160,0.139815,0.918,1.628567e+00,8.814966e-03,2.6258,0,1,50,1702,77,78
303,1857,2160,0.140278,0.918,1.631252e+00,1.589227e-02,2.5916,1,9,5,1702,76,78
304,1856,2160,0.140741,0.918,1.656364e+00,2.064941e-02,2.6547,0,5,42,1701,76,78
305,1855,2160,0.141204,0.918,1.712821e+00,8.117519e-03,2.5824,0,2,111,1700,76,78
306,1854,2160,0.141667,0.918,1.729401e+00,5.670851e-03,2.577,0,6,39,1699,76,78
307,1853,2160,0.14213,0.918,1.724291e+00,5.228307e-03,2.639,0,6,93,1698,76,78
308,1852,2160,0.142593,0.918,1.720328e+00,8.461912e-03,2.6108,0,6,165,1697,76,78
309,1851,2160,0.143056,0.918,1.716103e+00,9.763292e-03,2.5765,0,6,161,1696,76,78
310,1850,2160,0.143519,0.918,1.709097e+00,3.278686e-02,2.5841,0,6,34,1695,76,78
311,1849,2160,0.143981,0.918,1.727325e+00,4.348371e-02,2.5933,0,6,151,1694,76,78
312,1848,2160,0.144444,0.918,1.745915e+00,3.192280e-03,2.5771,0,9,84,1693,76,78
313,1847,2160,0.144907,0.918,1.756418e+00,1.008085e-03,2.5779,0,0,116,1692,76,78
314,1846,2160,0.14537,0.918,1.770846e+00,2.218905e-02,2.5977,0,4,54,1691,76,78
315,1845,2160,0.145833,0.918,1.778406e+00,4.756866e-03,2.5779,0,1,191,1690,76,78
316,1844,2160,0.146296,0.917,1.812976e+00,3.987091e-03,2.5762,0,9,157,1689,76,78
317,1843,2160,0.146759,0.918,1.840925e+00,6.218979e-03,2.5827,0,2,56,1688,76,78
318,1842,2160,0.147222,0.918,1.861590e+00,3.748502e-03,2.5784,0,8,98,1687,76,78
319,1841,2160,0.147685,0.918,1.873449e+00,2.376326e-02,2.6163,0,9,2,1686,76,78
320,1840,2160,0.148148,0.918,1.857830e+00,9.899316e-03,2.6158,2,8,8,1686,76,77
321,1839,2160,0.148611,0.918,1.881474e+00,3.879868e-02,2.5694,0,5,93,1685,76,77
322,1838,2160,0.149074,0.918,2.206833e+00,2.840966e-02,2.61,1,3,1,1685,75,77
323,1837,2160,0.149537,0.918,2.368281e+00,3.801773e-02,2.5998,0,2,59,1684,75,77
324,1836,2160,0.15,0.918,7.160633e+00,3.788522e-03,2.5859,0,2,69,1683,75,77
325,1835,2160,0.150463,0.918,7.175702e+00,6.508673e-03,2.5839,0,8,180,1682,75,77
326,1834,2160,0.150926,0.919,7.202617e+00,3.122475e-03,2.5808,0,3,126,1681,75,77
327,1833,2160,0.151389,0.919,7.223830e+00,1.198180e-02,2.6067,0,9,126,1680,75,77
328,1832,2160,0.151852,0.918,7.209822e+00,3.849641e-03,2.5804,0,3,181,1679,75,77
329,1831,2160,0.152315,0.918,7.223474e+00,1.807351e-02,2.6143,0,1,195,1678,75,77
330,1830,2160,0.152778,0.918,7.091971e+00,5.429464e-03,2.6357,0,9,9,1677,75,77
331,1829,2160,0.153241,0.918,7.091689e+00,6.915880e-02,2.5833,0,4,178,1676,75,77
332,1828,2160,0.153704,0.918,8.863727e+00,2.995371e-03,2.5985,0,3,142,1675,75,77
333,1827,2160,0.154167,0.918,8.847904e+00,6.122385e-03,2.5861,1,9,0,1675,74,77
334,1826,2160,0.15463,0.918,8.802954e+00,3.425843e-03,2.581,0,2,195,1674,74,77
335,1825,2160,0.155093,0.918,8.817219e+00,3.576220e-02,2.6168,0,9,92,1673,74,77
336,1824,2160,0.155556,0.917,8.959043e+00,1.102878e-02,2.5843,0,9,170,1672,74,77
337,1823,2160,0.156019,0.916,9.026485e+00,1.289380e-02,2.6455,0,4,93,1671,74,77
338,1822,2160,0.156481,0.916,8.855287e+00,8.330536e-03,2.5828,0,3,172,1670,74,77
339,1821,2160,0.156944,0.916,8.902100e+00,2.008683e-02,2.5879,0,3,119,1669,74,77
340,1820,2160,0.157407,0.917,8.845972e+00,3.453706e-02,2.5759,0,4,9,1668,74,77
341,1819,2160,0.15787,0.916,9.168433e+00,2.514128e-02,2.5755,0,9,185,1667,74,77
342,1818,2160,0.158333,0.916,8.998818e+00,7.773632e-03,2.5987,0,5,75,1666,74,77
343,1817,2160,0.158796,0.916,9.039497e+00,6.008531e-03,2.5894,0,9,193,1665,74,77
344,1816,2160,0.159259,0.916,9.129310e+00,3.599722e-03,2.6337,0,9,171,1664,74,77
345,1815,2160,0.159722,0.916,9.210554e+00,3.830266e-03,2.5966,0,9,38,1663,74,77
346,1814,2160,0.160185,0.916,9.203871e+00,3.447567e-03,2.5886,0,9,18,1662,74,77
347,1813,2160,0.160648,0.916,9.244665e+00,3.315225e-03,2.5828,0,3,41,1661,74,77
348,1812,2160,0.161111,0.916,9.297844e+00,4.155698e-03,2.583,0,9,124,1660,74,77
349,1811,2160,0.161574,0.915,9.366226e+00,9.046772e-03,2.5871,0,3,70,1659,74,77
350,1810,2160,0.162037,0.916,9.244004e+00,3.200349e-03,2.601,0,9,0,1658,74,77
351,1809,2160,0.1625,0.916,9.275225e+00,4.520216e-03,2.5738,0,9,19,1657,74,77
352,1808,2160,0.162963,0.915,9.311461e+00,1.115778e-02,2.5794,0,3,164,1656,74,77
353,1807,2160,0.163426,0.916,9.227895e+00,8.863566e-03,2.5901,0,1,41,1655,74,77
354,1806,2160,0.163889,0.915,9.344901e+00,2.226323e-02,2.6066,0,0,155,1654,74,77
355,1805,2160,0.164352,0.915,9.596997e+00,9.341846e-03,2.5962,0,3,56,1653,74,77
356,1804,2160,0.164815,0.915,9.619167e+00,5.948395e-03,2.6217,0,8,47,1652,74,77
357,1803,2160,0.165278,0.915,9.748504e+00,1.308149e-02,2.6005,0,8,124,1651,74,77
358,1802,2160,0.165741,0.915,9.678823e+00,1.025948e-02,2.5975,0,5,168,1650,74,77
359,1801,2160,0.166204,0.915,9.808493e+00,2.206830e-02,2.576,0,2,75,1649,74,77
360,1800,2160,0.166667,0.915,9.919245e+00,3.445081e-02,2.6069,0,2,151,1648,74,77
361,1799,2160,0.16713,0.914,1.009476e+01,2.762091e-03,2.6128,0,8,11,1647,74,77
362,1798,2160,0.167593,0.914,1.014515e+01,5.455078e-03,2.5852,0,9,109,1646,74,77
363,1797,2160,0.168056,0.914,1.018059e+01,1.133890e-02,2.5845,0,3,97,1645,74,77
364,1796,2160,0.168519,0.914,1.009959e+01,1.039839e-02,2.5883,0,3,177,1644,74,77
365,1795,2160,0.168981,0.914,1.008063e+01,6.699957e-03,2.633,0,9,33,1643,74,77
366,1794,2160,0.169444,0.914,1.013230e+01,6.280744e-03,2.5975,0,9,26,1642,74,77
367,1793,2160,0.169907,0.914,1.020527e+01,7.604488e-03,2.5819,0,8,4,1641,74,77
368,1792,2160,0.17037,0.914,1.033850e+01,8.385371e-03,2.5857,0,9,5,1640,74,77
369,1791,2160,0.170833,0.914,1.038254e+01,3.954916e-02,2.5852,0,3,16,1639,74,77
370,1790,2160,0.171296,0.913,1.042908e+01,3.585249e-02,2.5871,2,3,8,1639,74,76
371,1789,2160,0.171759,0.912,1.057687e+01,2.954348e-02,2.5886,0,9,99,1638,74,76
372,1788,2160,0.172222,0.912,1.112651e+01,1.260107e-02,2.6204,0,3,131,1637,74,76
373,1787,2160,0.172685,0.911,1.118489e+01,4.358884e-03,2.5879,0,3,166,1636,74,76
374,1786,2160,0.173148,0.912,1.120880e+01,1.858087e-02,2.5871,1,2,9,1636,73,76
375,1785,2160,0.173611,0.91,1.117868e+01,1.434540e-02,2.5831,0,9,64,1635,73,76
376,1784,2160,0.174074,0.91,1.136663e+01,4.828132e-02,2.5922,1,3,3,1635,72,76
377,1783,2160,0.174537,0.909,1.225486e+01,3.472161e-02,2.6309,1,1,3,1635,71,76
378,1782,2160,0.175,0.909,1.230984e+01,1.591151e-02,2.5892,0,1,46,1634,71,76
379,1781,2160,0.175463,0.909,1.239948e+01,4.795758e-02,2.6291,0,9,7,1633,71,76
380,1780,2160,0.175926,0.911,1.376665e+01,3.147455e-02,2.5816,0,3,3,1632,71,76
381,1779,2160,0.176389,0.909,1.393985e+01,5.747144e-03,2.5765,0,1,20,1631,71,76
382,1778,2160,0.176852,0.909,1.395439e+01,5.219815e-03,2.5771,0,1,11,1630,71,76
383,1777,2160,0.177315,0.909,1.406183e+01,1.787567e-03,2.5886,0,0,163,1629,71,76
384,1776,2160,0.177778,0.91,1.411175e+01,7.996099e-03,2.5934,0,9,189,1628,71,76
385,1775,2160,0.178241,0.91,1.419304e+01,8.659489e-03,2.5825,0,9,102,1627,71,76
386,1774,2160,0.178704,0.909,1.424617e+01,7.350785e-03,2.5814,0,3,155,1626,71,76
387,1773,2160,0.179167,0.91,1.437343e+01,1.911104e-03,2.5842,0,0,158,1625,71,76
388,1772,2160,0.17963,0.909,1.444486e+01,1.070519e-02,2.5805,0,4,71,1624,71,76
389,1771,2160,0.180093,0.909,1.457785e+01,6.616077e-03,2.6081,0,4,15,1623,71,76
390,1770,2160,0.180556,0.909,1.467268e+01,3.899829e-03,2.6172,0,7,56,1622,71,76
391,1769,2160,0.181019,0.91,1.471999e+01,8.395944e-03,2.6154,0,9,183,1621,71,76
392,1768,2160,0.181481,0.911,1.480287e+01,1.752874e-03,2.5886,0,0,94,1620,71,76
393,1767,2160,0.181944,0.911,1.487683e+01,1.009136e-02,2.6036,0,9,135,1619,71,76
394,1766,2160,0.182407,0.91,1.511964e+01,8.451481e-03,2.5866,0,9,13,1618,71,76
395,1765,2160,0.18287,0.909,1.517554e+01,3.341753e-03,2.6077,0,5,183,1617,71,76
396,1764,2160,0.183333,0.909,1.520225e+01,1.785418e-02,2.6145,0,1,148,1616,71,76
397,1763,2160,0.183796,0.908,1.525193e+01,4.260331e-02,2.6403,2,6,3,1616,71,75
398,1762,2160,0.184259,0.907,1.571697e+01,3.582942e-01,2.6562,0,8,57,1615,71,75
399,1761,2160,0.184722,0.903,1.553620e+03,3.051178e-04,2.5905,0,4,8,1614,71,75
400,1760,2160,0.185185,0.903,1.553604e+03,6.748002e-04,2.5788,0,9,156,1613,71,75
401,1759,2160,0.185648,0.903,1.553745e+03,1.576486e-03,2.6434,0,1,88,1612,71,75
402,1758,2160,0.186111,0.903,1.553782e+03,1.215584e-03,2.5709,0,9,179,1611,71,75
403,1757,2160,0.186574,0.903,1.553803e+03,1.929584e-02,2.5913,1,5,2,1611,70,75
404,1756,2160,0.187037,0.903,1.554193e+03,2.179690e-03,2.5831,0,8,125,1610,70,75
405,1755,2160,0.1875,0.903,1.554144e+03,2.017479e-03,2.5898,0,1,139,1609,70,75
406,1754,2160,0.187963,0.903,1.554137e+03,4.640483e-03,2.6138,2,2,7,1609,70,74
407,1753,2160,0.188426,0.903,1.553750e+03,2.648286e-03,2.597,0,2,110,1608,70,74
408,1752,2160,0.188889,0.903,1.553937e+03,1.353733e-03,2.5919,0,5,92,1607,70,74
409,1751,2160,0.189352,0.903,1.553798e+03,3.834412e-03,2.6346,0,2,76,1606,70,74
410,1750,2160,0.189815,0.903,1.554202e+03,3.000001e-03,2.63,0,9,82,1605,70,74
411,1749,2160,0.190278,0.903,1.554216e+03,4.269331e-03,2.5853,0,2,125,1604,70,74
412,1748,2160,0.190741,0.903,1.553939e+03,5.072552e-03,2.577,0,5,91,1603,70,74
413,1747,2160,0.191204,0.903,1.554491e+03,2.354036e-03,2.6093,0,5,40,1602,70,74
414,1746,2160,0.191667,0.903,1.555032e+03,2.027597e-03,2.6492,0,5,26,1601,70,74
415,1745,2160,0.19213,0.903,1.554695e+03,4.983435e-03,2.6147,0,5,188,1600,70,74
416,1744,2160,0.192593,0.903,1.554774e+03,1.308325e-02,2.5909,0,1,95,1599,70,74
417,1743,2160,0.193056,0.902,1.555318e+03,1.276798e-02,2.6023,0,9,25,1598,70,74
418,1742,2160,0.193519,0.903,1.554555e+03,1.720477e-02,2.5885,0,8,90,1597,70,74
419,1741,2160,0.193981,0.903,1.554274e+03,4.916672e-03,2.5715,0,3,153,1596,70,74
420,1740,2160,0.194444,0.903,1.554433e+03,1.427338e-03,2.5783,0,0,28,1595,70,74
421,1739,2160,0.194907,0.903,1.554496e+03,5.002522e-03,2.5895,0,2,152,1594,70,74
422,1738,2160,0.19537,0.903,1.554843e+03,6.339376e-03,2.5982,0,9,12,1593,70,74
423,1737,2160,0.195833,0.902,1.554705e+03,2.969692e-03,2.5983,0,0,151,1592,70,74
424,1736,2160,0.196296,0.902,1.554647e+03,1.195485e-02,2.5836,0,8,108,1591,70,74
425,1735,2160,0.196759,0.902,1.555586e+03,3.810712e-03,2.5883,0,4,108,1590,70,74
426,1734,2160,0.197222,0.902,1.555868e+03,6.281198e-03,2.5751,0,9,70,1589,70,74
427,1733,2160,0.197685,0.902,1.556850e+03,2.055323e-02,2.5782,1,7,5,1589,69,74
428,1732,2160,0.198148,0.901,1.560764e+03,4.192051e-03,2.6263,1,8,3,1589,68,74
429,1731,2160,0.198611,0.901,1.561930e+03,3.646967e-03,2.5957,0,3,118,1588,68,74
430,1730,2160,0.199074,0.901,1.561809e+03,1.807571e-03,2.609,0,7,188,1587,68,74
431,1729,2160,0.199537,0.901,1.561853e+03,5.592460e-03,2.5996,0,9,127,1586,68,74
432,1728,2160,0.2,0.901,1.561293e+03,5.925202e-03,2.6125,0,9,68,1585,68,74
433,1727,2160,0.200463,0.901,1.560881e+03,5.294662e-03,2.6074,0,9,112,1584,68,74
434,1726,2160,0.200926,0.901,1.559610e+03,2.227590e-02,2.6234,0,9,151,1583,68,74
435,1725,2160,0.201389,0.899,1.565773e+03,1.637726e-03,2.6072,2,0,7,1583,68,73
436,1724,2160,0.201852,0.899,1.565068e+03,5.712295e-03,2.5978,0,1,94,1582,68,73
437,1723,2160,0.202315,0.899,1.564961e+03,1.147612e-02,2.5925,0,4,0,1581,68,73
438,1722,2160,0.202778,0.899,1.567954e+03,5.038687e-03,2.5903,0,5,96,1580,68,73
439,1721,2160,0.203241,0.899,1.568376e+03,1.251621e-03,2.5851,0,2,42,1579,68,73
440,1720,2160,0.203704,0.899,1.568268e+03,2.998193e-03,2.5951,0,9,182,1578,68,73
441,1719,2160,0.204167,0.898,1.568752e+03,1.274292e-02,2.6062,0,9,138,1577,68,73
442,1718,2160,0.20463,0.9,1.569913e+03,7.474804e-03,2.61,0,9,44,1576,68,73
443,1717,2160,0.205093,0.9,1.568834e+03,6.886015e-03,2.5918,0,9,15,1575,68,73
444,1716,2160,0.205556,0.9,1.570072e+03,5.943604e-03,2.5831,0,8,111,1574,68,73
445,1715,2160,0.206019,0.901,1.572505e+03,8.266440e-03,2.5831,0,9,72,1573,68,73
446,1714,2160,0.206481,0.901,1.572504e+03,7.684056e-03,2.5864,0,2,162,1572,68,73
447,1713,2160,0.206944,0.902,1.571898e+03,7.604125e-03,2.5779,0,9,79,1571,68,73
448,1712,2160,0.207407,0.902,1.571248e+03,7.101056e-03,2.6036,0,0,54,1570,68,73
449,1711,2160,0.20787,0.901,1.569595e+03,6.284877e-03,2.5782,0,3,113,1569,68,73
450,1710,2160,0.208333,0.901,1.571679e+03,3.835188e-03,2.5828,0,3,13,1568,68,73
451,1709,2160,0.208796,0.901,1.571291e+03,1.924934e-03,2.5827,0,2,13,1567,68,73
452,1708,2160,0.209259,0.901,1.571437e+03,4.388320e-03,2.5947,0,7,119,1566,68,73
453,1707,2160,0.209722,0.901,1.573907e+03,2.236961e-02,2.6249,2,1,9,1566,68,72
454,1706,2160,0.210185,0.901,1.577857e+03,9.759197e-03,2.581,2,1,1,1566,68,71
455,1705,2160,0.210648,0.901,1.573379e+03,7.300316e-03,2.6054,0,9,188,1565,68,71
456,1704,2160,0.211111,0.9,1.570658e+03,9.117067e-03,2.5839,0,3,57,1564,68,71
457,1703,2160,0.211574,0.9,1.570315e+03,3.051808e-03,2.5835,0,0,72,1563,68,71
458,1702,2160,0.212037,0.9,1.571413e+03,9.420098e-03,2.5829,0,3,83,1562,68,71
459,1701,2160,0.2125,0.9,1.569594e+03,4.038238e-03,2.5843,0,5,83,1561,68,71
460,1700,2160,0.212963,0.9,1.571867e+03,1.013822e-02,2.6126,0,9,37,1560,68,71
461,1699,2160,0.213426,0.9,1.575000e+03,5.325106e-03,2.5981,0,0,184,1559,68,71
462,1698,2160,0.213889,0.9,1.571919e+03,5.028476e-03,2.6023,0,5,57,1558,68,71
463,1697,2160,0.214352,0.901,1.574098e+03,1.951164e-03,2.6103,0,0,169,1557,68,71
464,1696,2160,0.214815,0.9,1.574038e+03,5.074511e-03,2.5784,0,9,29,1556,68,71
465,1695,2160,0.215278,0.9,1.574781e+03,9.813664e-03,2.5871,0,5,6,1555,68,71
466,1694,2160,0.215741,0.9,1.576342e+03,3.180388e-03,2.582,0,0,154,1554,68,71
467,1693,2160,0.216204,0.9,1.575117e+03,1.318592e-03,2.5841,0,7,27,1553,68,71
468,1692,2160,0.216667,0.9,1.575629e+03,1.119147e-02,2.5786,0,2,163,1552,68,71
469,1691,2160,0.21713,0.9,1.575331e+03,5.501583e-03,2.6186,0,9,163,1551,68,71
470,1690,2160,0.217593,0.9,1.576900e+03,1.124914e-02,2.5922,0,9,23,1550,68,71
471,1689,2160,0.218056,0.901,1.577666e+03,1.121910e-02,2.5926,0,1,152,1549,68,71
472,1688,2160,0.218519,0.9,1.573263e+03,7.623705e-03,2.6134,0,5,2,1548,68,71
473,1687,2160,0.218981,0.9,1.574360e+03,1.207436e-02,2.6159,0,3,112,1547,68,71
474,1686,2160,0.219444,0.901,1.581597e+03,7.475973e-03,2.5762,0,8,19,1546,68,71
475,1685,2160,0.219907,0.901,1.582183e+03,2.096515e-02,2.6229,0,0,111,1545,68,71
476,1684,2160,0.22037,0.9,1.570940e+03,1.037690e-02,2.5873,0,4,41,1544,68,71
477,1683,2160,0.220833,0.9,1.568156e+03,1.928392e-02,2.5998,0,5,31,1543,68,71
478,1682,2160,0.221296,0.9,1.576637e+03,4.161151e-02,2.5834,0,9,165,1542,68,71
479,1681,2160,0.221759,0.896,1.597875e+03,3.014975e-03,2.5878,0,4,109,1541,68,71
480,1680,2160,0.222222,0.896,1.598266e+03,3.508492e-03,2.6027,0,4,37,1540,68,71
481,1679,2160,0.222685,0.896,1.599426e+03,6.413951e-03,2.6217,0,4,79,1539,68,71
482,1678,2160,0.223148,0.896,1.602350e+03,8.112301e-03,2.6209,0,1,132,1538,68,71
483,1677,2160,0.223611,0.896,1.603617e+03,9.522255e-03,2.5778,0,1,85,1537,68,71
484,1676,2160,0.224074,0.896,1.605394e+03,5.546105e-03,2.6153,0,4,190,1536,68,71
485,1675,2160,0.224537,0.896,1.606201e+03,8.880669e-03,2.6261,0,5,79,1535,68,71
486,1674,2160,0.225,0.896,1.606584e+03,1.312342e-02,2.6391,1,2,0,1535,67,71
487,1673,2160,0.225463,0.896,1.612609e+03,1.582018e-02,2.6069,2,5,4,1535,67,70
488,1672,2160,0.225926,0.896,1.623859e+03,1.114731e-02,2.6043,0,4,50,1534,67,70
489,1671,2160,0.226389,0.896,1.620627e+03,1.003030e-02,2.6346,0,5,187,1533,67,70
490,1670,2160,0.226852,0.896,1.620790e+03,2.306659e-03,2.6083,0,0,125,1532,67,70
491,1669,2160,0.227315,0.896,1.621232e+03,1.398362e-02,2.591,0,0,95,1531,67,70
492,1668,2160,0.227778,0.896,1.626821e+03,2.161419e-03,2.5831,0,7,5,1530,67,70
493,1667,2160,0.228241,0.896,1.626732e+03,5.258019e-03,2.5943,0,7,127,1529,67,70
494,1666,2160,0.228704,0.896,1.625524e+03,9.603766e-03,2.6062,0,7,126,1528,67,70
495,1665,2160,0.229167,0.896,1.623896e+03,6.042600e-03,2.5932,0,2,84,1527,67,70
496,1664,2160,0.22963,0.896,1.625594e+03,2.169209e-02,2.59,0,9,52,1526,67,70
497,1663,2160,0.230093,0.896,1.622668e+03,2.879839e-01,2.5808,0,9,98,1525,67,70
498,1662,2160,0.230556,0.902,2.967734e+03,7.207767e-05,2.6057,0,0,11,1524,67,70
499,1661,2160,0.231019,0.902,2.967770e+03,2.906983e-04,2.5867,0,5,170,1523,67,70
500,1660,2160,0.231481,0.902,2.967916e+03,5.532619e-04,2.6388,0,2,183,1522,67,70
501,1659,2160,0.231944,0.902,2.967805e+03,9.673586e-04,2.6033,0,1,120,1521,67,70
502,1658,2160,0.232407,0.902,2.968058e+03,6.351810e-04,2.5891,0,3,6,1520,67,70
503,1657,2160,0.23287,0.902,2.968170e+03,3.815510e-04,2.6091,0,4,154,1519,67,70
504,1656,2160,0.233333,0.902,2.968167e+03,9.832211e-04,2.5931,0,0,38,1518,67,70
505,1655,2160,0.233796,0.902,2.968337e+03,7.978692e-04,2.5942,0,0,106,1517,67,70
506,1654,2160,0.234259,0.902,2.968585e+03,3.625775e-03,2.6141,0,3,45,1516,67,70
507,1653,2160,0.234722,0.902,2.967810e+03,2.101338e-03,2.6699,0,4,46,1515,67,70
508,1652,2160,0.235185,0.902,2.968158e+03,3.791012e-03,2.6,0,9,51,1514,67,70
509,1651,2160,0.235648,0.902,2.968710e+03,3.268043e-03,2.6167,0,5,88,1513,67,70
510,1650,2160,0.236111,0.902,2.969708e+03,4.642426e-03,2.5814,0,2,124,1512,67,70
511,1649,2160,0.236574,0.902,2.968058e+03,5.109613e-03,2.645,0,9,106,1511,67,70
512,1648,2160,0.237037,0.902,2.969328e+03,4.661737e-03,2.6225,0,3,108,1510,67,70
513,1647,2160,0.2375,0.902,2.970425e+03,2.231700e-03,2.5797,0,1,177,1509,67,70
514,1646,2160,0.237963,0.902,2.970131e+03,1.052948e-03,2.5862,0,0,182,1508,67,70
515,1645,2160,0.238426,0.902,2.969849e+03,5.969250e-03,2.586,0,5,100,1507,67,70
516,1644,2160,0.238889,0.902,2.967990e+03,5.313117e-03,2.5893,0,5,80,1506,67,70
517,1643,2160,0.239352,0.902,2.967004e+03,2.595770e-03,2.5793,0,0,168,1505,67,70
518,1642,2160,0.239815,0.902,2.966742e+03,4.122961e-03,2.6005,0,0,180,1504,67,70
519,1641,2160,0.240278,0.903,2.966742e+03,6.189351e-03,2.6292,0,3,77,1503,67,70
520,1640,2160,0.240741,0.903,2.966264e+03,4.263394e-03,2.6475,0,9,187,1502,67,70
521,1639,2160,0.241204,0.903,2.963832e+03,1.583792e-03,2.6572,0,1,42,1501,67,70
522,1638,2160,0.241667,0.903,2.964968e+03,1.340840e-03,2.6192,0,0,16,1500,67,70
523,1637,2160,0.24213,0.903,2.964518e+03,7.860634e-03,2.6007,0,9,1,1499,67,70
524,1636,2160,0.242593,0.903,2.963459e+03,1.455007e-03,2.6046,0,0,27,1498,67,70
525,1635,2160,0.243056,0.903,2.963846e+03,5.412898e-03,2.5749,0,2,20,1497,67,70
526,1634,2160,0.243519,0.903,2.964848e+03,8.871243e-03,2.5823,0,9,140,1496,67,70
527,1633,2160,0.243981,0.902,2.964703e+03,8.056746e-03,2.6195,0,2,129,1495,67,70
528,1632,2160,0.244444,0.902,2.967761e+03,1.919505e-03,2.5773,0,0,24,1494,67,70
529,1631,2160,0.244907,0.902,2.968652e+03,9.160563e-03,2.5878,0,5,61,1493,67,70
530,1630,2160,0.24537,0.902,2.967084e+03,9.543756e-03,2.5957,0,9,128,1492,67,70
531,1629,2160,0.245833,0.902,2.969047e+03,2.499831e-03,2.5727,0,1,15,1491,67,70
532,1628,2160,0.246296,0.902,2.967669e+03,2.569432e-03,2.5965,0,7,186,1490,67,70
533,1627,2160,0.246759,0.902,2.967094e+03,1.445823e-02,2.5893,0,1,129,1489,67,70
534,1626,2160,0.247222,0.903,2.959026e+03,2.087973e-03,2.5841,0,0,37,1488,67,70
535,1625,2160,0.247685,0.903,2.959196e+03,1.984269e-02,2.5958,1,2,5,1488,66,70
536,1624,2160,0.248148,0.901,2.958077e+03,7.134839e-03,2.6277,0,8,96,1487,66,70
537,1623,2160,0.248611,0.901,2.955177e+03,2.482977e-03,2.5756,0,0,14,1486,66,70
538,1622,2160,0.249074,0.901,2.956394e+03,2.258993e-03,2.5976,0,5,98,1485,66,70
539,1621,2160,0.249537,0.901,2.957249e+03,1.044854e-02,2.5962,0,9,141,1484,66,70
540,1620,2160,0.25,0.901,2.958349e+03,1.286329e-02,2.5812,0,1,136,1483,66,70
