step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ
47,2013,2060,0.022816,0.907,1.382189e+00,3.828371e-03,0.1982,3.0,0,8,60,1918,94
48,2012,2060,0.023301,0.907,1.441409e+00,2.854213e-03,0.1933,2.9964,0,8,181,1917,94
49,2011,2060,0.023786,0.907,1.502901e+00,2.387122e-02,0.1967,2.9797,1,1,8,1917,93
50,2010,2060,0.024272,0.908,1.770639e+00,3.468988e-04,0.1978,2.9783,0,7,27,1916,93
51,2009,2060,0.024757,0.908,1.827576e+00,2.663848e-02,0.1968,2.9938,1,6,8,1916,92
52,2008,2060,0.025243,0.906,2.138476e+00,4.785435e-03,0.1992,2.993,0,8,140,1915,92
53,2007,2060,0.025728,0.906,2.299090e+00,4.574720e-03,0.1939,2.9939,0,8,112,1914,92
54,2006,2060,0.026214,0.906,2.289628e+00,2.801973e-03,0.2,2.9801,0,8,167,1913,92
55,2005,2060,0.026699,0.906,2.493104e+00,3.101001e-03,0.201,2.9898,0,8,111,1912,92
56,2004,2060,0.027184,0.906,2.724359e+00,3.691913e-03,0.2023,2.992,0,8,126,1911,92
57,2003,2060,0.02767,0.906,2.785413e+00,5.618405e-03,0.1901,2.9956,0,8,55,1910,92
58,2002,2060,0.028155,0.906,2.873746e+00,4.150136e-03,0.2009,2.9854,0,8,148,1909,92
59,2001,2060,0.028641,0.905,2.574047e+00,1.398279e-03,0.2041,2.9912,0,9,166,1908,92
60,2000,2060,0.029126,0.905,2.689049e+00,1.472363e-03,0.1999,3.0014,0,9,29,1907,92
61,1999,2060,0.029612,0.905,2.749657e+00,1.516924e-03,0.2004,2.9954,0,9,43,1906,92
62,1998,2060,0.030097,0.905,2.804973e+00,1.808063e-03,0.2049,2.9853,0,9,55,1905,92
63,1997,2060,0.030583,0.905,2.894901e+00,1.541452e-03,0.1976,2.9893,0,9,22,1904,92
64,1996,2060,0.031068,0.905,2.922886e+00,1.227233e-04,0.2087,2.9935,0,5,164,1903,92
65,1995,2060,0.031553,0.905,2.952912e+00,3.480296e-04,0.2044,2.9889,0,4,122,1902,92
66,1994,2060,0.032039,0.905,3.027573e+00,4.380806e-04,0.2016,2.9824,0,7,163,1901,92
67,1993,2060,0.032524,0.904,3.114671e+00,3.318221e-03,0.1925,2.9598,0,8,58,1900,92
68,1992,2060,0.03301,0.904,3.400985e+00,6.653693e-03,0.191,2.9837,0,8,70,1899,92
69,1991,2060,0.033495,0.904,3.313865e+00,5.500113e-03,0.209,2.9898,0,8,11,1898,92
70,1990,2060,0.033981,0.904,3.041331e+00,1.486570e-03,0.1923,2.9963,0,9,4,1897,92
71,1989,2060,0.034466,0.904,3.207641e+00,1.711657e-03,0.1933,2.9867,0,9,110,1896,92
72,1988,2060,0.034951,0.904,3.329301e+00,1.641419e-03,0.1922,3.0016,0,9,99,1895,92
73,1987,2060,0.035437,0.904,3.369945e+00,1.380325e-04,0.1932,3.0004,0,5,34,1894,92
74,1986,2060,0.035922,0.904,3.406474e+00,2.472492e-04,0.2022,2.9956,0,1,3,1893,92
75,1985,2060,0.036408,0.904,3.501133e+00,9.510845e-04,0.2035,2.9974,1,7,4,1893,91
76,1984,2060,0.036893,0.904,3.959642e+00,2.082420e-03,0.1963,2.9885,0,9,124,1892,91
77,1983,2060,0.037379,0.905,4.151629e+00,2.318936e-03,0.1946,2.995,0,9,81,1891,91
78,1982,2060,0.037864,0.905,4.344215e+00,2.138299e-03,0.2001,2.9895,0,9,168,1890,91
79,1981,2060,0.03835,0.905,4.443868e+00,3.713380e-03,0.1982,2.9951,0,8,83,1889,91
80,1980,2060,0.038835,0.905,4.890519e+00,5.040813e-03,0.1958,2.993,0,8,154,1888,91
81,1979,2060,0.03932,0.905,4.842670e+00,3.965624e-03,0.1896,2.9824,0,8,40,1887,91
82,1978,2060,0.039806,0.905,4.677445e+00,1.789795e-04,0.1921,2.973,0,6,193,1886,91
83,1977,2060,0.040291,0.905,4.735194e+00,2.878259e-04,0.1961,2.9921,0,1,181,1885,91
84,1976,2060,0.040777,0.905,4.862308e+00,4.840203e-04,0.1909,2.9788,0,4,106,1884,91
85,1975,2060,0.041262,0.906,5.005757e+00,4.875189e-04,0.1972,2.9898,0,4,83,1883,91
86,1974,2060,0.041748,0.906,5.169471e+00,3.879024e-03,0.1941,2.9819,0,8,8,1882,91
87,1973,2060,0.042233,0.906,5.854499e+00,5.255043e-03,0.1971,2.9861,0,8,190,1881,91
88,1972,2060,0.042718,0.906,5.699922e+00,3.639684e-03,0.1894,2.9991,0,8,104,1880,91
89,1971,2060,0.043204,0.906,5.990531e+00,5.809956e-03,0.1977,2.9924,0,8,195,1879,91
90,1970,2060,0.043689,0.905,5.956399e+00,7.316901e-03,0.1945,2.9818,0,8,45,1878,91
91,1969,2060,0.044175,0.907,5.768778e+00,6.867034e-03,0.197,2.9871,0,8,38,1877,91
92,1968,2060,0.04466,0.906,5.732125e+00,4.613490e-03,0.1992,2.986,0,8,68,1876,91
93,1967,2060,0.045146,0.907,5.598929e+00,4.604060e-03,0.1985,2.9864,0,8,3,1875,91
94,1966,2060,0.045631,0.906,5.962441e+00,4.272573e-03,0.196,2.9962,0,8,63,1874,91
95,1965,2060,0.046117,0.903,6.376618e+00,6.650400e-03,0.1912,3.0053,0,8,180,1873,91
96,1964,2060,0.046602,0.904,6.476333e+00,4.512723e-03,0.1933,3.0057,0,8,75,1872,91
97,1963,2060,0.047087,0.905,6.321185e+00,5.145384e-03,0.1985,2.994,0,8,9,1871,91
98,1962,2060,0.047573,0.906,6.597307e+00,4.875866e-03,0.196,2.9933,0,8,39,1870,91
99,1961,2060,0.048058,0.905,7.395393e+00,5.617097e-03,0.1942,2.9893,0,8,153,1869,91
100,1960,2060,0.048544,0.906,7.937718e+00,2.480172e-03,0.2037,2.9901,0,9,10,1868,91
101,1959,2060,0.049029,0.906,8.004070e+00,2.658642e-03,0.1988,2.9933,0,9,182,1867,91
102,1958,2060,0.049515,0.906,7.818574e+00,2.616245e-03,0.1932,2.9845,0,9,18,1866,91
103,1957,2060,0.05,0.906,7.973968e+00,2.274851e-03,0.1964,3.0035,0,9,64,1865,91
104,1956,2060,0.050485,0.906,8.063191e+00,2.549626e-03,0.198,2.9993,0,9,152,1864,91
105,1955,2060,0.050971,0.906,8.267149e+00,2.104514e-03,0.1919,2.9944,0,9,5,1863,91
106,1954,2060,0.051456,0.906,8.566330e+00,2.811454e-03,0.2016,2.9932,0,9,175,1862,91
107,1953,2060,0.051942,0.906,8.878719e+00,2.410012e-03,0.1949,2.9939,0,9,194,1861,91
108,1952,2060,0.052427,0.906,9.204509e+00,2.620536e-03,0.2009,2.9953,0,9,41,1860,91
109,1951,2060,0.052913,0.906,9.385971e+00,2.483524e-03,0.2051,2.9883,0,9,100,1859,91
110,1950,2060,0.053398,0.906,9.736273e+00,2.684815e-03,0.2002,2.9954,0,9,144,1858,91
111,1949,2060,0.053883,0.906,9.681120e+00,5.366085e-04,0.2072,2.9911,0,4,193,1857,91
112,1948,2060,0.054369,0.906,9.788083e+00,6.830409e-04,0.1923,2.999,0,7,86,1856,91
113,1947,2060,0.054854,0.907,9.968642e+00,5.522780e-04,0.1933,2.988,0,4,41,1855,91
114,1946,2060,0.05534,0.907,1.016264e+01,3.744586e-04,0.1911,2.9934,0,3,82,1854,91
115,1945,2060,0.055825,0.907,1.037186e+01,7.426820e-04,0.1922,2.9912,0,7,135,1853,91
116,1944,2060,0.056311,0.907,1.059992e+01,7.615323e-04,0.1972,2.9926,0,7,20,1852,91
117,1943,2060,0.056796,0.907,1.090780e+01,6.263287e-04,0.1929,3.0041,0,4,134,1851,91
118,1942,2060,0.057282,0.907,1.115880e+01,2.968396e-03,0.2027,2.9998,0,9,85,1850,91
119,1941,2060,0.057767,0.907,1.142740e+01,2.569832e-03,0.1965,2.9902,0,9,177,1849,91
120,1940,2060,0.058252,0.907,1.177600e+01,2.962020e-03,0.2017,2.9927,0,9,71,1848,91
121,1939,2060,0.058738,0.907,1.156201e+01,2.948630e-03,0.2088,2.9913,0,9,84,1847,91
122,1938,2060,0.059223,0.907,1.190500e+01,1.426648e-02,0.202,3.0033,1,1,9,1847,90
123,1937,2060,0.059709,0.907,1.322909e+01,4.677101e-04,0.1942,2.9984,1,5,3,1847,89
124,1936,2060,0.060194,0.907,1.388361e+01,2.729158e-03,0.2003,2.9981,0,9,97,1846,89
125,1935,2060,0.06068,0.907,1.456629e+01,3.295604e-03,0.1989,2.9794,0,9,14,1845,89
126,1934,2060,0.061165,0.907,1.500504e+01,8.792296e-04,0.1916,2.9822,0,7,48,1844,89
127,1933,2060,0.06165,0.907,1.520996e+01,2.882806e-04,0.1988,2.9917,0,6,139,1843,89
128,1932,2060,0.062136,0.907,1.528689e+01,6.009834e-03,0.193,2.9939,0,8,158,1842,89
129,1931,2060,0.062621,0.906,1.664898e+01,6.778770e-03,0.1981,3.0034,0,8,76,1841,89
130,1930,2060,0.063107,0.907,1.751578e+01,7.060484e-03,0.1912,2.9949,0,8,35,1840,89
131,1929,2060,0.063592,0.907,1.765271e+01,9.429801e-03,0.1964,2.9957,0,8,113,1839,89
132,1928,2060,0.064078,0.907,1.856622e+01,1.081186e-02,0.1943,2.9967,0,8,193,1838,89
133,1927,2060,0.064563,0.907,1.637378e+01,7.807482e-03,0.199,2.9976,0,8,0,1837,89
134,1926,2060,0.065049,0.907,1.616651e+01,7.199144e-03,0.1978,2.9943,0,8,133,1836,89
135,1925,2060,0.065534,0.908,1.593927e+01,7.044337e-03,0.1995,2.9999,0,8,16,1835,89
136,1924,2060,0.066019,0.908,1.652305e+01,5.066398e-03,0.1974,2.9872,0,8,43,1834,89
137,1923,2060,0.066505,0.908,1.754983e+01,1.218690e-02,0.1983,3.0002,0,8,103,1833,89
138,1922,2060,0.06699,0.904,1.911547e+01,9.643792e-03,0.1994,2.9969,0,8,124,1832,89
139,1921,2060,0.067476,0.905,1.857614e+01,1.094601e-02,0.1943,2.9943,0,8,24,1831,89
140,1920,2060,0.067961,0.905,1.993606e+01,5.778484e-03,0.1934,2.9876,0,8,114,1830,89
141,1919,2060,0.068447,0.905,1.901585e+01,8.745310e-04,0.1976,2.9868,0,7,11,1829,89
142,1918,2060,0.068932,0.905,1.933880e+01,7.265099e-03,0.1881,2.991,0,8,20,1828,89
143,1917,2060,0.069417,0.906,2.048849e+01,1.334505e-02,0.1902,2.9956,0,8,132,1827,89
144,1916,2060,0.069903,0.905,1.868262e+01,8.246978e-03,0.1923,2.9945,0,8,1,1826,89
145,1915,2060,0.070388,0.905,1.830155e+01,1.307452e-02,0.199,2.9925,0,8,155,1825,89
146,1914,2060,0.070874,0.905,1.788085e+01,9.012833e-03,0.2021,2.9884,0,8,139,1824,89
147,1913,2060,0.071359,0.905,1.653509e+01,7.182753e-04,0.1941,2.9904,0,4,177,1823,89
148,1912,2060,0.071845,0.905,1.688492e+01,9.014851e-03,0.2011,2.9854,0,8,26,1822,89
149,1911,2060,0.07233,0.905,1.830297e+01,1.139782e-02,0.1973,2.9869,0,8,107,1821,89
150,1910,2060,0.072816,0.904,1.859388e+01,1.588363e-02,0.1949,2.9878,0,8,152,1820,89
151,1909,2060,0.073301,0.904,1.848713e+01,1.414498e-02,0.1909,2.9966,0,8,170,1819,89
152,1908,2060,0.073786,0.904,1.758072e+01,9.355076e-03,0.1933,2.9902,0,8,98,1818,89
153,1907,2060,0.074272,0.904,1.704638e+01,9.387019e-04,0.2009,3.0027,0,7,49,1817,89
154,1906,2060,0.074757,0.904,1.733220e+01,7.741743e-04,0.2016,2.9993,0,4,162,1816,89
155,1905,2060,0.075243,0.904,1.766159e+01,3.644200e-03,0.2008,2.9916,0,9,27,1815,89
156,1904,2060,0.075728,0.904,1.798642e+01,3.282852e-03,0.2005,2.9957,0,9,163,1814,89
157,1903,2060,0.076214,0.904,1.859409e+01,3.617218e-03,0.1994,2.9948,0,9,3,1813,89
158,1902,2060,0.076699,0.904,1.868799e+01,3.893902e-03,0.1918,2.9841,0,9,129,1812,89
159,1901,2060,0.077184,0.904,1.913494e+01,3.418207e-03,0.1954,2.9891,0,9,172,1811,89
160,1900,2060,0.07767,0.904,2.006262e+01,3.937897e-03,0.193,2.9977,0,9,61,1810,89
161,1899,2060,0.078155,0.903,2.032749e+01,8.019405e-04,0.2007,2.9919,0,4,157,1809,89
162,1898,2060,0.078641,0.903,2.065289e+01,3.412669e-04,0.1974,2.9991,0,6,89,1808,89
163,1897,2060,0.079126,0.903,2.084794e+01,8.782336e-04,0.2012,2.9789,0,4,66,1807,89
164,1896,2060,0.079612,0.903,2.137376e+01,8.296901e-02,0.2024,2.9833,1,0,8,1807,88
165,1895,2060,0.080097,0.903,2.408153e+01,9.315358e-04,0.1951,2.9783,0,4,0,1806,88
166,1894,2060,0.080583,0.903,2.474007e+01,4.840462e-03,0.1958,2.9882,0,9,25,1805,88
167,1893,2060,0.081068,0.903,2.542212e+01,3.709040e-04,0.1956,2.9932,0,5,98,1804,88
168,1892,2060,0.081553,0.903,2.547151e+01,1.031098e-03,0.2049,2.9927,0,4,96,1803,88
169,1891,2060,0.082039,0.903,2.619383e+01,1.051685e-03,0.1952,2.9937,0,4,89,1802,88
170,1890,2060,0.082524,0.903,2.692152e+01,4.242984e-03,0.1983,3.0058,0,9,2,1801,88
171,1889,2060,0.08301,0.903,2.827624e+01,6.102611e-03,0.1939,2.9986,0,9,149,1800,88
172,1888,2060,0.083495,0.903,2.879173e+01,4.040595e-03,0.1878,3.0029,0,9,69,1799,88
173,1887,2060,0.083981,0.903,2.993864e+01,6.996010e-03,0.198,2.9982,0,9,187,1798,88
174,1886,2060,0.084466,0.903,3.057552e+01,5.615655e-03,0.2043,2.9969,0,9,28,1797,88
175,1885,2060,0.084951,0.903,3.143178e+01,5.962635e-03,0.1978,2.9974,0,9,178,1796,88
176,1884,2060,0.085437,0.903,3.264944e+01,5.247129e-03,0.1917,3.0063,0,9,17,1795,88
177,1883,2060,0.085922,0.903,3.269036e+01,6.373927e-03,0.1953,3.0018,0,9,13,1794,88
178,1882,2060,0.086408,0.903,3.352562e+01,5.106339e-03,0.1951,2.9943,0,9,171,1793,88
179,1881,2060,0.086893,0.903,3.449520e+01,1.145299e-03,0.2013,2.9995,0,4,59,1792,88
180,1880,2060,0.087379,0.903,3.516795e+01,1.038113e-02,0.1939,2.9964,0,8,7,1791,88
181,1879,2060,0.087864,0.903,3.885733e+01,1.597655e-02,0.198,2.9923,0,8,115,1790,88
182,1878,2060,0.08835,0.903,3.727302e+01,1.297681e-02,0.1917,2.9978,0,8,18,1789,88
183,1877,2060,0.088835,0.903,3.736139e+01,1.509218e-02,0.1957,2.9807,0,8,14,1788,88
184,1876,2060,0.08932,0.903,3.959728e+01,9.356669e-03,0.2031,2.9851,0,8,91,1787,88
185,1875,2060,0.089806,0.904,3.574600e+01,1.401149e-02,0.1979,2.9963,0,8,13,1786,88
186,1874,2060,0.090291,0.904,3.863714e+01,1.192341e-02,0.1938,3.0042,0,8,131,1785,88
187,1873,2060,0.090777,0.904,3.648818e+01,1.196789e-02,0.1942,2.9973,0,8,47,1784,88
188,1872,2060,0.091262,0.904,3.696333e+01,1.007519e-02,0.1911,3.003,0,8,17,1783,88
189,1871,2060,0.091748,0.904,3.793977e+01,1.796752e-02,0.1944,3.0116,0,8,143,1782,88
190,1870,2060,0.092233,0.904,3.803700e+01,1.203237e-02,0.194,3.001,0,8,94,1781,88
191,1869,2060,0.092718,0.904,3.853176e+01,1.398979e-02,0.2032,3.0007,0,8,99,1780,88
192,1868,2060,0.093204,0.904,3.797695e+01,1.963884e-02,0.1955,3.0068,0,8,37,1779,88
193,1867,2060,0.093689,0.904,3.833742e+01,1.136487e-02,0.1947,2.9988,0,8,59,1778,88
194,1866,2060,0.094175,0.904,3.693213e+01,1.875640e-02,0.1876,2.9949,0,8,87,1777,88
195,1865,2060,0.09466,0.903,4.029766e+01,1.828669e-02,0.1936,2.9996,0,8,41,1776,88
196,1864,2060,0.095146,0.903,3.672868e+01,1.420071e-02,0.2029,3.0011,0,8,56,1775,88
197,1863,2060,0.095631,0.903,3.927060e+01,1.265038e-02,0.2031,2.9888,0,8,42,1774,88
198,1862,2060,0.096117,0.903,3.681436e+01,1.236884e-02,0.1958,3.0006,0,8,28,1773,88
199,1861,2060,0.096602,0.903,3.914171e+01,1.793728e-02,0.1979,3.0024,0,8,97,1772,88
200,1860,2060,0.097087,0.903,3.824282e+01,1.390125e-02,0.1966,2.9828,0,8,117,1771,88
201,1859,2060,0.097573,0.902,3.752642e+01,1.824572e-02,0.1891,3.0024,0,8,53,1770,88
202,1858,2060,0.098058,0.902,3.995835e+01,1.227484e-02,0.1927,2.9911,0,8,130,1769,88
203,1857,2060,0.098544,0.903,3.660308e+01,1.620072e-02,0.195,2.9974,0,8,90,1768,88
204,1856,2060,0.099029,0.902,4.070874e+01,2.549136e-02,0.1926,3.0102,0,8,164,1767,88
205,1855,2060,0.099515,0.902,3.712719e+01,2.041133e-02,0.1911,3.0002,0,8,100,1766,88
206,1854,2060,0.1,0.902,3.957269e+01,1.572953e-02,0.1952,2.9985,0,8,116,1765,88
207,1853,2060,0.100485,0.903,3.643056e+01,1.423920e-02,0.1934,2.9964,0,8,173,1764,88
208,1852,2060,0.100971,0.905,3.943606e+01,1.560131e-02,0.1965,3.0016,0,8,66,1763,88
209,1851,2060,0.101456,0.904,3.733423e+01,1.459861e-02,0.1915,3.002,0,8,136,1762,88
210,1850,2060,0.101942,0.904,3.687717e+01,1.839361e-02,0.1987,2.9946,0,8,119,1761,88
211,1849,2060,0.102427,0.901,3.713715e+01,1.376594e-02,0.1967,3.0027,0,8,12,1760,88
212,1848,2060,0.102913,0.901,3.618180e+01,1.439942e-02,0.1944,3.0007,0,8,157,1759,88
213,1847,2060,0.103398,0.901,3.805228e+01,1.676549e-02,0.1973,2.9961,0,8,160,1758,88
214,1846,2060,0.103883,0.901,3.737357e+01,1.562261e-02,0.1961,2.9873,0,8,57,1757,88
215,1845,2060,0.104369,0.901,4.027754e+01,1.715892e-02,0.1946,3.0003,0,8,25,1756,88
216,1844,2060,0.104854,0.901,3.599584e+01,4.020964e-04,0.1919,3.0049,0,5,18,1755,88
217,1843,2060,0.10534,0.901,3.654877e+01,4.064269e-04,0.1891,3.0079,0,5,80,1754,88
218,1842,2060,0.105825,0.901,3.697429e+01,1.504035e-02,0.1952,2.992,0,8,22,1753,88
219,1841,2060,0.106311,0.901,4.053682e+01,1.831253e-02,0.1863,2.9914,0,8,145,1752,88
220,1840,2060,0.106796,0.901,3.946833e+01,1.304385e-02,0.2055,3.0022,0,8,118,1751,88
221,1839,2060,0.107282,0.903,3.679269e+01,1.060410e-01,0.2001,3.008,1,8,8,1751,87
222,1838,2060,0.107767,0.902,4.145451e+01,1.128762e-02,0.1971,2.9937,0,8,166,1750,87
223,1837,2060,0.108252,0.902,4.367394e+01,1.860813e-02,0.1961,2.9998,0,8,46,1749,87
224,1836,2060,0.108738,0.902,4.339044e+01,1.604565e-02,0.1904,2.9941,0,8,162,1748,87
225,1835,2060,0.109223,0.902,4.260842e+01,2.137271e-02,0.1893,3.0112,0,8,30,1747,87
226,1834,2060,0.109709,0.902,4.481125e+01,2.017032e-02,0.1931,3.0061,0,8,159,1746,87
227,1833,2060,0.110194,0.901,4.032830e+01,1.242506e-02,0.1948,2.9984,0,8,33,1745,87
228,1832,2060,0.11068,0.9,4.430652e+01,2.423424e-02,0.1938,3.0001,0,8,169,1744,87
229,1831,2060,0.111165,0.9,4.336577e+01,1.443076e-02,0.2059,2.9978,0,8,149,1743,87
230,1830,2060,0.11165,0.901,4.402463e+01,1.720948e-02,0.1932,3.0063,0,8,72,1742,87
231,1829,2060,0.112136,0.901,4.558483e+01,1.824433e-02,0.1894,3.0027,0,8,2,1741,87
232,1828,2060,0.112621,0.901,4.505896e+01,4.723937e-03,0.1972,2.9938,0,9,16,1740,87
233,1827,2060,0.113107,0.901,4.715261e+01,7.462784e-03,0.1925,2.9932,0,9,74,1739,87
234,1826,2060,0.113592,0.9,4.862930e+01,5.473970e-03,0.1966,2.993,0,9,92,1738,87
235,1825,2060,0.114078,0.901,4.838112e+01,6.910098e-03,0.196,3.0026,0,9,1,1737,87
236,1824,2060,0.114563,0.901,4.991242e+01,7.063139e-03,0.1935,2.9995,0,9,141,1736,87
237,1823,2060,0.115049,0.901,5.064250e+01,1.462102e-03,0.1956,3.0009,0,7,64,1735,87
238,1822,2060,0.115534,0.901,5.142609e+01,1.225965e-03,0.1902,3.0023,0,4,184,1734,87
239,1821,2060,0.116019,0.901,5.245344e+01,1.215617e-03,0.187,3.0029,0,4,185,1733,87
240,1820,2060,0.116505,0.901,5.349893e+01,1.564337e-03,0.192,3.0173,0,7,137,1732,87
241,1819,2060,0.11699,0.901,5.466740e+01,3.591383e-04,0.1952,3.0127,0,2,184,1731,87
242,1818,2060,0.117476,0.901,5.539679e+01,8.112356e-04,0.1971,3.01,0,3,159,1730,87
243,1817,2060,0.117961,0.901,5.657179e+01,4.785029e-04,0.1985,2.9981,0,5,86,1729,87
244,1816,2060,0.118447,0.901,5.724578e+01,4.340776e-04,0.1969,3.0052,0,0,141,1728,87
245,1815,2060,0.118932,0.901,5.767193e+01,3.857653e-04,0.2051,2.9903,0,2,187,1727,87
246,1814,2060,0.119417,0.901,5.835902e+01,1.610138e-03,0.1958,2.9964,0,7,105,1726,87
247,1813,2060,0.119903,0.901,5.939785e+01,1.296509e-03,0.1922,3.005,0,4,99,1725,87
248,1812,2060,0.120388,0.901,6.056014e+01,8.304055e-04,0.1894,2.9989,0,1,13,1724,87
249,1811,2060,0.120874,0.901,6.165548e+01,8.584522e-04,0.1885,2.9815,0,3,41,1723,87
250,1810,2060,0.121359,0.901,6.292257e+01,1.350070e-03,0.1889,2.9933,0,4,148,1722,87
251,1809,2060,0.121845,0.901,6.412076e+01,6.371562e-03,0.1934,3.0062,0,9,86,1721,87
252,1808,2060,0.12233,0.901,6.558369e+01,6.525228e-03,0.1932,3.007,0,9,30,1720,87
253,1807,2060,0.122816,0.901,6.717960e+01,8.047916e-03,0.1938,3.002,0,9,165,1719,87
254,1806,2060,0.123301,0.901,6.724736e+01,7.671214e-03,0.2013,3.0006,0,9,54,1718,87
255,1805,2060,0.123786,0.901,6.744516e+01,7.203284e-03,0.1958,2.9971,0,9,169,1717,87
256,1804,2060,0.124272,0.901,6.968166e+01,8.696540e-03,0.188,3.0024,0,9,0,1716,87
