step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
271,1889,2160,0.125463,0.918,1.690363e+00,2.337260e-01,2.6061,0,3,180,1734,76,78
272,1888,2160,0.125926,0.913,7.228485e+02,4.518005e-04,2.6153,0,4,9,1733,76,78
273,1887,2160,0.126389,0.913,7.228554e+02,8.975578e-04,2.6016,0,2,113,1732,76,78
274,1886,2160,0.126852,0.913,7.228772e+02,8.831173e-03,2.6211,0,1,65,1731,76,78
275,1885,2160,0.127315,0.913,7.225415e+02,4.499411e-03,2.6332,0,9,132,1730,76,78
276,1884,2160,0.127778,0.913,7.227073e+02,3.281133e-02,2.6432,0,9,126,1729,76,78
277,1883,2160,0.128241,0.913,7.215581e+02,5.557524e-05,2.6473,0,9,92,1728,76,78
278,1882,2160,0.128704,0.913,7.215577e+02,3.176740e-04,2.6108,0,4,50,1727,76,78
279,1881,2160,0.129167,0.913,7.215331e+02,2.890418e-04,2.5966,0,1,193,1726,76,78
280,1880,2160,0.12963,0.913,7.215137e+02,8.146073e-04,2.6662,0,0,116,1725,76,78
281,1879,2160,0.130093,0.913,7.214879e+02,1.822059e-03,2.6595,0,8,88,1724,76,78
282,1878,2160,0.130556,0.913,7.213013e+02,1.218413e-03,2.6283,0,9,179,1723,76,78
283,1877,2160,0.131019,0.913,7.212773e+02,7.165477e-03,2.6269,2,8,2,1723,76,77
284,1876,2160,0.131481,0.913,7.210677e+02,9.948348e-04,2.6058,0,8,112,1722,76,77
285,1875,2160,0.131944,0.913,7.211055e+02,2.651653e-03,2.6223,0,3,10,1721,76,77
286,1874,2160,0.132407,0.913,7.211912e+02,3.255160e-03,2.5847,0,8,57,1720,76,77
287,1873,2160,0.13287,0.913,7.213398e+02,3.496659e-03,2.597,0,2,8,1719,76,77
288,1872,2160,0.133333,0.913,7.210659e+02,1.769470e-03,2.587,0,5,27,1718,76,77
289,1871,2160,0.133796,0.913,7.210820e+02,1.303602e-02,2.5862,0,6,154,1717,76,77
290,1870,2160,0.134259,0.913,7.210773e+02,1.041172e-02,2.5963,0,6,161,1716,76,77
291,1869,2160,0.134722,0.913,7.210964e+02,9.070183e-03,2.6041,0,6,34,1715,76,77
292,1868,2160,0.135185,0.913,7.210806e+02,6.502519e-03,2.5659,0,6,22,1714,76,77
293,1867,2160,0.135648,0.913,7.211493e+02,5.696369e-03,2.5974,0,6,107,1713,76,77
294,1866,2160,0.136111,0.913,7.211616e+02,7.682957e-03,2.5999,0,9,99,1712,76,77
295,1865,2160,0.136574,0.913,7.205894e+02,8.877741e-03,2.6025,0,6,45,1711,76,77
296,1864,2160,0.137037,0.913,7.205523e+02,8.953301e-03,2.6085,0,6,184,1710,76,77
297,1863,2160,0.1375,0.913,7.205035e+02,4.759605e-03,2.5889,0,8,47,1709,76,77
298,1862,2160,0.137963,0.913,7.204214e+02,8.326186e-03,2.5869,0,6,165,1708,76,77
299,1861,2160,0.138426,0.913,7.204688e+02,6.994735e-03,2.5973,0,6,66,1707,76,77
300,1860,2160,0.138889,0.913,7.205225e+02,4.168124e-03,2.6251,0,9,84,1706,76,77
301,1859,2160,0.139352,0.914,7.207836e+02,3.942278e-03,2.6422,0,9,157,1705,76,77
302,1858,2160,0.139815,0.914,7.207903e+02,4.811803e-03,2.6276,0,9,26,1704,76,77
303,1857,2160,0.140278,0.914,7.210720e+02,6.715757e-03,2.626,0,9,33,1703,76,77
304,1856,2160,0.140741,0.913,7.204927e+02,1.122686e-02,2.608,0,6,82,1702,76,77
305,1855,2160,0.141204,0.914,7.207747e+02,6.718645e-03,2.6078,0,6,5,1701,76,77
306,1854,2160,0.141667,0.914,7.207844e+02,9.499348e-03,2.5822,0,6,69,1700,76,77
307,1853,2160,0.14213,0.914,7.208013e+02,5.873116e-03,2.6252,0,6,178,1699,76,77
308,1852,2160,0.142593,0.914,7.210425e+02,7.773666e-03,2.6269,0,6,124,1698,76,77
309,1851,2160,0.143056,0.914,7.210183e+02,4.664138e-03,2.599,0,9,1,1697,76,77
310,1850,2160,0.143519,0.914,7.210837e+02,1.503950e-02,2.6094,0,6,52,1696,76,77
311,1849,2160,0.143981,0.914,7.208036e+02,5.592489e-03,2.5955,0,6,98,1695,76,77
312,1848,2160,0.144444,0.914,7.207884e+02,7.917999e-03,2.6137,0,9,103,1694,76,77
313,1847,2160,0.144907,0.914,7.214062e+02,5.323494e-03,2.6328,0,6,121,1693,76,77
314,1846,2160,0.14537,0.914,7.214556e+02,6.674436e-03,2.6082,0,9,192,1692,76,77
315,1845,2160,0.145833,0.913,7.209514e+02,2.139767e-02,2.6266,0,2,68,1691,76,77
316,1844,2160,0.146296,0.914,7.228205e+02,4.313859e-03,2.622,0,9,185,1690,76,77
317,1843,2160,0.146759,0.914,7.225400e+02,7.819261e-03,2.6944,0,3,103,1689,76,77
318,1842,2160,0.147222,0.914,7.219614e+02,9.294958e-03,2.6229,2,3,6,1689,76,76
319,1841,2160,0.147685,0.914,7.228600e+02,1.061175e-02,2.6022,0,4,79,1688,76,76
320,1840,2160,0.148148,0.914,7.238496e+02,7.456808e-03,2.6342,0,5,88,1687,76,76
321,1839,2160,0.148611,0.914,7.241689e+02,1.251554e-02,2.624,1,3,1,1687,75,76
322,1838,2160,0.149074,0.914,7.245591e+02,1.539038e-03,2.6135,1,9,5,1687,74,76
323,1837,2160,0.149537,0.914,7.246069e+02,2.948557e-03,2.6241,0,2,21,1686,74,76
324,1836,2160,0.15,0.914,7.246554e+02,3.861741e-03,2.6345,0,9,2,1685,74,76
325,1835,2160,0.150463,0.914,7.247301e+02,4.005214e-03,2.6022,0,5,140,1684,74,76
326,1834,2160,0.150926,0.914,7.248552e+02,4.860548e-03,2.6012,0,6,162,1683,74,76
327,1833,2160,0.151389,0.914,7.248549e+02,4.275321e-03,2.5985,0,6,63,1682,74,76
328,1832,2160,0.151852,0.914,7.248957e+02,5.749213e-03,2.6011,0,9,77,1681,74,76
329,1831,2160,0.152315,0.914,7.248413e+02,1.529112e-03,2.5881,0,0,155,1680,74,76
330,1830,2160,0.152778,0.914,7.249643e+02,4.965213e-03,2.6532,0,6,76,1679,74,76
331,1829,2160,0.153241,0.914,7.249093e+02,4.253280e-03,2.5999,0,6,87,1678,74,76
332,1828,2160,0.153704,0.914,7.249451e+02,3.157541e-03,2.6073,0,6,99,1677,74,76
333,1827,2160,0.154167,0.914,7.249409e+02,4.317596e-03,2.6662,0,6,175,1676,74,76
334,1826,2160,0.15463,0.914,7.249578e+02,2.797474e-03,2.6107,0,6,73,1675,74,76
335,1825,2160,0.155093,0.914,7.250258e+02,3.198750e-03,2.6074,0,6,97,1674,74,76
336,1824,2160,0.155556,0.914,7.251051e+02,4.794879e-03,2.5919,0,3,166,1673,74,76
337,1823,2160,0.156019,0.914,7.252395e+02,3.498485e-03,2.5928,0,6,192,1672,74,76
338,1822,2160,0.156481,0.914,7.252783e+02,3.341023e-03,2.624,0,6,93,1671,74,76
339,1821,2160,0.156944,0.914,7.253304e+02,3.116855e-03,2.6473,0,6,151,1670,74,76
340,1820,2160,0.157407,0.914,7.253523e+02,3.382452e-03,2.6592,0,6,27,1669,74,76
341,1819,2160,0.15787,0.914,7.254604e+02,3.026438e-03,2.6297,0,6,39,1668,74,76
342,1818,2160,0.158333,0.914,7.254137e+02,4.842933e-03,2.6528,0,2,120,1667,74,76
343,1817,2160,0.158796,0.914,7.250418e+02,5.604240e-03,2.6638,0,9,102,1666,74,76
344,1816,2160,0.159259,0.914,7.249799e+02,5.809738e-03,2.633,0,2,59,1665,74,76
345,1815,2160,0.159722,0.914,7.247197e+02,5.007044e-03,2.6111,0,9,19,1664,74,76
346,1814,2160,0.160185,0.914,7.247542e+02,4.827016e-03,2.6639,0,9,181,1663,74,76
347,1813,2160,0.160648,0.914,7.247886e+02,5.029369e-03,2.6473,0,9,38,1662,74,76
348,1812,2160,0.161111,0.914,7.249619e+02,5.519753e-03,2.6273,0,9,171,1661,74,76
349,1811,2160,0.161574,0.914,7.249518e+02,6.172083e-03,2.6184,0,3,44,1660,74,76
350,1810,2160,0.162037,0.913,7.248822e+02,7.373246e-03,2.5971,0,8,180,1659,74,76
351,1809,2160,0.1625,0.913,7.256334e+02,6.213189e-03,2.6177,0,9,7,1658,74,76
352,1808,2160,0.162963,0.913,7.258340e+02,1.335007e-03,2.6277,0,0,163,1657,74,76
353,1807,2160,0.163426,0.913,7.259393e+02,4.510011e-03,2.61,0,6,95,1656,74,76
354,1806,2160,0.163889,0.913,7.259983e+02,8.663826e-03,2.6125,0,8,150,1655,74,76
355,1805,2160,0.164352,0.913,7.257367e+02,1.311895e-03,2.6004,0,0,158,1654,74,76
356,1804,2160,0.164815,0.913,7.257770e+02,6.381010e-03,2.7115,0,9,155,1653,74,76
357,1803,2160,0.165278,0.913,7.257560e+02,6.142186e-03,2.7347,0,1,152,1652,74,76
358,1802,2160,0.165741,0.914,7.262809e+02,2.355247e-02,2.7137,1,7,5,1652,73,76
359,1801,2160,0.166204,0.916,7.283880e+02,1.304149e-02,2.6352,2,6,8,1652,73,75
360,1800,2160,0.166667,0.916,7.298168e+02,9.472227e-03,2.5811,0,9,156,1651,73,75
361,1799,2160,0.16713,0.915,7.297030e+02,1.657381e-03,2.6328,0,8,11,1650,73,75
362,1798,2160,0.167593,0.915,7.299293e+02,7.831699e-03,2.5907,0,1,97,1649,73,75
363,1797,2160,0.168056,0.916,7.299330e+02,6.637281e-03,2.6655,0,3,56,1648,73,75
364,1796,2160,0.168519,0.916,7.301340e+02,7.648595e-03,2.6349,0,9,124,1647,73,75
365,1795,2160,0.168981,0.916,7.303693e+02,4.475184e-03,2.6001,0,8,111,1646,73,75
366,1794,2160,0.169444,0.916,7.311672e+02,1.822281e-02,2.6505,2,1,7,1646,73,74
367,1793,2160,0.169907,0.916,7.309353e+02,7.253925e-03,2.6406,0,2,56,1645,73,74
368,1792,2160,0.17037,0.916,7.300750e+02,3.955529e-03,2.6015,0,4,71,1644,73,74
369,1791,2160,0.170833,0.916,7.303333e+02,2.273090e-03,2.6195,0,5,2,1643,73,74
370,1790,2160,0.171296,0.916,7.302736e+02,6.219205e-03,2.5856,0,2,111,1642,73,74
371,1789,2160,0.171759,0.916,7.300839e+02,2.030912e-03,2.6047,0,7,188,1641,73,74
372,1788,2160,0.172222,0.916,7.302670e+02,3.596471e-03,2.593,0,7,56,1640,73,74
373,1787,2160,0.172685,0.916,7.300567e+02,7.953410e-03,2.5905,0,9,5,1639,73,74
374,1786,2160,0.173148,0.915,7.299582e+02,5.098199e-03,2.6147,0,9,29,1638,73,74
375,1785,2160,0.173611,0.915,7.298551e+02,7.552147e-03,2.6162,0,9,106,1637,73,74
376,1784,2160,0.174074,0.915,7.296268e+02,5.376184e-03,2.6138,0,9,25,1636,73,74
377,1783,2160,0.174537,0.915,7.295466e+02,8.107257e-03,2.6159,0,9,98,1635,73,74
378,1782,2160,0.175,0.915,7.298854e+02,2.852750e-03,2.5903,0,3,98,1634,73,74
379,1781,2160,0.175463,0.915,7.295919e+02,6.212430e-03,2.5645,0,0,94,1633,73,74
380,1780,2160,0.175926,0.915,7.296146e+02,7.570369e-03,2.6704,0,4,15,1632,73,74
381,1779,2160,0.176389,0.914,7.300965e+02,8.996559e-03,2.6129,0,1,46,1631,73,74
382,1778,2160,0.176852,0.914,7.302754e+02,8.169581e-03,2.6619,0,9,13,1630,73,74
383,1777,2160,0.177315,0.914,7.303208e+02,9.466001e-03,2.6109,0,2,151,1629,73,74
384,1776,2160,0.177778,0.914,7.306951e+02,3.863793e-02,2.5978,2,4,2,1629,73,73
385,1775,2160,0.178241,0.914,7.309549e+02,3.325174e-03,2.6076,0,0,151,1628,73,73
386,1774,2160,0.178704,0.914,7.315092e+02,1.194372e-02,2.6332,0,5,180,1627,73,73
387,1773,2160,0.179167,0.914,7.336404e+02,1.014117e-02,2.6086,0,4,194,1626,73,73
388,1772,2160,0.17963,0.914,7.357041e+02,1.393447e-02,2.6655,1,9,3,1626,72,73
389,1771,2160,0.180093,0.914,7.404351e+02,1.039816e-02,2.5795,2,1,9,1626,72,72
390,1770,2160,0.180556,0.913,7.440558e+02,1.219268e-02,2.5907,0,8,146,1625,72,72
391,1769,2160,0.181019,0.913,7.425930e+02,7.344755e-03,2.6146,0,9,114,1624,72,72
392,1768,2160,0.181481,0.912,7.426316e+02,7.715893e-03,2.6181,0,9,109,1623,72,72
393,1767,2160,0.181944,0.913,7.427347e+02,8.505571e-03,2.6293,0,2,153,1622,72,72
394,1766,2160,0.182407,0.913,7.424411e+02,1.548093e-02,2.6035,0,9,153,1621,72,72
395,1765,2160,0.18287,0.913,7.435893e+02,1.122507e-02,2.6697,0,9,119,1620,72,72
396,1764,2160,0.183333,0.912,7.454594e+02,2.484823e-03,2.6258,0,2,184,1619,72,72
397,1763,2160,0.183796,0.912,7.454603e+02,8.991840e-03,2.6135,0,9,125,1618,72,72
398,1762,2160,0.184259,0.913,7.453536e+02,9.594777e-03,2.6381,0,2,69,1617,72,72
399,1761,2160,0.184722,0.913,7.460024e+02,9.677212e-03,2.6588,0,5,47,1616,72,72
400,1760,2160,0.185185,0.913,7.460299e+02,7.931077e-03,2.6264,0,3,43,1615,72,72
401,1759,2160,0.185648,0.913,7.461389e+02,8.269631e-03,2.6577,0,5,83,1614,72,72
402,1758,2160,0.186111,0.913,7.462305e+02,1.380609e-03,2.6172,0,3,83,1613,72,72
403,1757,2160,0.186574,0.913,7.463186e+02,1.833225e-03,2.6175,0,0,32,1612,72,72
404,1756,2160,0.187037,0.913,7.466205e+02,2.322648e-03,2.6084,0,0,169,1611,72,72
405,1755,2160,0.1875,0.913,7.470114e+02,2.855347e-03,2.6551,0,0,123,1610,72,72
406,1754,2160,0.187963,0.913,7.475189e+02,3.114218e-03,2.6129,0,4,55,1609,72,72
407,1753,2160,0.188426,0.913,7.474292e+02,9.484111e-03,2.5836,0,9,150,1608,72,72
408,1752,2160,0.188889,0.914,7.470396e+02,6.822878e-03,2.6789,0,4,190,1607,72,72
409,1751,2160,0.189352,0.915,7.473000e+02,3.539903e-03,2.6242,0,0,127,1606,72,72
410,1750,2160,0.189815,0.914,7.477247e+02,2.818472e-03,2.6454,0,1,191,1605,72,72
411,1749,2160,0.190278,0.915,7.482178e+02,5.523333e-03,2.6185,0,4,8,1604,72,72
412,1748,2160,0.190741,0.915,7.490235e+02,2.402629e-03,2.6015,0,0,184,1603,72,72
413,1747,2160,0.191204,0.915,7.491952e+02,1.113781e-02,2.6296,0,3,102,1602,72,72
414,1746,2160,0.191667,0.915,7.503076e+02,9.449461e-03,2.7061,0,2,86,1601,72,72
415,1745,2160,0.19213,0.915,7.509476e+02,6.190664e-03,2.722,0,9,140,1600,72,72
416,1744,2160,0.192593,0.915,7.513784e+02,2.994265e-03,2.5949,0,2,181,1599,72,72
417,1743,2160,0.193056,0.915,7.518226e+02,1.916345e-03,2.6335,0,0,154,1598,72,72
418,1742,2160,0.193519,0.915,7.519924e+02,9.982246e-03,2.6398,0,9,107,1597,72,72
419,1741,2160,0.193981,0.915,7.519536e+02,4.870533e-03,2.6409,0,1,113,1596,72,72
420,1740,2160,0.194444,0.915,7.528251e+02,1.023283e-02,2.6533,0,9,78,1595,72,72
421,1739,2160,0.194907,0.915,7.526331e+02,1.031489e-02,2.6144,0,3,142,1594,72,72
422,1738,2160,0.19537,0.915,7.528446e+02,6.070267e-03,2.6548,0,3,126,1593,72,72
423,1737,2160,0.195833,0.915,7.536352e+02,9.957744e-03,2.6583,0,9,168,1592,72,72
424,1736,2160,0.196296,0.915,7.538439e+02,9.830954e-03,2.5913,0,1,11,1591,72,72
425,1735,2160,0.196759,0.915,7.534264e+02,3.831732e-03,2.6534,0,9,11,1590,72,72
426,1734,2160,0.197222,0.915,7.535445e+02,7.018832e-03,2.6209,0,1,195,1589,72,72
427,1733,2160,0.197685,0.915,7.549662e+02,9.816564e-03,2.6131,0,2,139,1588,72,72
428,1732,2160,0.198148,0.914,7.553799e+02,9.138343e-03,2.6588,0,5,57,1587,72,72
429,1731,2160,0.198611,0.914,7.552653e+02,2.946036e-03,2.6262,0,3,57,1586,72,72
430,1730,2160,0.199074,0.914,7.551998e+02,2.093253e-03,2.6053,0,7,126,1585,72,72
431,1729,2160,0.199537,0.914,7.550402e+02,1.124139e-02,2.6046,0,2,183,1584,72,72
432,1728,2160,0.2,0.915,7.553356e+02,3.588144e-03,2.6217,0,0,16,1583,72,72
433,1727,2160,0.200463,0.915,7.560479e+02,8.970187e-03,2.6336,0,4,16,1582,72,72
434,1726,2160,0.200926,0.914,7.571146e+02,3.490269e-02,2.6374,0,5,120,1581,72,72
435,1725,2160,0.201389,0.913,7.528951e+02,8.523838e-02,2.62,2,0,2,1581,72,71
436,1724,2160,0.201852,0.913,7.570529e+02,1.536613e-02,2.6257,0,9,18,1580,72,71
437,1723,2160,0.202315,0.913,7.563559e+02,2.293080e-02,2.5996,1,2,9,1580,71,71
438,1722,2160,0.202778,0.914,7.570861e+02,9.514058e-03,2.6272,0,9,71,1579,71,71
439,1721,2160,0.203241,0.914,7.579768e+02,7.368236e-03,2.5954,0,5,42,1578,71,71
440,1720,2160,0.203704,0.914,7.600250e+02,7.635851e-03,2.6162,0,8,124,1577,71,71
441,1719,2160,0.204167,0.913,7.604847e+02,2.826208e-03,2.6776,0,8,125,1576,71,71
442,1718,2160,0.20463,0.913,7.611694e+02,5.113024e-03,2.6183,0,0,170,1575,71,71
443,1717,2160,0.205093,0.913,7.630611e+02,1.025722e-02,2.6187,0,5,12,1574,71,71
444,1716,2160,0.205556,0.913,7.642693e+02,5.259397e-03,2.5848,0,4,97,1573,71,71
445,1715,2160,0.206019,0.913,7.655835e+02,1.223114e-02,2.6039,0,2,96,1572,71,71
446,1714,2160,0.206481,0.913,7.665068e+02,2.963438e-03,2.6121,0,9,96,1571,71,71
447,1713,2160,0.206944,0.913,7.658981e+02,1.382342e-02,2.6313,0,9,128,1570,71,71
448,1712,2160,0.207407,0.913,7.660373e+02,6.966050e-03,2.6242,0,0,82,1569,71,71
449,1711,2160,0.20787,0.913,7.685166e+02,1.318584e-02,2.5985,0,2,135,1568,71,71
450,1710,2160,0.208333,0.913,7.690950e+02,1.418729e-02,2.5959,0,9,76,1567,71,71
451,1709,2160,0.208796,0.913,7.679045e+02,8.474874e-03,2.6242,0,9,46,1566,71,71
452,1708,2160,0.209259,0.913,7.676364e+02,3.542831e-03,2.5919,0,7,119,1565,71,71
453,1707,2160,0.209722,0.913,7.673369e+02,1.372533e-02,2.5742,0,9,45,1564,71,71
454,1706,2160,0.210185,0.913,7.673488e+02,2.470943e-03,2.6014,0,7,27,1563,71,71
455,1705,2160,0.210648,0.913,7.670731e+02,1.484211e-03,2.6032,0,7,5,1562,71,71
456,1704,2160,0.211111,0.913,7.672096e+02,1.649258e-03,2.6003,0,7,186,1561,71,71
457,1703,2160,0.211574,0.913,7.673253e+02,1.028971e-02,2.6989,0,8,56,1560,71,71
458,1702,2160,0.212037,0.913,7.675544e+02,1.362625e-02,2.5968,0,2,162,1559,71,71
459,1701,2160,0.2125,0.912,7.678597e+02,1.313737e-02,2.6145,0,9,17,1558,71,71
460,1700,2160,0.212963,0.912,7.673390e+02,1.088414e-02,2.6461,0,9,16,1557,71,71
461,1699,2160,0.213426,0.912,7.673234e+02,1.330396e-02,2.5986,0,9,64,1556,71,71
462,1698,2160,0.213889,0.912,7.671153e+02,1.189564e-02,2.6191,0,9,3,1555,71,71
463,1697,2160,0.214352,0.913,7.686433e+02,1.553747e-03,2.6575,0,1,3,1554,71,71
464,1696,2160,0.214815,0.913,7.687218e+02,1.290682e-02,2.6415,0,9,189,1553,71,71
465,1695,2160,0.215278,0.913,7.679991e+02,3.947909e-03,2.6001,0,0,28,1552,71,71
466,1694,2160,0.215741,0.913,7.673894e+02,1.736782e-03,2.6006,0,7,184,1551,71,71
467,1693,2160,0.216204,0.913,7.673984e+02,1.534646e-02,2.6113,0,9,178,1550,71,71
468,1692,2160,0.216667,0.913,7.672983e+02,5.075325e-03,2.5959,0,0,95,1549,71,71
469,1691,2160,0.21713,0.913,7.687092e+02,1.783976e-02,2.6295,0,3,63,1548,71,71
470,1690,2160,0.217593,0.913,7.694514e+02,2.124815e-03,2.6735,0,7,127,1547,71,71
471,1689,2160,0.218056,0.913,7.699458e+02,2.976486e-03,2.5977,0,0,19,1546,71,71
472,1688,2160,0.218519,0.912,7.698166e+02,7.195652e-03,2.6142,0,8,19,1545,71,71
473,1687,2160,0.218981,0.912,7.696529e+02,3.093636e-02,2.6707,1,3,3,1545,70,71
474,1686,2160,0.219444,0.912,7.716379e+02,4.295826e-02,2.5903,0,0,36,1544,70,71
475,1685,2160,0.219907,0.913,7.737626e+02,1.531865e-02,2.618,0,4,49,1543,70,71
476,1684,2160,0.22037,0.913,7.728059e+02,1.550449e-02,2.6122,0,4,121,1542,70,71
477,1683,2160,0.220833,0.913,7.727309e+02,6.186694e-02,2.6139,2,9,8,1542,70,70
478,1682,2160,0.221296,0.912,7.930605e+02,1.802801e-02,2.64,0,2,61,1541,70,70
479,1681,2160,0.221759,0.912,7.974255e+02,1.197852e-02,2.6087,0,9,130,1540,70,70
480,1680,2160,0.222222,0.912,7.972579e+02,1.389025e-02,2.6062,0,9,127,1539,70,70
481,1679,2160,0.222685,0.912,7.969381e+02,1.144306e-02,2.6146,0,1,10,1538,70,70
482,1678,2160,0.223148,0.912,7.958067e+02,1.937948e-02,2.603,0,9,173,1537,70,70
483,1677,2160,0.223611,0.912,7.973298e+02,3.843809e-02,2.6032,0,5,76,1536,70,70
484,1676,2160,0.224074,0.912,8.185906e+02,1.519248e-02,2.5941,0,4,54,1535,70,70
485,1675,2160,0.224537,0.913,8.218833e+02,7.055642e-03,2.6196,0,3,41,1534,70,70
486,1674,2160,0.225,0.913,8.227898e+02,1.427680e-02,2.665,0,5,70,1533,70,70
487,1673,2160,0.225463,0.913,8.236505e+02,1.662422e-02,2.6146,0,5,188,1532,70,70
488,1672,2160,0.225926,0.913,8.247970e+02,1.422714e-02,2.5969,0,3,36,1531,70,70
489,1671,2160,0.226389,0.913,8.230340e+02,1.404697e-02,2.6107,0,1,50,1530,70,70
490,1670,2160,0.226852,0.914,8.250746e+02,1.341467e-02,2.6183,0,9,23,1529,70,70
491,1669,2160,0.227315,0.914,8.254905e+02,1.439468e-02,2.612,0,9,22,1528,70,70
492,1668,2160,0.227778,0.914,8.267031e+02,9.357334e-03,2.6561,0,0,152,1527,70,70
493,1667,2160,0.228241,0.914,8.283844e+02,5.129526e-03,2.6638,0,0,171,1526,70,70
494,1666,2160,0.228704,0.914,8.296407e+02,1.579114e-02,2.6114,0,2,60,1525,70,70
495,1665,2160,0.229167,0.914,8.311613e+02,3.241608e-02,2.6424,0,9,188,1524,70,70
496,1664,2160,0.22963,0.914,8.300416e+02,7.589466e-03,2.6583,0,0,20,1523,70,70
497,1663,2160,0.230093,0.914,8.344048e+02,1.494372e-02,2.6397,0,3,144,1522,70,70
498,1662,2160,0.230556,0.913,8.356632e+02,1.259681e-02,2.6302,0,1,148,1521,70,70
499,1661,2160,0.231019,0.913,8.353720e+02,1.628325e-02,2.6424,0,3,177,1520,70,70
