epoch,train_acc,test_acc,train_loss,epoch_time_s
0,0.2543,0.264,0.219197,0.337
1,0.3417,0.351,0.20287,0.003
2,0.3883,0.387,0.181728,0.003
3,0.4766,0.466,0.159741,0.003
4,0.5422,0.533,0.141095,0.003
5,0.5941,0.597,0.126738,0.003
6,0.6257,0.607,0.11441,0.003
7,0.697,0.688,0.101878,0.003
8,0.7361,0.705,0.092546,0.003
9,0.7717,0.763,0.082504,0.003
10,0.7999,0.776,0.074313,0.003
11,0.8141,0.802,0.068467,0.003
12,0.8217,0.808,0.064233,0.003
13,0.8393,0.831,0.059276,0.003
14,0.8438,0.829,0.056284,0.003
15,0.8499,0.841,0.054344,0.003
16,0.8525,0.843,0.052313,0.003
17,0.8533,0.841,0.050984,0.003
18,0.8614,0.847,0.049423,0.003
19,0.8498,0.847,0.050634,0.003
20,0.8592,0.859,0.047311,0.003
21,0.8691,0.871,0.045559,0.003
22,0.8732,0.869,0.045061,0.003
23,0.8761,0.876,0.04403,0.003
24,0.8747,0.877,0.043478,0.003
25,0.8785,0.876,0.042327,0.003
26,0.8743,0.864,0.042627,0.003
27,0.8724,0.864,0.042803,0.003
28,0.8688,0.877,0.042507,0.003
29,0.8676,0.863,0.043364,0.003
30,0.8777,0.864,0.041598,0.003
31,0.8765,0.871,0.040803,0.003
32,0.8797,0.884,0.039853,0.003
33,0.886,0.888,0.039156,0.003
34,0.8825,0.886,0.040094,0.003
35,0.8848,0.887,0.038811,0.003
36,0.886,0.878,0.039171,0.003
37,0.8857,0.882,0.038548,0.003
38,0.8873,0.877,0.038211,0.003
39,0.8869,0.882,0.038546,0.003
40,0.8826,0.878,0.038935,0.003
41,0.8822,0.872,0.039394,0.003
42,0.8906,0.889,0.036872,0.003
43,0.8879,0.885,0.037455,0.003
44,0.8839,0.88,0.038198,0.003
45,0.8932,0.891,0.036402,0.003
46,0.8896,0.886,0.037773,0.003
47,0.8855,0.881,0.037769,0.003
48,0.8921,0.882,0.036422,0.003
49,0.8928,0.887,0.03631,0.003
50,0.893,0.887,0.036099,0.003
51,0.8908,0.875,0.036482,0.003
52,0.8905,0.884,0.036679,0.003
53,0.8906,0.892,0.036931,0.003
54,0.8897,0.883,0.03681,0.003
55,0.8959,0.89,0.035513,0.003
56,0.8921,0.881,0.036566,0.003
57,0.8949,0.879,0.035407,0.003
58,0.8974,0.89,0.034911,0.003
59,0.8986,0.892,0.034856,0.003
60,0.8956,0.884,0.035453,0.003
61,0.8972,0.892,0.035083,0.003
62,0.8983,0.888,0.034561,0.003
63,0.8986,0.887,0.034919,0.003
64,0.8991,0.886,0.034585,0.003
65,0.8959,0.89,0.034716,0.003
66,0.8999,0.896,0.03443,0.003
67,0.9,0.891,0.034264,0.003
68,0.9019,0.89,0.034191,0.003
