epoch,train_acc,test_acc,train_loss,epoch_time_s
0,0.1099,0.106,0.230051,0.409
1,0.1108,0.107,0.229859,0.004
2,0.1156,0.11,0.229662,0.004
3,0.1216,0.117,0.229465,0.004
4,0.1323,0.13,0.229243,0.003
5,0.1453,0.159,0.229017,0.003
6,0.1672,0.186,0.228775,0.003
7,0.1943,0.214,0.228505,0.003
8,0.2246,0.24,0.228233,0.003
9,0.2423,0.256,0.227917,0.003
10,0.2695,0.285,0.22756,0.003
11,0.3001,0.308,0.227146,0.003
12,0.3196,0.328,0.226677,0.003
13,0.3492,0.352,0.226177,0.004
14,0.3736,0.373,0.225561,0.003
15,0.3883,0.38,0.224911,0.003
16,0.3977,0.391,0.224177,0.003
17,0.4063,0.393,0.223335,0.003
18,0.4104,0.404,0.222327,0.003
19,0.4214,0.402,0.221214,0.003
20,0.4322,0.409,0.21988,0.003
21,0.43,0.413,0.21834,0.004
22,0.4309,0.422,0.216713,0.004
23,0.4233,0.416,0.214588,0.003
24,0.4253,0.419,0.212285,0.004
25,0.4279,0.42,0.209504,0.003
26,0.4259,0.416,0.206396,0.004
27,0.4243,0.42,0.20306,0.003
28,0.4328,0.426,0.199233,0.004
29,0.4275,0.425,0.195163,0.004
30,0.4375,0.426,0.190702,0.004
31,0.4399,0.435,0.185903,0.004
32,0.4596,0.457,0.180829,0.004
33,0.4825,0.485,0.175693,0.004
34,0.5191,0.518,0.170148,0.004
35,0.5428,0.524,0.164489,0.004
36,0.574,0.554,0.158606,0.004
37,0.5914,0.575,0.152563,0.004
38,0.6078,0.584,0.146455,0.003
39,0.625,0.639,0.14055,0.004
40,0.6364,0.632,0.134886,0.004
41,0.6615,0.654,0.129445,0.004
42,0.6993,0.683,0.123921,0.004
43,0.7012,0.69,0.119127,0.004
44,0.725,0.717,0.114542,0.003
45,0.737,0.717,0.109968,0.003
46,0.7368,0.719,0.106044,0.003
47,0.7476,0.733,0.102122,0.003
48,0.7543,0.728,0.098892,0.004
49,0.7539,0.724,0.095503,0.003
50,0.7659,0.746,0.092386,0.003
51,0.7719,0.746,0.089535,0.003
52,0.7706,0.751,0.087199,0.003
53,0.7712,0.751,0.084989,0.003
54,0.7774,0.76,0.082692,0.003
55,0.7877,0.763,0.080182,0.003
56,0.7837,0.758,0.078799,0.003
57,0.7954,0.768,0.076603,0.004
58,0.7964,0.763,0.074833,0.004
59,0.8045,0.786,0.073136,0.004
60,0.8018,0.77,0.072034,0.004
61,0.807,0.783,0.070023,0.003
62,0.8126,0.785,0.06863,0.003
63,0.8092,0.784,0.068018,0.003
64,0.8171,0.792,0.0662,0.003
65,0.817,0.793,0.065029,0.003
66,0.8195,0.799,0.063731,0.003
67,0.8194,0.795,0.063195,0.004
68,0.8248,0.798,0.06182,0.003
69,0.8262,0.807,0.060931,0.003
70,0.83,0.804,0.059863,0.003
71,0.8297,0.813,0.059232,0.003
72,0.8268,0.804,0.058952,0.003
73,0.8326,0.819,0.057572,0.003
74,0.8336,0.812,0.057009,0.003
75,0.8351,0.821,0.056266,0.003
76,0.8371,0.827,0.055856,0.003
77,0.8373,0.831,0.055505,0.003
78,0.8417,0.82,0.054504,0.003
79,0.8425,0.83,0.05422,0.004
80,0.8429,0.827,0.053482,0.003
81,0.842,0.823,0.053124,0.003
82,0.8484,0.842,0.052562,0.004
83,0.8453,0.836,0.052612,0.003
84,0.8447,0.836,0.051902,0.003
85,0.8472,0.836,0.051279,0.004
86,0.8472,0.842,0.050881,0.003
87,0.8527,0.845,0.050485,0.004
88,0.8543,0.85,0.049846,0.004
89,0.8566,0.851,0.049649,0.004
90,0.8555,0.856,0.049145,0.003
91,0.8601,0.855,0.048628,0.003
92,0.858,0.856,0.048422,0.003
93,0.8595,0.86,0.047778,0.003
94,0.8602,0.856,0.047625,0.003
95,0.8573,0.852,0.047809,0.003
96,0.8631,0.856,0.047005,0.003
97,0.8644,0.86,0.046997,0.003
98,0.8658,0.863,0.046202,0.004
99,0.8665,0.864,0.046092,0.004
100,0.8623,0.859,0.046111,0.004
101,0.8674,0.861,0.045371,0.004
102,0.8653,0.862,0.045542,0.003
103,0.8696,0.862,0.044875,0.003
104,0.8714,0.858,0.044846,0.003
105,0.8663,0.859,0.044748,0.003
106,0.8704,0.867,0.044264,0.003
107,0.8709,0.861,0.044258,0.004
108,0.8713,0.867,0.044089,0.004
109,0.8739,0.866,0.044001,0.004
110,0.8726,0.856,0.043364,0.003
111,0.8775,0.867,0.043143,0.004
112,0.873,0.877,0.043451,0.003
113,0.8774,0.865,0.042594,0.003
114,0.8791,0.866,0.042441,0.003
115,0.8766,0.872,0.042331,0.003
116,0.8775,0.868,0.041998,0.003
117,0.8772,0.865,0.042043,0.003
118,0.8756,0.873,0.042255,0.003
119,0.8791,0.873,0.041773,0.003
120,0.8778,0.869,0.041576,0.004
121,0.8786,0.867,0.041297,0.003
122,0.8791,0.871,0.041181,0.003
123,0.8816,0.87,0.040783,0.003
124,0.883,0.871,0.040726,0.003
125,0.883,0.872,0.040435,0.003
126,0.881,0.875,0.040235,0.004
127,0.88,0.874,0.040412,0.003
128,0.883,0.872,0.04017,0.003
129,0.8838,0.879,0.040174,0.003
130,0.882,0.873,0.03991,0.003
131,0.8834,0.878,0.039807,0.004
132,0.8839,0.87,0.039563,0.003
133,0.8818,0.868,0.039703,0.004
134,0.8856,0.874,0.039011,0.004
135,0.8839,0.873,0.039152,0.003
136,0.8867,0.876,0.038902,0.003
137,0.8856,0.874,0.038847,0.003
138,0.8872,0.876,0.038611,0.003
139,0.887,0.876,0.038419,0.003
140,0.8882,0.874,0.03857,0.003
141,0.8871,0.871,0.038388,0.003
142,0.8842,0.866,0.038848,0.003
143,0.8855,0.872,0.038516,0.004
144,0.8897,0.881,0.038364,0.004
145,0.8893,0.877,0.0378,0.003
146,0.8899,0.879,0.03788,0.003
147,0.8902,0.881,0.037702,0.004
148,0.889,0.878,0.03763,0.003
149,0.8907,0.885,0.037456,0.003
150,0.8919,0.879,0.037075,0.004
151,0.8905,0.88,0.037261,0.004
