step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ,layer_3_NZ
19,2241,2260,0.008407,0.142,0.000000e+00,7.672232e-03,0.5022,0.0891,2,6,7,1960,91,89,100
20,2240,2260,0.00885,0.142,0.000000e+00,1.237664e-02,0.5049,0.0921,2,7,7,1960,91,88,100
21,2239,2260,0.009292,0.142,0.000000e+00,1.910027e-02,0.5055,0.0907,2,8,7,1960,91,87,100
22,2238,2260,0.009735,0.142,0.000000e+00,4.895344e-03,0.508,0.0897,2,9,3,1960,91,86,100
23,2237,2260,0.010177,0.142,0.000000e+00,1.907553e-02,0.5033,0.0915,2,9,7,1960,91,85,100
24,2236,2260,0.010619,0.142,0.000000e+00,3.917639e-03,0.5117,0.0892,1,7,5,1960,90,85,100
25,2235,2260,0.011062,0.142,0.000000e+00,9.605841e-04,0.51,0.0899,1,7,6,1960,89,85,100
26,2234,2260,0.011504,0.142,0.000000e+00,4.307987e-03,0.501,0.0918,1,7,7,1960,88,85,100
27,2233,2260,0.011947,0.142,0.000000e+00,3.270039e-04,0.5021,0.0904,2,3,3,1960,88,84,100
28,2232,2260,0.012389,0.142,2.081137e-13,5.686799e-07,0.4972,3.6997,0,7,163,1959,88,84,100
29,2231,2260,0.012832,0.142,4.261471e-13,4.481473e-04,0.5168,3.6389,3,1,5,1959,88,84,99
30,2230,2260,0.013274,0.142,8.822322e-12,1.247822e-03,0.5039,0.0206,2,0,3,1959,88,83,99
31,2229,2260,0.013717,0.142,2.561642e-11,1.339015e-04,0.5081,0.0203,0,9,46,1958,88,83,99
32,2228,2260,0.014159,0.142,4.328402e-11,1.652997e-04,0.5227,0.0212,0,9,151,1957,88,83,99
33,2227,2260,0.014602,0.142,3.365749e-11,1.481201e-03,0.5116,0.0214,2,8,3,1957,88,82,99
34,2226,2260,0.015044,0.142,5.970293e-11,7.504396e-04,0.5021,0.0221,3,3,5,1957,88,82,98
35,2225,2260,0.015487,0.142,8.727621e-11,4.441858e-03,0.4977,0.0257,2,1,3,1957,88,81,98
36,2224,2260,0.015929,0.142,1.342228e-10,2.168566e-04,0.5112,0.0205,0,9,71,1956,88,81,98
37,2223,2260,0.016372,0.142,1.856292e-10,1.844770e-04,0.5095,0.0215,0,9,93,1955,88,81,98
38,2222,2260,0.016814,0.142,1.812740e-10,3.930274e-05,0.4956,3.6624,2,0,8,1955,88,80,98
39,2221,2260,0.017257,0.142,2.218738e-10,1.190801e-03,0.5085,0.0211,2,2,0,1955,88,79,98
40,2220,2260,0.017699,0.142,2.921408e-10,3.448742e-03,0.5123,0.021,2,7,3,1955,88,78,98
41,2219,2260,0.018142,0.142,3.660218e-10,1.208657e-03,0.5225,0.0209,1,3,8,1955,87,78,98
42,2218,2260,0.018584,0.142,4.393179e-10,1.826412e-03,0.5045,0.0233,1,3,3,1955,86,78,98
43,2217,2260,0.019027,0.142,5.322138e-10,1.375106e-03,0.5038,0.0237,1,4,9,1955,85,78,98
44,2216,2260,0.019469,0.142,6.341427e-10,4.839750e-04,0.5047,0.0208,0,9,49,1954,85,78,98
45,2215,2260,0.019912,0.142,7.572261e-10,5.902958e-04,0.4999,0.0223,0,9,4,1953,85,78,98
46,2214,2260,0.020354,0.142,5.516923e-10,3.030490e-03,0.4993,0.0203,2,7,0,1953,85,77,98
47,2213,2260,0.020796,0.142,7.507681e-10,5.494222e-03,0.5043,0.0224,2,6,3,1953,85,76,98
48,2212,2260,0.021239,0.142,9.501682e-10,6.393932e-04,0.5043,0.0226,0,9,42,1952,85,76,98
49,2211,2260,0.021681,0.142,1.171933e-09,6.426192e-04,0.5085,0.0224,0,9,45,1951,85,76,98
50,2210,2260,0.022124,0.142,9.921720e-10,4.798019e-04,0.5163,0.0213,0,9,95,1950,85,76,98
51,2209,2260,0.022566,0.142,1.218271e-09,1.460275e-03,0.5071,0.0214,0,9,51,1949,85,76,98
52,2208,2260,0.023009,0.142,1.031115e-09,1.028109e-03,0.5018,0.0244,0,9,161,1948,85,76,98
53,2207,2260,0.023451,0.142,1.025663e-09,8.270698e-04,0.5043,0.022,0,9,76,1947,85,76,98
54,2206,2260,0.023894,0.142,1.144220e-09,1.370578e-03,0.5012,0.0235,0,9,48,1946,85,76,98
55,2205,2260,0.024336,0.142,9.883566e-10,1.291916e-03,0.4954,0.0226,0,9,17,1945,85,76,98
56,2204,2260,0.024779,0.142,1.085538e-09,1.461200e-03,0.4967,0.0214,0,9,153,1944,85,76,98
57,2203,2260,0.025221,0.142,1.003941e-09,1.503094e-03,0.4979,0.0217,2,5,8,1944,85,75,98
58,2202,2260,0.025664,0.142,1.314293e-09,3.063095e-03,0.5057,0.0249,3,2,5,1944,85,75,97
59,2201,2260,0.026106,0.142,1.627956e-09,4.536498e-03,0.5008,0.0207,3,5,5,1944,85,75,96
60,2200,2260,0.026549,0.142,2.257862e-09,3.515507e-03,0.5058,0.0233,2,4,3,1944,85,74,96
61,2199,2260,0.026991,0.142,2.900157e-09,7.598011e-03,0.5066,0.0212,1,3,0,1944,84,74,96
62,2198,2260,0.027434,0.142,2.844147e-09,2.228584e-03,0.5032,0.0209,1,3,6,1944,83,74,96
63,2197,2260,0.027876,0.142,3.449437e-09,3.307389e-03,0.5056,0.021,2,8,0,1944,83,73,96
64,2196,2260,0.028319,0.142,4.159198e-09,2.254244e-05,0.5021,3.6468,0,4,153,1943,83,73,96
65,2195,2260,0.028761,0.142,4.225363e-09,1.840231e-03,0.5093,0.023,0,9,170,1942,83,73,96
66,2194,2260,0.029204,0.142,5.185234e-09,9.573522e-04,0.519,0.0225,0,9,146,1941,83,73,96
67,2193,2260,0.029646,0.142,4.220127e-09,2.455188e-03,0.5423,0.0193,0,9,12,1940,83,73,96
68,2192,2260,0.030088,0.142,4.864897e-09,9.100779e-04,0.5114,0.0205,0,9,175,1939,83,73,96
69,2191,2260,0.030531,0.142,4.414249e-09,1.983173e-03,0.5044,0.021,0,9,47,1938,83,73,96
70,2190,2260,0.030973,0.142,5.028799e-09,1.338732e-03,0.5025,0.0215,0,9,6,1937,83,73,96
71,2189,2260,0.031416,0.142,4.367627e-09,6.031260e-03,0.5014,0.0212,1,3,2,1937,82,73,96
72,2188,2260,0.031858,0.142,5.517550e-09,5.451863e-03,0.5023,0.0224,1,3,4,1937,81,73,96
73,2187,2260,0.032301,0.142,6.222258e-09,3.723733e-03,0.5043,0.0224,1,3,1,1937,80,73,96
74,2186,2260,0.032743,0.142,6.018131e-09,6.529994e-03,0.5031,0.0221,2,2,3,1937,80,72,96
75,2185,2260,0.033186,0.142,6.222258e-09,8.066754e-03,0.505,0.0233,1,3,5,1937,79,72,96
76,2184,2260,0.033628,0.142,6.222258e-09,1.745053e-02,0.5056,0.0214,1,3,7,1937,78,72,96
77,2183,2260,0.034071,0.142,6.222258e-09,2.244551e-03,0.5013,0.0215,0,9,27,1936,78,72,96
78,2182,2260,0.034513,0.142,7.511160e-09,1.239262e-03,0.5093,0.0211,0,9,150,1935,78,72,96
79,2181,2260,0.034956,0.142,6.340910e-09,1.752213e-03,0.4985,0.0222,0,9,36,1934,78,72,96
80,2180,2260,0.035398,0.142,7.680475e-09,1.925540e-03,0.4974,0.0217,0,9,112,1933,78,72,96
81,2179,2260,0.035841,0.142,8.358849e-09,2.555655e-03,0.5018,0.0217,0,9,83,1932,78,72,96
82,2178,2260,0.036283,0.142,6.967569e-09,1.611021e-03,0.5057,0.0238,0,9,15,1931,78,72,96
83,2177,2260,0.036726,0.142,7.114482e-09,2.800977e-03,0.5134,0.0231,0,9,39,1930,78,72,96
84,2176,2260,0.037168,0.142,8.542454e-09,1.611696e-03,0.4989,0.0212,0,9,188,1929,78,72,96
85,2175,2260,0.037611,0.142,7.026567e-09,8.615251e-03,0.5002,0.021,2,3,0,1929,78,71,96
86,2174,2260,0.038053,0.142,8.616562e-09,6.574281e-03,0.5018,0.0224,2,4,0,1929,78,70,96
87,2173,2260,0.038496,0.142,9.447708e-09,7.081569e-04,0.4979,0.0223,1,0,5,1929,77,70,96
88,2172,2260,0.038938,0.142,8.889876e-09,7.557601e-03,0.5054,0.0212,3,0,5,1929,77,70,95
89,2171,2260,0.039381,0.142,1.059943e-08,7.922935e-03,0.5011,0.0219,3,4,5,1929,77,70,94
90,2170,2260,0.039823,0.142,1.200300e-08,8.484460e-03,0.5078,0.0227,3,7,5,1929,77,70,93
91,2169,2260,0.040265,0.142,1.311233e-08,1.681776e-03,0.504,0.0232,0,9,184,1928,77,70,93
92,2168,2260,0.040708,0.142,1.484829e-08,3.114845e-03,0.5025,0.0221,0,9,120,1927,77,70,93
93,2167,2260,0.04115,0.142,1.497137e-08,3.096006e-03,0.499,0.0215,0,9,75,1926,77,70,93
94,2166,2260,0.041593,0.142,1.686416e-08,2.176521e-03,0.4972,0.0237,0,9,77,1925,77,70,93
95,2165,2260,0.042035,0.142,1.395570e-08,1.233922e-02,0.5092,0.0218,3,6,5,1925,77,70,92
96,2164,2260,0.042478,0.142,1.667299e-08,5.142052e-05,0.5056,3.6685,0,8,130,1924,77,70,92
97,2163,2260,0.04292,0.142,1.704594e-08,1.447308e-02,0.5148,0.0212,3,9,5,1924,77,70,91
98,2162,2260,0.043363,0.142,2.003190e-08,3.417009e-03,0.5135,0.0221,2,5,1,1924,77,69,91
99,2161,2260,0.043805,0.142,2.170369e-08,4.779031e-03,0.5288,0.0216,2,5,2,1924,77,68,91
100,2160,2260,0.044248,0.142,2.170369e-08,1.091084e-02,0.5022,0.0216,2,5,4,1924,77,67,91
101,2159,2260,0.04469,0.142,2.170369e-08,5.384795e-03,0.4984,0.0229,2,5,5,1924,77,66,91
102,2158,2260,0.045133,0.142,2.170369e-08,2.128188e-03,0.5056,0.0223,2,5,9,1924,77,65,91
103,2157,2260,0.045575,0.142,2.170369e-08,4.075773e-03,0.5053,0.0215,2,5,6,1924,77,64,91
104,2156,2260,0.046018,0.142,2.170369e-08,1.511711e-02,0.5047,0.021,3,8,5,1924,77,64,90
105,2155,2260,0.04646,0.142,2.170369e-08,1.815493e-05,0.4971,3.6593,0,2,144,1923,77,64,90
106,2154,2260,0.046903,0.142,2.176728e-08,2.945129e-03,0.5135,0.0214,1,0,3,1923,76,64,90
107,2153,2260,0.047345,0.142,2.598064e-08,2.116184e-02,0.5169,0.0212,1,0,0,1923,75,64,90
108,2152,2260,0.047788,0.142,2.889892e-08,2.875238e-03,0.5214,0.0216,0,9,129,1922,75,64,90
109,2151,2260,0.04823,0.142,3.345893e-08,5.627381e-03,0.5061,0.0238,0,9,43,1921,75,64,90
110,2150,2260,0.048673,0.142,3.021154e-08,2.923825e-03,0.514,0.0203,0,9,100,1920,75,64,90
111,2149,2260,0.049115,0.142,3.414227e-08,2.671825e-03,0.5068,0.0222,0,9,158,1919,75,64,90
112,2148,2260,0.049558,0.142,3.039782e-08,3.400036e-03,0.5021,0.0215,0,9,133,1918,75,64,90
113,2147,2260,0.05,0.142,3.357171e-08,2.431144e-03,0.5187,0.0222,0,9,20,1917,75,64,90
114,2146,2260,0.050442,0.142,2.930787e-08,2.555433e-03,0.5116,0.0213,0,9,70,1916,75,64,90
115,2145,2260,0.050885,0.142,3.333480e-08,4.011633e-03,0.4975,0.0243,0,9,178,1915,75,64,90
116,2144,2260,0.051327,0.142,2.993907e-08,2.904502e-03,0.4964,0.0213,0,9,116,1914,75,64,90
117,2143,2260,0.05177,0.142,2.768541e-08,6.209350e-03,0.4959,0.0224,1,2,9,1914,74,64,90
118,2142,2260,0.052212,0.142,3.203425e-08,2.903318e-03,0.5028,0.0218,0,9,69,1913,74,64,90
119,2141,2260,0.052655,0.142,3.500487e-08,2.279452e-03,0.503,0.0215,0,9,60,1912,74,64,90
120,2140,2260,0.053097,0.142,3.651282e-08,4.851959e-03,0.5027,0.0235,0,9,37,1911,74,64,90
121,2139,2260,0.05354,0.142,3.691553e-08,3.232597e-03,0.5012,0.0214,0,9,140,1910,74,64,90
122,2138,2260,0.053982,0.142,3.319176e-08,2.825589e-03,0.5029,0.0225,0,9,1,1909,74,64,90
123,2137,2260,0.054425,0.142,3.216363e-08,2.699894e-05,0.497,3.6618,0,7,45,1908,74,64,90
124,2136,2260,0.054867,0.142,3.214488e-08,6.654647e-05,0.508,3.6489,0,8,51,1907,74,64,90
125,2135,2260,0.05531,0.142,3.261222e-08,6.491236e-05,0.5081,3.6362,0,4,42,1906,74,64,90
126,2134,2260,0.055752,0.142,3.291523e-08,2.689532e-05,0.5152,3.6454,0,2,69,1905,74,64,90
127,2133,2260,0.056195,0.142,3.321039e-08,4.250459e-05,0.5133,3.6391,0,0,41,1904,74,64,90
128,2132,2260,0.056637,0.142,3.332024e-08,4.292767e-05,0.5021,3.6324,0,0,46,1903,74,64,90
129,2131,2260,0.05708,0.142,3.347638e-08,5.261082e-03,0.5086,0.022,2,9,0,1903,74,63,90
130,2130,2260,0.057522,0.142,4.221071e-08,2.895076e-03,0.5175,0.0228,0,9,107,1902,74,63,90
131,2129,2260,0.057965,0.142,5.142156e-08,3.378884e-03,0.5228,0.0204,0,9,108,1901,74,63,90
132,2128,2260,0.058407,0.142,4.406744e-08,2.924704e-03,0.5204,0.0226,0,9,193,1900,74,63,90
133,2127,2260,0.05885,0.142,4.329875e-08,2.623833e-03,0.4998,0.0211,0,9,144,1899,74,63,90
134,2126,2260,0.059292,0.142,5.152361e-08,3.244504e-03,0.5038,0.0212,0,9,121,1898,74,63,90
135,2125,2260,0.059735,0.142,5.548625e-08,3.911321e-03,0.5068,0.0212,0,9,157,1897,74,63,90
136,2124,2260,0.060177,0.142,4.507610e-08,3.462685e-03,0.5016,0.0214,1,0,8,1897,73,63,90
137,2123,2260,0.060619,0.142,5.615166e-08,3.014753e-03,0.4918,0.0207,1,0,6,1897,72,63,90
138,2122,2260,0.061062,0.142,5.818994e-08,6.416898e-03,0.5073,0.021,1,0,2,1897,71,63,90
139,2121,2260,0.061504,0.142,6.375420e-08,2.600904e-03,0.502,0.0223,1,0,1,1897,70,63,90
140,2120,2260,0.061947,0.142,6.375420e-08,9.749899e-03,0.5,0.0217,1,0,4,1897,69,63,90
141,2119,2260,0.062389,0.142,6.375420e-08,2.296261e-02,0.5015,0.0225,1,0,7,1897,68,63,90
142,2118,2260,0.062832,0.142,6.375420e-08,1.813065e-02,0.502,0.0213,2,6,0,1897,68,62,90
143,2117,2260,0.063274,0.142,6.375420e-08,1.430543e-03,0.5002,3.6428,2,0,5,1897,68,61,90
144,2116,2260,0.063717,0.142,7.311651e-08,2.367289e-03,0.5083,0.0212,0,9,82,1896,68,61,90
145,2115,2260,0.064159,0.142,9.066925e-08,3.723380e-03,0.5161,0.0216,0,9,163,1895,68,61,90
146,2114,2260,0.064602,0.142,7.346480e-08,3.222004e-03,0.5316,0.0198,0,9,164,1894,68,61,90
147,2113,2260,0.065044,0.142,8.391097e-08,5.660838e-03,0.5107,0.0222,0,9,132,1893,68,61,90
148,2112,2260,0.065487,0.142,7.901818e-08,3.535111e-03,0.5011,0.0216,0,9,41,1892,68,61,90
149,2111,2260,0.065929,0.142,7.013260e-08,4.604191e-03,0.5049,0.0225,0,9,63,1891,68,61,90
150,2110,2260,0.066372,0.142,8.123847e-08,3.726758e-03,0.4953,0.0226,0,9,64,1890,68,61,90
151,2109,2260,0.066814,0.142,7.319203e-08,6.687195e-03,0.503,0.0217,0,9,7,1889,68,61,90
152,2108,2260,0.067257,0.142,8.252030e-08,4.189312e-03,0.4968,0.021,0,9,97,1888,68,61,90
153,2107,2260,0.067699,0.142,7.111454e-08,5.160912e-03,0.4983,0.0219,0,9,19,1887,68,61,90
154,2106,2260,0.068142,0.142,8.362663e-08,3.715462e-03,0.4945,0.0212,0,9,110,1886,68,61,90
155,2105,2260,0.068584,0.142,7.076004e-08,3.891513e-03,0.5036,0.0238,0,9,2,1885,68,61,90
156,2104,2260,0.069027,0.142,7.522871e-08,1.597017e-02,0.503,0.0217,0,9,166,1884,68,61,90
157,2103,2260,0.069469,0.142,7.171379e-08,4.066005e-03,0.4977,0.0235,0,9,119,1883,68,61,90
158,2102,2260,0.069912,0.142,8.712239e-08,4.802864e-03,0.5004,0.0228,0,9,26,1882,68,61,90
159,2101,2260,0.070354,0.142,7.953765e-08,1.269353e-02,0.4962,0.0212,0,9,86,1881,68,61,90
160,2100,2260,0.070796,0.142,7.719776e-08,1.086732e-02,0.4981,0.0213,0,9,102,1880,68,61,90
161,2099,2260,0.071239,0.142,7.551391e-08,6.778163e-03,0.5,0.0212,0,9,169,1879,68,61,90
162,2098,2260,0.071681,0.142,7.526886e-08,7.070018e-03,0.4977,0.0224,0,9,128,1878,68,61,90
163,2097,2260,0.072124,0.142,8.291950e-08,3.507902e-03,0.497,0.0224,0,9,9,1877,68,61,90
164,2096,2260,0.072566,0.142,7.387967e-08,8.197290e-03,0.505,0.0205,0,9,18,1876,68,61,90
165,2095,2260,0.073009,0.142,9.412929e-08,4.719614e-03,0.5077,0.0219,0,9,56,1875,68,61,90
166,2094,2260,0.073451,0.142,7.644134e-08,5.047484e-03,0.5012,0.0212,0,9,165,1874,68,61,90
167,2093,2260,0.073894,0.142,9.716169e-08,6.674831e-03,0.5057,0.0225,0,9,50,1873,68,61,90
168,2092,2260,0.074336,0.142,7.563873e-08,4.636398e-03,0.5033,0.0212,0,9,87,1872,68,61,90
169,2091,2260,0.074779,0.142,8.884202e-08,1.067610e-02,0.4998,0.0234,0,9,125,1871,68,61,90
170,2090,2260,0.075221,0.142,7.432284e-08,5.100585e-03,0.5018,0.0214,0,9,11,1870,68,61,90
171,2089,2260,0.075664,0.142,9.210553e-08,4.603122e-03,0.5042,0.0206,0,9,98,1869,68,61,90
172,2088,2260,0.076106,0.142,7.151900e-08,4.418772e-03,0.5018,0.0209,0,9,185,1868,68,61,90
173,2087,2260,0.076549,0.142,8.931190e-08,6.387430e-03,0.4987,0.0211,0,9,38,1867,68,61,90
174,2086,2260,0.076991,0.142,8.547414e-08,5.556803e-03,0.5061,0.0212,0,9,81,1866,68,61,90
175,2085,2260,0.077434,0.142,9.633438e-08,9.075517e-03,0.5022,0.0216,0,9,189,1865,68,61,90
176,2084,2260,0.077876,0.142,1.189589e-07,9.618482e-03,0.5018,0.0225,0,9,141,1864,68,61,90
177,2083,2260,0.078319,0.142,8.223751e-08,5.185811e-03,0.506,0.0233,0,9,172,1863,68,61,90
178,2082,2260,0.078761,0.142,9.610762e-08,5.329120e-03,0.4941,0.0213,0,9,115,1862,68,61,90
179,2081,2260,0.079204,0.142,1.035584e-07,5.917031e-05,0.5047,3.6574,0,7,28,1861,68,61,90
180,2080,2260,0.079646,0.142,1.046902e-07,1.301930e-04,0.512,3.644,0,4,71,1860,68,61,90
181,2079,2260,0.080088,0.142,1.054753e-07,5.509710e-03,0.5063,0.0225,0,9,14,1859,68,61,90
182,2078,2260,0.080531,0.142,1.319133e-07,9.247019e-03,0.5159,0.02,0,9,94,1858,68,61,90
183,2077,2260,0.080973,0.142,9.712032e-08,5.791411e-03,0.527,0.0238,0,9,111,1857,68,61,90
184,2076,2260,0.081416,0.142,9.380933e-08,7.936612e-03,0.5147,0.0229,0,9,154,1856,68,61,90
185,2075,2260,0.081858,0.142,1.085726e-07,5.929119e-03,0.501,0.0221,0,9,171,1855,68,61,90
186,2074,2260,0.082301,0.142,8.833946e-08,2.026097e-02,0.5005,0.0214,1,8,9,1855,67,61,90
187,2073,2260,0.082743,0.142,1.196456e-07,6.494259e-03,0.5036,0.0217,1,6,9,1855,66,61,90
188,2072,2260,0.083186,0.142,1.019469e-07,1.574593e-04,0.5024,3.6626,0,4,104,1854,66,61,90
189,2071,2260,0.083628,0.142,1.029415e-07,2.747961e-04,0.5165,3.6516,1,4,8,1854,65,61,90
190,2070,2260,0.084071,0.142,1.160025e-07,4.948497e-03,0.5141,0.0218,0,9,62,1853,65,61,90
191,2069,2260,0.084513,0.142,1.623654e-07,8.634320e-03,0.5132,0.0201,0,9,149,1852,65,61,90
192,2068,2260,0.084956,0.142,1.527867e-07,8.820760e-03,0.5049,0.0217,0,9,3,1851,65,61,90
193,2067,2260,0.085398,0.142,1.454027e-07,5.690330e-03,0.5039,0.0214,0,9,92,1850,65,61,90
194,2066,2260,0.085841,0.142,1.186468e-07,7.618072e-03,0.4987,0.0232,0,9,162,1849,65,61,90
195,2065,2260,0.086283,0.142,1.564595e-07,5.672652e-03,0.5057,0.0223,0,9,96,1848,65,61,90
196,2064,2260,0.086726,0.142,1.317272e-07,1.161901e-02,0.5004,0.0244,0,9,142,1847,65,61,90
197,2063,2260,0.087168,0.142,1.629437e-07,6.299193e-03,0.5011,0.0236,0,9,40,1846,65,61,90
198,2062,2260,0.087611,0.142,1.212104e-07,5.410918e-03,0.5041,0.0223,0,9,147,1845,65,61,90
199,2061,2260,0.088053,0.142,1.807834e-07,1.010613e-02,0.5039,0.0204,0,9,99,1844,65,61,90
200,2060,2260,0.088496,0.142,1.588550e-07,7.316377e-03,0.5021,0.0221,0,9,31,1843,65,61,90
201,2059,2260,0.088938,0.142,1.272323e-07,9.352568e-03,0.4955,0.0222,0,9,192,1842,65,61,90
202,2058,2260,0.089381,0.142,1.596418e-07,1.227994e-02,0.4966,0.0232,0,9,90,1841,65,61,90
203,2057,2260,0.089823,0.142,1.265569e-07,8.287071e-03,0.5024,0.022,0,9,179,1840,65,61,90
204,2056,2260,0.090265,0.142,1.595982e-07,6.350346e-03,0.504,0.0203,0,9,180,1839,65,61,90
205,2055,2260,0.090708,0.142,1.339369e-07,2.093239e-04,0.4945,3.6469,0,4,113,1838,65,61,90
206,2054,2260,0.09115,0.142,1.381484e-07,2.197008e-04,0.5154,3.6285,0,3,4,1837,65,61,90
207,2053,2260,0.091593,0.142,1.447500e-07,7.464934e-03,0.5113,0.0203,0,9,143,1836,65,61,90
208,2052,2260,0.092035,0.142,2.239191e-07,1.541132e-02,0.5072,0.0227,0,9,106,1835,65,61,90
209,2051,2260,0.092478,0.142,1.130502e-07,6.934780e-03,0.5277,0.0193,0,9,33,1834,65,61,90
210,2050,2260,0.09292,0.142,1.358300e-07,7.195101e-03,0.5094,0.0204,0,9,65,1833,65,61,90
211,2049,2260,0.093363,0.142,1.246981e-07,6.978121e-03,0.5008,0.023,0,9,29,1832,65,61,90
212,2048,2260,0.093805,0.142,2.005376e-07,7.538733e-03,0.5076,0.0227,0,9,127,1831,65,61,90
213,2047,2260,0.094248,0.142,1.328732e-07,1.173940e-02,0.5058,0.0236,0,9,182,1830,65,61,90
214,2046,2260,0.09469,0.142,1.754530e-07,1.138874e-02,0.4968,0.0224,0,9,68,1829,65,61,90
215,2045,2260,0.095133,0.142,1.212937e-07,9.057624e-03,0.495,0.0235,0,9,73,1828,65,61,90
216,2044,2260,0.095575,0.142,1.834419e-07,6.299021e-03,0.5083,0.0209,0,9,160,1827,65,61,90
217,2043,2260,0.096018,0.142,1.188978e-07,9.700605e-03,0.5026,0.0245,0,9,72,1826,65,61,90
218,2042,2260,0.09646,0.142,1.746419e-07,8.675146e-03,0.5047,0.0237,0,9,195,1825,65,61,90
219,2041,2260,0.096903,0.142,1.769516e-07,1.165890e-02,0.5013,0.02,0,9,28,1824,65,61,90
220,2040,2260,0.097345,0.142,1.676681e-07,1.240378e-02,0.5017,0.0204,0,9,88,1823,65,61,90
221,2039,2260,0.097788,0.142,1.913552e-07,9.520852e-03,0.5011,0.0232,0,9,136,1822,65,61,90
222,2038,2260,0.09823,0.142,1.549918e-07,8.745709e-03,0.4951,0.0234,0,9,148,1821,65,61,90
223,2037,2260,0.098673,0.142,1.790551e-07,7.290626e-03,0.5043,0.0237,0,9,13,1820,65,61,90
224,2036,2260,0.099115,0.142,1.471549e-07,8.559607e-03,0.4972,0.0222,0,9,159,1819,65,61,90
225,2035,2260,0.099558,0.142,1.779706e-07,1.435482e-02,0.4973,0.0242,0,9,54,1818,65,61,90
226,2034,2260,0.1,0.142,1.901731e-07,1.139046e-02,0.4992,0.0234,0,9,85,1817,65,61,90
227,2033,2260,0.100442,0.142,1.517812e-07,8.975773e-03,0.4966,0.021,0,9,194,1816,65,61,90
228,2032,2260,0.100885,0.142,2.166727e-07,9.424051e-03,0.4979,0.0229,0,9,25,1815,65,61,90
229,2031,2260,0.101327,0.142,1.573992e-07,8.301045e-03,0.5063,0.0219,0,9,168,1814,65,61,90
230,2030,2260,0.10177,0.142,2.141062e-07,8.911558e-03,0.5021,0.0228,0,9,34,1813,65,61,90
231,2029,2260,0.102212,0.142,1.700675e-07,7.901868e-03,0.4958,0.0213,0,9,134,1812,65,61,90
232,2028,2260,0.102655,0.142,2.084568e-07,9.987390e-03,0.4946,0.023,0,9,130,1811,65,61,90
233,2027,2260,0.103097,0.142,2.624070e-07,8.479978e-03,0.4973,0.021,0,9,101,1810,65,61,90
234,2026,2260,0.10354,0.142,2.395953e-07,1.048706e-02,0.4973,0.0212,0,9,35,1809,65,61,90
235,2025,2260,0.103982,0.142,3.006981e-07,1.309085e-02,0.5007,0.024,0,9,104,1808,65,61,90
236,2024,2260,0.104425,0.142,2.087725e-07,1.201979e-02,0.5002,0.0213,0,9,117,1807,65,61,90
237,2023,2260,0.104867,0.142,2.508048e-07,8.615213e-03,0.5008,0.0205,0,9,79,1806,65,61,90
