step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
0,2160,2160,0.0,0.907,0.000000e+00,1.704021e-03,4.1642,0.7603,2,2,6,1960,100,99
1,2159,2160,0.000463,0.907,0.000000e+00,8.907786e-03,3.5507,0.0382,1,6,0,1960,99,99
2,2158,2160,0.000926,0.907,0.000000e+00,1.526551e-02,3.4816,0.038,1,6,1,1960,98,99
3,2157,2160,0.001389,0.907,0.000000e+00,3.101143e-02,3.5059,0.0391,2,9,6,1960,98,98
4,2156,2160,0.001852,0.907,0.000000e+00,2.140901e-03,3.4885,0.0382,2,3,6,1960,98,97
5,2155,2160,0.002315,0.907,0.000000e+00,6.130890e-03,3.4842,0.038,1,6,2,1960,97,97
6,2154,2160,0.002778,0.907,0.000000e+00,4.979574e-04,3.4909,0.0368,2,6,6,1960,97,96
7,2153,2160,0.003241,0.907,0.000000e+00,3.592580e-03,3.4836,0.0371,1,6,3,1960,96,96
8,2152,2160,0.003704,0.907,0.000000e+00,2.136023e-04,3.4892,0.0382,1,6,4,1960,95,96
9,2151,2160,0.004167,0.907,0.000000e+00,6.117112e-04,3.476,0.0383,2,0,6,1960,95,95
10,2150,2160,0.00463,0.907,0.000000e+00,9.265663e-03,3.4867,0.0353,2,4,6,1960,95,94
11,2149,2160,0.005093,0.907,0.000000e+00,1.150332e-02,3.4967,0.0383,2,7,6,1960,95,93
12,2148,2160,0.005556,0.907,0.000000e+00,1.622106e-02,3.5895,0.0365,1,6,5,1960,94,93
13,2147,2160,0.006019,0.907,0.000000e+00,8.091652e-05,3.4854,0.0355,2,1,6,1960,94,92
14,2146,2160,0.006481,0.907,0.000000e+00,3.260687e-03,3.4904,0.0382,2,5,6,1960,94,91
15,2145,2160,0.006944,0.907,0.000000e+00,2.373360e-02,3.4829,0.0383,2,8,6,1960,94,90
16,2144,2160,0.007407,0.907,0.000000e+00,6.232196e-03,3.4864,0.0379,1,6,6,1960,93,90
17,2143,2160,0.00787,0.907,0.000000e+00,2.515320e-03,3.4909,0.0366,1,6,7,1960,92,90
18,2142,2160,0.008333,0.907,0.000000e+00,1.314845e-02,3.4806,0.0374,1,6,8,1960,91,90
19,2141,2160,0.008796,0.907,0.000000e+00,7.376307e-03,3.4832,0.0374,1,6,9,1960,90,90
20,2140,2160,0.009259,0.907,0.000000e+00,5.377865e-07,3.4993,0.1999,0,2,109,1959,90,90
21,2139,2160,0.009722,0.907,1.198831e-06,1.026255e-05,3.5093,1.7247,0,3,21,1958,90,90
22,2138,2160,0.010185,0.907,1.342269e-05,2.111899e-05,3.5439,1.7481,0,0,70,1957,90,90
23,2137,2160,0.010648,0.907,3.201076e-04,4.367716e-05,3.5014,1.7193,0,7,83,1956,90,90
24,2136,2160,0.011111,0.907,1.130153e-03,6.776408e-05,3.5119,1.7155,0,3,127,1955,90,90
25,2135,2160,0.011574,0.907,1.870081e-03,4.646232e-05,3.4998,1.7244,0,0,0,1954,90,90
26,2134,2160,0.012037,0.907,3.105030e-03,5.632860e-05,3.6341,1.7303,0,1,24,1953,90,90
27,2133,2160,0.0125,0.907,3.163397e-03,9.449655e-05,3.4895,1.7303,0,3,54,1952,90,90
28,2132,2160,0.012963,0.907,4.250228e-03,6.476032e-05,3.5408,1.7246,0,0,146,1951,90,90
29,2131,2160,0.013426,0.907,6.675526e-03,4.844449e-05,3.5007,1.7293,0,6,9,1950,90,90
30,2130,2160,0.013889,0.907,7.914079e-03,8.980084e-05,3.4927,1.7268,0,0,17,1949,90,90
31,2129,2160,0.014352,0.907,1.230726e-02,6.698156e-05,3.5138,1.7154,0,4,138,1948,90,90
32,2128,2160,0.014815,0.907,1.579579e-02,2.067753e-04,3.5128,1.7419,0,3,174,1947,90,90
33,2127,2160,0.015278,0.907,2.050120e-02,2.133572e-04,3.4787,1.7299,0,3,92,1946,90,90
34,2126,2160,0.015741,0.907,2.538995e-02,2.359959e-04,3.4824,1.7134,0,3,140,1945,90,90
35,2125,2160,0.016204,0.907,3.090389e-02,1.703344e-04,3.4737,1.7221,0,2,177,1944,90,90
36,2124,2160,0.016667,0.907,3.846582e-02,1.739780e-04,3.4787,1.7265,0,0,112,1943,90,90
37,2123,2160,0.01713,0.907,5.476699e-02,6.000344e-04,3.4792,1.8276,1,4,7,1943,89,90
38,2122,2160,0.017593,0.907,1.115485e-01,1.865493e-04,3.4453,1.7458,0,1,88,1942,89,90
