step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
0,2160,2160,0.0,0.916,0.000000e+00,3.776712e-04,4.2179,0.7816,0,6,136,1959,100,100
1,2159,2160,0.000463,0.916,0.000000e+00,1.459728e-02,3.5432,0.0666,0,6,169,1958,100,100
2,2158,2160,0.000926,0.916,0.000000e+00,5.428353e-03,3.4997,0.0677,0,6,170,1957,100,100
3,2157,2160,0.001389,0.916,0.000000e+00,3.490606e-03,3.5862,0.0744,0,6,8,1956,100,100
4,2156,2160,0.001852,0.916,0.000000e+00,4.512192e-03,3.5369,0.0707,2,6,0,1956,100,99
5,2155,2160,0.002315,0.916,0.000000e+00,1.879450e-04,3.5855,0.0727,0,6,105,1955,100,99
6,2154,2160,0.002778,0.916,0.000000e+00,3.630354e-03,3.5428,0.0724,0,6,9,1954,100,99
7,2153,2160,0.003241,0.916,0.000000e+00,1.251080e-02,3.6049,0.0713,0,6,174,1953,100,99
8,2152,2160,0.003704,0.916,0.000000e+00,1.956499e-03,3.6038,0.0746,0,6,42,1952,100,99
9,2151,2160,0.004167,0.916,0.000000e+00,7.726777e-03,3.6492,0.0744,0,6,10,1951,100,99
10,2150,2160,0.00463,0.916,0.000000e+00,1.485993e-02,3.5361,0.07,0,6,76,1950,100,99
11,2149,2160,0.005093,0.917,0.000000e+00,6.611300e-03,3.5666,0.0743,0,6,110,1949,100,99
12,2148,2160,0.005556,0.917,0.000000e+00,5.689984e-05,3.5776,0.0722,0,6,0,1948,100,99
13,2147,2160,0.006019,0.917,0.000000e+00,4.237622e-03,3.5456,0.0643,0,6,180,1947,100,99
14,2146,2160,0.006481,0.917,0.000000e+00,4.727751e-03,3.5925,0.0707,0,6,181,1946,100,99
15,2145,2160,0.006944,0.917,0.000000e+00,9.895488e-03,3.5541,0.0723,0,6,182,1945,100,99
16,2144,2160,0.007407,0.917,0.000000e+00,9.236403e-03,3.5832,0.0683,0,6,183,1944,100,99
17,2143,2160,0.00787,0.917,0.000000e+00,1.158697e-02,3.5861,0.0699,2,7,0,1944,100,98
18,2142,2160,0.008333,0.917,0.000000e+00,5.636190e-03,3.5193,0.0784,0,6,78,1943,100,98
